sentence,best_code
"지금 와인 셀러 온도를 체크하고 10분뒤에 다시 체크해서 1도 이상 차이가 나면, 스피커로 온도가 급변했다고 안내해줘.","[{'name': 'WineCellarTempChangeAlert', 'cron': '', 'period': 600000, 'code': 'previous_temp := (#TemperatureSensor).temperatureMeasurement_temperature\nwait until ((#TemperatureSensor).temperatureMeasurement_temperature != previous_temp)\nif (abs(((#TemperatureSensor).temperatureMeasurement_temperature - previous_temp)) >= 1) {\n  (#Speaker).mediaPlayback_speak(""와인 셀러의 온도가 급변했습니다"")\n}\nprevious_temp := (#TemperatureSensor).temperatureMeasurement_temperature'}]"
"온도가 28도 이상이고 습도가 70% 이상이면, 에어컨을 냉방 모드로 설정하고 온도를 24도로 맞춰줘.","[{'name': 'AdjustAC', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 28.0 and (#HumiditySensor).relativeHumidityMeasurement_humidity >= 70.0) {\n  (#AirConditioner).airConditionerMode_setMode(""cool"")\n  (#AirConditioner).airConditionerMode_setTemperature(24.0)\n}'}]"
"이산화탄소 농도가 1200ppm 이상이고 사람이 감지되고 있으면, 공기청정기를 강풍으로 바꾸고 스피커로 경고해줘.","[{'name': 'HighCO2Warning', 'cron': '', 'period': -1, 'code': 'if ((#AirQualityDetector).co2Measurement_co2 >= 1200 and (#OccupancySensor).presenceSensor_presence == ""present"") {\n  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")\n  (#Speaker).mediaPlayback_speak(""주의! 이산화탄소 농도가 높습니다. 공기청정기를 강풍으로 변경하였습니다."")\n}'}]"
"비가 오고 있고 습도가 80% 이상이면, 제습기를 건조 모드로 작동시키고 ""비가 오고 습도가 높습니다""라고 스피커로 출력해줘.","[{'name': 'RainAndHighHumidityAction', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_weather == ""rain"" and (#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0) {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""dehumidifying"")\n  (#Speaker).mediaPlayback_speak(""비가 오고 습도가 높습니다"")\n}'}]"
"소음 수치가 70 이상이고 집에 아무도 없으면, 카메라로 사진을 찍고 경찰 사이렌을 울려줘.","[{'name': 'NoiseAndEmptyHome', 'cron': '', 'period': -1, 'code': 'if ((#SoundSensor).soundSensor_sound == ""detected"" and (#OccupancySensor).presenceSensor_presence == ""not present"") {\n  (#Camera).camera_take()\n  (#Siren).sirenMode_setSirenMode(""siren"")\n}'}]"
"조도가 100 럭스 이하이고 사람이 감지되고 있으면, 스피커 볼륨을 30으로 설정하고 relax.mp3 음악을 재생해줘.","[{'name': 'AdjustSpeakerVolumeAndPlayMusic', 'cron': '', 'period': -1, 'code': 'if ((#LightSensor).lightLevel_light <= 100 and (#PresenceSensor).presenceSensor_presence == ""present"") {\n  (#Speaker).mediaPlayback_setVolume(30)\n  (#Speaker).mediaPlayback_play(""relax.mp3"")\n}'}]"
"미세먼지 농도가 150 이상이고 문이 열려 있으면, 문을 닫고 공기청정기를 강풍으로 작동시켜줘.","[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#AirQualityDetector).dustSensor_fineDustLevel >= 150 and (#Window).windowControl_window == ""open"") {\n  (#Window).windowControl_close()\n  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")\n}'}]"
"비가 오고 아무도 없는 상태면, 도어락을 잠그고 밸브를 차단해줘.","[{'name': 'LockDoorAndBlockValve', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_weather == ""rain"" and (#OccupancySensor).presenceSensor_presence == ""not present"") {\n  (#DoorLock).doorControl_lock()\n  (#Valve).valve_close()\n}'}]"
"오븐이 가열 중이고 아무도 없으면, 오븐을 보온 모드로 변경하고 스피커로 보온 모드로 변경했다고 알려줘.","[{'name': 'OvenModeChange', 'cron': '', 'period': -1, 'code': 'if ((#Oven).ovenMode_ovenMode == ""heating"" and (#OccupancySensor).presenceSensor_presence == ""not present"") {\n  (#Oven).ovenMode_setOvenMode(""warm"")\n  (#Speaker).mediaPlayback_speak(""Oven changed to warm mode"")\n}'}]"
"소음이 80 이상이고 사람이 없으면, 스피커 재생을 멈추고 긴급 사이렌을 울려줘.","[{'name': 'SilenceAndEmergencySiren', 'cron': '', 'period': -1, 'code': 'if ((#SoundSensor).soundSensor_sound == ""detected"" and (#OccupancySensor).presenceSensor_presence == ""not present"") {\n  (#Speaker).mediaPlayback_stop()\n  (#Siren).alarm_siren()\n}'}]"
"이산화탄소가 1500ppm 이상이고 블라인드가 닫혀있으면, 공기청정기를 자동 모드로 켜고 블라인드를 올려줘.","[{'name': 'AutoModeAndLiftBlind', 'cron': '', 'period': -1, 'code': 'if ((#AirQualityDetector).gasMeter_gasMeter >= 1500 and (#Blind).windowShadeLevel_shadeLevel == 0) {\n  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""auto"")\n  (#Blind).windowShade_open()\n}'}]"
"온도가 18도 이하이고 사람이 감지되고있으면, 에어컨을 난방 모드로 설정하고 22도로 조절해줘.","[{'name': 'AdjustACBasedOnConditions', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature <= 18.0 and (#PresenceSensor).presenceSensor_presence == ""present"") {\n  (#AirConditioner).airConditionerMode_setAirConditionerMode(""heat"")\n  (#AirConditioner).airConditionerMode_setTemperature(22.0)\n}'}]"
"비가 오고 문이 열려 있으면, 문을 닫고 제습기를 내부케어 모드로 작동시켜줘.","[{'name': 'RainAndOpenDoor', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_weather == ""rain"" and (#Door).doorControl_door == ""open"") {\n  (#Door).doorControl_close()\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""internalCare"")\n}'}]"
"사람이 있는데 연기가 감지되고 있으면, 사이렌을 화재 모드로 울리고 스피커로 ""대피하세요""라고 해줘.","[{'name': 'FireAlarmAndAnnouncement', 'cron': '', 'period': -1, 'code': 'if ((#OccupancySensor).presenceSensor_presence == ""present"") {\n  (#Siren).sirenMode_setSirenMode(""fire"")\n  (#Speaker).mediaPlayback_speak(""대피하세요"")\n}'}]"
"수압이 100 이상이고 사람이 없으면, 밸브를 잠그고 긴급 사이렌을 울려줘.","[{'name': 'HighPressureAndNoPersonAlert', 'cron': '', 'period': -1, 'code': 'if ((#PressureSensor).pressureMeasurement_pressure >= 100 and (#OccupancySensor).presenceSensor_presence == ""not present"") {\n  (#Valve).valve_close()\n  (#Siren).alarm_siren()\n}'}]"
"움직임이 감지되지 않는데 문이 열려 있으면, 사진을 찍고 스피커로 ""경고""라고 말해줘.","[{'name': 'MotionDetectedAlert', 'cron': '', 'period': -1, 'code': 'if ((#MotionSensor).motionSensor_motion == ""inactive"" and (#Window).windowControl_window == ""open"") {\n  (#Camera).camera_take()\n  (#Speaker).mediaPlayback_speak(""경고"")\n}'}]"
"거실에 사람이 있고 주방에서 연기가 감지되고 있으면, 거실 스피커로 주방에 연기가 감지되었다고 출력하고 주방 밸브를 잠궈줘.","[{'name': 'RoomOccupancyAndMusicDetection', 'cron': '', 'period': -1, 'code': 'if ((#OccupancySensor).presenceSensor_presence == ""present"" and (#SoundSensor).soundSensor_sound == ""detected"") {\n  (#Speaker).mediaPlayback_speak(""주방에 연기가 감지되었습니다."")\n  (#Valve).valve_close()\n}'}]"
"안방의 온도가 26도 이상이고 창문이 열려 있으면, 창문을 닫고 에어컨을 켜줘.","[{'name': 'RoomTempAndWindowControl', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 26.0 and (#Window).windowControl_window == ""open"") {\n  (#Window).windowControl_close()\n  (#AirConditioner).switch_on()\n}'}]"
"차고에서 움직임이 감지되고 있고 메인 사이렌이 꺼져있으면, 비상 사이렌을 울리고 차고 사진을 찍어줘.","[{'name': 'SecurityAlert', 'cron': '', 'period': -1, 'code': 'if ((#MotionSensor).motionSensor_motion == ""active"" and (#Siren).switch_switch == ""off"") {\n  (#Siren).alarm_siren()\n  (#Camera).camera_take()\n}'}]"
"서재 이산화탄소가 1000ppm 이상이고 공기청정기가 수면 모드이면, 자동 모드로 바꾸고 스피커로 ""공기청정기를 자동모드로 변경합니다""라고 말해줘.","[{'name': 'ChangeACMode', 'cron': '', 'period': -1, 'code': 'if ((#AirQualityDetector).co2Measurement_co2 >= 1000 && (#AirPurifier).airPurifierMode_airPurifierMode == ""sleep"") {\n  (#AirPurifier).airPurifierMode_setAirPurifierMode(""auto"")\n  (#Speaker).mediaPlayback_speak(""공기청정기를 자동모드로 변경했습니다"")\n}'}]"
"욕실 습도가 85% 이상이고 욕실 문이 닫혀 있으면, 조명을 켜고 문을 열어줘.","[{'name': 'BathroomHumidityAndDoorControl', 'cron': '', 'period': -1, 'code': 'if ((#HumiditySensor_Bathroom).relativeHumidityMeasurement_humidity >= 85.0 and (#BathroomDoor).windowControl_door == ""closed"") {\n  (#Light_Bathroom).switch_on()\n  (#BathroomDoor).windowControl_open()\n}'}]"
"현관에서 인식된 얼굴 ID가 ""가족""이고 도어락이 잠겨 있으면, 도어락을 풀고 문을 열어줘.","[{'name': 'UnlockDoor', 'cron': '', 'period': -1, 'code': 'if ((#FaceRecognition).faceRecognition_faceId == ""가족"" and (#DoorLock).doorControl_lockStatus == ""locked"") {\n  (#DoorLock).doorControl_unlock()\n  (#Window).windowControl_open()\n}'}]"
"정원 조도가 50 미만이고 테라스 조명이 꺼져 있으면, 조명을 켜고 정원 스피커로 조명을 켠다고 말해줘.","[{'name': 'GardenLightsOn', 'cron': '', 'period': -1, 'code': 'if ((#LawnLight).lightLevel_light < 50 and (#TerraceLight).switch_switch == ""off"") {\n  (#TerraceLight).switch_on()\n  (#Speaker).mediaPlayback_speak(""정원 스피커로 조명을 켠다고 말해"")\n}'}]"
"비가 오고 거실 창문이 열려 있으면, 창문을 닫고 건조기를 건조 모드로 설정해줘.","[{'name': 'RainyDayFix', 'cron': '', 'period': -1, 'code': 'if ((#WeatherProvider).weatherProvider_weather == ""rain"" and (#LivingRoomWindow).windowControl_window == ""open"") {\n  (#LivingRoomWindow).windowControl_close()\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""dehumidifying"")\n}'}]"
"아기방 소리가 50dB 이상이고 거실 스피커가 멈춘 상태면, 거실 스피커로 아기가 깼다고 말하고 lullaby.mp3 파일 재생을 시작해줘.","[{'name': 'BabyRoomNoiseAlert', 'cron': '', 'period': -1, 'code': 'if ((#SoundSensor).soundPressureLevel_soundPressureLevel >= 50.0 and (#Speaker).mediaPlayback_playbackStatus == ""stopped"") {\n  (#Speaker).mediaPlayback_speak(""아기가 깼어요"")\n  (#Speaker).mediaPlayback_play(""lullaby.mp3"")\n}'}]"
"서버실 온도가 30도 이상이고 에어컨이 꺼져 있으면, 에어컨을 냉방 모드로 켜고 메인 사이렌을 긴급 모드로 울려줘.","[{'name': 'ServerRoomTempAndAC', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 30.0 and (#AirConditioner).airConditionerMode_airConditionerMode == ""off"") {\n  (#AirConditioner).airConditionerMode_setAirConditionerMode(""cool"")\n  (#Siren).sirenMode_setSirenMode(""emergency"")\n}'}]"
"와인 셀러 온도가 15도 이상이고 습도가 60% 이상이면, 에어컨을 켜고 가습기를 꺼줘.","[{'name': 'WineCellarControl', 'cron': '', 'period': -1, 'code': 'if ((#WineCellar).temperatureMeasurement_temperature >= 15.0 and (#WineCellar).relativeHumidityMeasurement_humidity >= 60.0) {\n  (#AirConditioner).switch_on()\n  (#Humidifier).switch_off()\n}'}]"
"지하에서 누수가 감지되고 메인 밸브가 열려 있으면, 모든 메인 밸브를 잠그고 경찰 사이렌을 울려줘.","[{'name': 'LeakAndAlarm', 'cron': '', 'period': -1, 'code': 'if ((#LeakSensor).leakSensor_leakage == ""detected"" and (#Valve).valve_valve == ""open"") {\n  all(#Valve).valve_close()\n  (#Siren).sirenMode_setSirenMode(""both"")\n}'}]"
"창고 미세먼지가 100 이상이고 공기청정기가 자동 모드이면, 모드를 강풍 모드로 바꾸고 창고 스피커로 ""강풍 모드로 전환합니다""라고 말해줘.","[{'name': 'ChangeVacuumMode', 'cron': '', 'period': -1, 'code': 'if ((#DustSensor).dustSensor_fineDustLevel >= 100 && (#AirPurifier).airPurifierFanMode_airPurifierFanMode == ""auto"") {\n  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")\n  (#VacuumSpeaker).mediaPlayback_speak(""강풍 모드로 전환되었습니다"")\n}'}]"
"게스트룸에 움직임이 감지되고 있고 에어컨이 꺼져 있으면, 에어컨을 자동 모드로 설정하고 목표 온도를 24도로 설정해줘.","[{'name': 'AutoACAdjustment', 'cron': '', 'period': -1, 'code': 'if ((#MotionSensor_GuestRoom).motionSensor_motion == ""detected"" and (#AirConditioner_GuestRoom).switch_switch == ""off"") {\n  (#AirConditioner_GuestRoom).airConditionerMode_setAirConditionerMode(""auto"")\n  (#AirConditioner_GuestRoom).airConditionerMode_setTemperature(24)\n}'}]"
"거실 조명이 켜져 있고 조도가 50 럭스 이상이면, 거실 블라인드를 닫고 에어컨을 자동 모드로 설정해줘.","[{'name': 'LivingRoomAutomation', 'cron': '', 'period': -1, 'code': 'if ((#Light).switch_switch == ""on"" and (#LightSensor).lightLevel_light >= 50) {\n  (#Blind).windowShade_close()\n  (#AirConditioner).airConditionerMode_setAirConditionerMode(""auto"")\n}'}]"
10분마다 확인해서 온도가 30도 이상이면 에어컨을 쿨모드로 설정해줘.,"[{'name': 'TempCheckAndSetAC', 'cron': '', 'period': 600000, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 30.0) {\n  (#AirConditioner).airConditionerMode_setAirConditionerMode(""cool"")\n}'}]"
"30분마다 체크해서 온도가 20도 이상, 30도 미만이면 에어컨을 자동모드로 설정하고, 30도 이상이면 쿨모드로 설정해줘.","[{'name': 'TemperatureControl', 'cron': '', 'period': 1800000, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 20.0 && (#TemperatureSensor).temperatureMeasurement_temperature < 30.0) {\n  (#AirConditioner).airConditionerMode_setAirConditionerMode(""auto"")\n} else if ((#TemperatureSensor).temperatureMeasurement_temperature >= 30.0) {\n  (#AirConditioner).airConditionerMode_setAirConditionerMode(""cool"")\n}'}]"
매일 자정에 도어락을 잠궈줘.,"[{'name': 'LockDoorAtMidnight', 'cron': '0 0 * * *', 'period': -1, 'code': '(#DoorLock).doorControl_lock()'}]"
주말 오후 3시에 누수를 체크해서 감지되면 긴급 사이렌을 울려줘.,"[{'name': 'WeekendLeakAlert', 'cron': '0 15 * * 0,6', 'period': -1, 'code': 'if ((#LeakSensor).leakSensor_leakage == ""detected"") {\n  (#Siren).alarm_siren()\n}'}]"
매일 아침 7시에 밥솥을 재가열 모드로 설정해줘.,"[{'name': 'MorningToast reheating', 'cron': '0 7 * * *', 'period': -1, 'code': '(#Microwave).microwaveMode_setMicrowaveMode(""reheating"")'}]"
주말 오후에 30분마다 로봇청소기를 자동모드로 작동시켜줘.,"[{'name': 'WeekendAutoCleaner', 'cron': '0 15 * * 0,6', 'period': 1800000, 'code': 'if ((#Clock).clock_hour >= 15 && (#Clock).clock_hour < 16) {\n  (#RobotCleaner).robotCleanerCleaningMode_setRobotCleanerCleaningMode(""auto"")\n}'}]"
밤10시부터 자정까지 10분마다 긴급 사이렌을 울려줘.,"[{'name': 'NightSirenAlert', 'cron': '0 22 * * *', 'period': 600000, 'code': 'if ((#Clock).clock_hour >= 22 && (#Clock).clock_hour < 24) {\n  (#Siren).sirenMode_setSirenMode(""siren"")\n}'}]"
평일 오전 8시부터 자정까지 한 시간마다 카메라로 사진을 찍어줘.,"[{'name': 'DailyPhotoCapture', 'cron': '0 8 * * 1-5', 'period': 3600000, 'code': 'if ((#Clock).clock_hour >= 8 && (#Clock).clock_hour < 24) {\n  (#Camera).camera_take()\n}'}]"
새해가 되면 로봇팔로 인사해줘.,"[{'name': 'NewYearGreeting', 'cron': '0 0 1 1 *', 'period': -1, 'code': '(#RobotArm).greet()'}]"
평일 오전 7시에 밥솥을 자동청소 모드로 작동해줘.,"[{'name': 'AutoCleanRiceCooker', 'cron': '0 7 * * 1-5', 'period': -1, 'code': '(#RiceCooker).riceCookerMode_setRiceCookerMode(""auto"")'}]"
월요일과 수요일 오전 6시에 날씨 정보를 스피커로 알려줘.,"[{'name': 'WeatherInfoAnnouncement', 'cron': '0 6 * * 1,4', 'period': -1, 'code': '(#WeatherProvider).weatherProvider_getWeatherInfo(#Speaker.mediaPlayback_speak)'}]"
1시간마다 스피커 볼륨을 10씩 올려줘.,"[{'name': 'IncreaseSpeakerVolume', 'cron': '', 'period': 3600000, 'code': 'volume = (#Speaker).mediaPlayback_volume\nvolume += 10\n(#Speaker).mediaPlayback_setVolume(volume)'}]"
"월요일 아침 8시마다 금고와 도어락이 모두 잠겨있으면 스피커로 ""안전합니다""라고 말해줘.","[{'name': 'SafetyAnnouncement', 'cron': '0 8 * * 1', 'period': -1, 'code': 'if ((#SafeBox).lock_status == ""locked"" and (#DoorLock).doorControl_lock_state == ""locked"") {\n  (#Speaker).mediaPlayback_speak(""안전합니다"")\n}'}]"
저녁 7시부터 10시까지 30분마다 로봇청소기를 체크해서 멈춰있으면 자동 모드로 실행시켜줘.,"[{'name': 'NightlyRobotCleanerCheck', 'cron': '0 19 * * *', 'period': 1800000, 'code': 'if ((#RobotCleaner).switch_switch == ""off"") {\n  (#RobotCleaner).robotCleanerCleaningMode_setRobotCleanerCleaningMode(""auto"")\n}'}]"
정오마다 301동 식당의 점심 메뉴를 스피커로 말해줘.,"[{'name': 'AnnounceLunchMenu', 'cron': '0 12 * * *', 'period': -1, 'code': '(#Speaker).mediaPlayback_speak(""301동 식당의 점심 메뉴입니다. 메뉴 내용은 [메뉴 정보] 입니다."")'}]"
오후 6시에 학생 식당의 저녁 메뉴를 스피커로 알려줘.,"[{'name': 'AnnounceDinnerMenu', 'cron': '0 18 * * *', 'period': -1, 'code': '(#Speaker).mediaPlayback_speak(""학생 식당의 저녁 메뉴는 [메뉴 정보]입니다."")'}]"
"오후 11시에 금고가 열려있거나 도어락이 열려있으면, 스피커로 ""금고와 도어락을 확인하세요""라고 말해줘.","[{'name': 'SecurityCheck', 'cron': '0 23 * * *', 'period': -1, 'code': 'if ((#Safe).safe_lock_state == ""open"" or (#DoorLock).doorControl_door == ""open"") {\n  (#Speaker).mediaPlayback_speak(""금고와 도어락을 확인하세요"")\n}'}]"
"30분마다 체크해서 온도가 30도 이상이면 목표 온도를 25도로 설정하고, 23도 미만이면 26도로 설정해줘.","[{'name': 'TemperatureAdjustment', 'cron': '', 'period': 1800000, 'code': 'currentTemp = (#TemperatureSensor).temperatureMeasurement_temperature\nif (currentTemp >= 30.0) {\n  targetTemp = 25.0\n} else if (currentTemp < 23.0) {\n  targetTemp = 26.0\n}\n(#Heater).heaterMode_setHeaterMode(targetTemp)'}]"
10분마다 습도를 체크해서 50 이상이면 가습기를 끄고 20 이하면 가습기를 켜고 자동모드로 설정해줘.,"[{'name': 'HumidityMonitor', 'cron': '', 'period': 600000, 'code': 'humidity = (#HumiditySensor).relativeHumidityMeasurement_humidity\nif (humidity >= 50) {\n  (#Humidifier).switch_off()\n} else if (humidity <= 20) {\n  (#Humidifier).switch_on()\n  (#Humidifier).humidifierMode_setHumidifierMode(""auto"")\n}'}]"
1시간마다 미세먼지 농도를 체크해서 200 이상이면 공기청정기를 강풍모드로 설정하고 100 이하이면 미풍모드로 설정해줘.,"[{'name': 'AirQualityMonitor', 'cron': '', 'period': 3600000, 'code': 'pm25 = (#WeatherProvider).weatherProvider_pm25Weather\nif (pm25 >= 200) {\n  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")\n} else if (pm25 <= 100) {\n  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""low"")\n}'}]"
5분마다 체크해서 충전기가 완충됐으면 충전기를 꺼줘.,"[{'name': 'BatteryCheckAndShutdown', 'cron': '', 'period': 300000, 'code': 'if ((#Charger).chargingState_chargingState == ""fullyCharged"") {\n  (#Charger).switch_off()\n}'}]"
크리스마스가 되면 불을 빨간색으로 바꿔줘.,"[{'name': 'ChristmasLights', 'cron': '', 'period': -1, 'code': 'if ((#Date).date == ""December 25"") {\n  (#Light).colorControl_setColor({""RED"": 255, ""GREEN"": 0, ""BLUE"": 0})\n}'}]"
"크리스마스에 1시간마다 스피커로 ""Christmas.mp3""을 재생해줘.","[{'name': 'ChristmasMusic', 'cron': '0 0 * * 24', 'period': 3600000, 'code': '(#Speaker).mediaPlayback_play(""Christmas.mp3"")'}]"
지금부터 자정까지 30분마다 현재 시각을 스피커로 출력해줘.,"[{'name': 'TimeAnnouncement', 'cron': '', 'period': 1800000, 'code': '(#Speaker).mediaPlayback_speak((#Clock).clock_time)'}]"
지금부터 오후 3시까지 10분마다 긴급 사이렌을 5초간 울렸다 꺼줘.,"[{'name': 'EmergencySirenAlert', 'cron': '', 'period': 600000, 'code': 'triggered := false\nif (triggered == false) {\n  wait until ((#Clock).clock_time >= 1500)\n  wait until ((#Clock).clock_time < 1500)\n  (#Siren).sirenMode_setSirenMode(""siren"")\n  (#Clock).clock_delay(5000)\n  (#Siren).sirenMode_setSirenMode(""off"")\n  triggered = true\n}'}]"
오후 6시에 벽에 있는 홀수 태그가 붙은 블라인드 높이를 모두 50%로 조절해줘.,"[{'name': 'AdjustBlindHeight', 'cron': '0 18 * * *', 'period': -1, 'code': '(#Blind).windowShadeLevel_setShadeLevel(50)'}]"
주말에 2시간마다 거실에 있는 로봇 청소기들을 모두 반복 모드로 설정해줘.,"[{'name': 'WeekendRobotCleaner', 'cron': '0 0 * * 0,6', 'period': 7200000, 'code': 'if ((#Clock).clock_hour >= 0 and (#Clock).clock_hour < 24) {\n  all(#RobotCleaner).robotCleanerCleaningMode_setRobotCleanerCleaningMode(""repeat"")\n}'}]"
"그룹 2에 속한 습도 센서들을 1분마다 체크해서 모두 50% 이상이면, 모든 제습기를 리프레쉬 모드로 설정해줘.","[{'name': 'HumidityCheckAndRefresh', 'cron': '', 'period': 60000, 'code': 'if (any(#Group2_HumiditySensor).relativeHumidityMeasurement_humidity >= 50) { all(#Dehumidifier).dehumidifierMode_setDehumidifierMode(""refreshing"") }'}]"
밤 11시에 짝수 태그가 붙은 모든 문을 닫아줘.,"[{'name': 'CloseEvenTaggedDoorsAtNight', 'cron': '0 23 * * *', 'period': -1, 'code': 'all(#EvenTaggedDoor).windowControl_close()'}]"
매일 아침 7시에 구역1에 있는 모든 블라인드를 올려줘.,"[{'name': 'MorningBlindRaise', 'cron': '0 7 * * *', 'period': -1, 'code': 'all(#Area1_Blind).windowShade_open()'}]"
밤 7시에 1층에 사람이 없으면 불을 다 꺼주고 2층은 8시에 사람이 없으면 불을 다 꺼줘.,"[{'name': 'NightLightControl', 'cron': '0 19 * * *', 'period': -1, 'code': 'if ((#Floor1_Presence).presenceSensor_presence == ""not present"") {\n  all(#Floor1_Light).switch_off()\n}\nwait until ((#Clock).clock_hour == 20)\nif ((#Floor2_Presence).presenceSensor_presence == ""not present"") {\n  all(#Floor2_Light).switch_off()\n}'}]"
"섹터1의 모든 도어락을 1시간마다 확인해서, 하나라도 열려 있으면 해당 섹터의 모든 조명을 빨간색으로 바꿔줘.","[{'name': 'CheckAndChangeLights', 'cron': '', 'period': 3600000, 'code': 'any(#Sector1_DoorLock).doorControl_door == ""open"" {\n  all(#Sector1_Light).colorControl_setColor({""red"": 255, ""green"": 0, ""blue"": 0})\n}'}]"
평일 오후 6시에 사무실의 재실 센서가 부재 상태를 나타내면 사무실 에어컨과 가습기를 전부 꺼줘.,"[{'name': 'OfficeOff', 'cron': '0 18 * * 1-5', 'period': -1, 'code': 'if ((#PresenceSensor).presenceSensor_presence == ""not present"") {\n  all(#AirConditioner).switch_off()\n  all(#Humidifier).switch_off()\n}'}]"
"아침 8시에 홀수 태그가 붙은 블라인드를 모두 열어주고, 9시에는 짝수 태그가 붙은 모든 블라인드를 열어줘.","[{'name': 'MorningBlindsOpen', 'cron': '0 8 * * *', 'period': -1, 'code': 'all(#OddBlind).windowShade_open()'}]"
"주말 동안 공장의 모든 펌프를 30분마다 확인해서, 켜진 펌프가 하나라도 있으면 모두 꺼주고 ""test@example.com""에게 ""위험"" 제목으로 ""펌프가 켜졌습니다""라는 내용의 메일 보내줘.","[{'name': 'PumpSafetyCheck', 'cron': '', 'period': 1800000, 'code': 'pumpActive := false\nif (any(#FactoryPump).switch_switch == ""on"") {\n  pumpActive := true\n}\nif (pumpActive) {\n  all(#FactoryPump).switch_off()\n  (#EmailProvider).emailProvider_sendMail(""test@example.com"", ""위험"", ""펌프가 켜졌습니다"")\n}'}]"
"밤 10시에 거실에 사람이 감지되면, 모든 불을 켜줘.","[{'name': 'NightLightOn', 'cron': '0 22 * * *', 'period': -1, 'code': 'if ((#OccupancySensor).presenceSensor_presence == ""present"") {\n  all(#Light).switch_on()\n}'}]"
"자정에 복도에 움직임이 감지되면, 복도의 모든 조명을 100%로 켜줘.","[{'name': 'TurnOnLightsAtMidnight', 'cron': '0 0 * * *', 'period': -1, 'code': 'if ((#MotionSensor).motionSensor_motion == ""detected"") {\n  all(#FloorLight).switchLevel_setLevel(100)\n}'}]"
"자정부터 오전 5시까지 1시간마다 체크해서 문이 하나라도 열려있으면, 복도의 조명을 모두 50%로 켜줘.","[{'name': 'CheckAndTurnOnLights', 'cron': '0 0 * * *', 'period': 3600000, 'code': 'if (any(#RoomDoor).doorControl_door == ""open"") {\n  all(#HallLight).switchLevel_setLevel(50)\n}'}]"
"밤 10시부터 11시까지 움직임이 한번도 감지되지 않았으면, 모든 도어락을 잠궈줘.","[{'name': 'DoorLockSecurity', 'cron': '0 22 * * *', 'period': 3600000, 'code': 'movementDetected := false\nwait until ((#MotionSensor).motionSensor_motion == ""inactive"")\nmovementDetected = true\nif (movementDetected == true) {\n  all(#DoorLock).doorControl_lock()\n}'}]"
아침 9시에 3층의 짝수 태그가 붙은 블라인드를 모두 올려줘.,"[{'name': 'Morning9AMRaiseEvenFloorBlinds', 'cron': '0 9 * * *', 'period': -1, 'code': 'all(#EvenTaggedBlind).windowShade_open()'}]"
매일 아침 8시에 조명을 켜 줘.,"[{'name': 'MorningLightOn', 'cron': '0 8 * * *', 'period': -1, 'code': '(#Light).switch_on()'}]"
매일 아침 8시에 스피커로 ‘일어나세요’라고 말해 줘. 그리고 창문이 닫혀있으면 열어줘.,"[{'name': 'GoodMorningAndOpenWindow', 'cron': '0 8 * * *', 'period': -1, 'code': 'if ((#Window).windowControl_window == ""closed"") {\n  (#Window).windowControl_open()\n}\n(#Speaker).mediaPlayback_speak(""일어나세요"")'}]"
오후 10시부터 11시까지 30초마다 비를 감지해서 비가 오면 창문을 닫아줘.,"[{'name': 'RainDetectionAndWindowClosure', 'cron': '0 22 * * *', 'period': 180000, 'code': 'if ((#RainSensor).rainStatus == ""on"") {\n  (#Window).windowControl_close()\n}'}]"
"주말에 5초마다 체크해서 펌프가 꺼져 있으면 켜고, 켜져 있으면 꺼줘.","[{'name': 'PumpToggle', 'cron': '', 'period': 5000, 'code': 'triggered := false\nif ((#Pump).switch_switch == ""off"") {\n  (#Pump).switch_on()\n  triggered = true\n} else if ((#Pump).switch_switch == ""on"") {\n  (#Pump).switch_off()\n  triggered = false\n}'}]"
