line_no,row_no,dataset_index,model_label,request_model,selected_model,command,det_pass,sdet,script_similarity,fatal_reasons,reference_script,predicted_script,predicted_services
139,139,19,local_8b (version0_13),gpt_mg.version0_13,local_8b,안방의 모든 블라인드를 닫고 2시간 뒤에 다시 열어줘.,True,0.574359,0.574359,,"
all(#Bedroom #Blind).WindowCovering_DownOrClose()

delay(2 HOUR)

all(#Bedroom #Blind).WindowCovering_UpOrOpen()","all(#Blind).windowShade_close()
(#Clock).clock_delay(7200000)
all(#Blind).windowShade_open()","clock_delay, windowShade_close, windowShade_open"
140,140,20,local_8b (version0_13),gpt_mg.version0_13,local_8b,복도의 조명이 하나라도 켜지면 5분 뒤에 거실의 모든 조명을 꺼줘.,True,0.50996,0.50996,,"
wait until (all(#Hallway #Light).Switch_Switch ==| true)

delay(5 MIN)

all(#LivingRoom #Light).Switch_Off()","triggered := false
if (triggered == false) {
  wait until (any(#Corridor).switch_switch == ""on"")
  (#Clock).clock_delay(300000)
  all(#LivingRoom).switch_off()
  triggered = true
}","clock_delay, switch_off, switch_switch"
141,141,21,local_8b (version0_13),gpt_mg.version0_13,local_8b,연구실의 모든 제습기를 켜고 4시간 뒤에 꺼줘.,True,0.755814,0.755814,,"
all(#Lab #Dehumidifier).Switch_On()

delay(4 HOUR)

all(#Lab #Dehumidifier).Switch_Off()","all(#Dehumidifier).switch_on()
(#Clock).clock_delay(14400000)
all(#Dehumidifier).switch_off()","clock_delay, switch_off, switch_on"
142,142,22,local_8b (version0_13),gpt_mg.version0_13,local_8b,사무실의 공기청정기가 하나라도 수면모드로 바뀌면 10분 뒤에 조명을 꺼줘.,True,0.655602,0.655602,,"
wait until (all(#Office #AirPurifier).AirPurifier_AirPurifierMode ==| ""sleep"")

delay(10 MIN)

(#Office #Light).Switch_Off()","if ((#AirPurifier).airPurifierFanMode_airPurifierFanMode == ""sleep"") {
  wait until (#Clock).clock_delay(600000)
  all(#Light).switch_off()
}","airPurifierFanMode_airPurifierFanMode, clock_delay, switch_off"
143,143,23,local_8b (version0_13),gpt_mg.version0_13,local_8b,창고의 모든 도어락을 잠그고 1분 뒤에 긴급 사이렌을 울려줘.,False,0.0,0.698565,unknown_services:doorControl_lock,"
all(#Warehouse #DoorLock).DoorLock_Lock()

delay(1 MIN)

(#Siren).Siren_SetSirenMode(""emergency"")","all(#WarehouseDoorLock).doorControl_lock()
(#Clock).clock_delay(60000)
(#EmergencySiren).sirenMode_setSirenMode(""siren"")","clock_delay, doorControl_lock, sirenMode_setSirenMode"
144,144,24,local_8b (version0_13),gpt_mg.version0_13,local_8b,테라스의 어느 조도 센서라도 100 럭스 이상이 되면 5초 뒤에 모든 블라인드를 올려줘.,True,0.521739,0.521739,,"
wait until (all(#Terrace #LightSensor).LightSensor_Brightness >=| 100)

delay(5 SEC)

all(#Terrace #Blind).WindowCovering_UpOrOpen()","threshold := false
if (threshold == false) {
  wait until ((#LightSensor).lightLevel_light >= 100)
  (#Clock).clock_delay(5000)
  all(#Blind).windowShade_open()
  threshold = true
}","clock_delay, lightLevel_light, windowShade_open"
145,145,25,local_8b (version0_13),gpt_mg.version0_13,local_8b,데이터 센터의 어느 온도 센서라도 30도 이상이 되면 1분 뒤에 모든 에어컨을 냉방 모드로 작동시켜줘.,True,0.732733,0.732733,,"
wait until (all(#DataCenter #TemperatureSensor).TemperatureSensor_Temperature >=| 30)

delay(1 MIN)

all(#DataCenter #AirConditioner).AirConditioner_SetAirConditionerMode(""cool"")","if (any(#TemperatureSensor).temperatureMeasurement_temperature >= 30.0) {
  (#Clock).clock_delay(60000)
  all(#AirConditioner).airConditionerMode_setAirConditionerMode(""cool"")
}","airConditionerMode_setAirConditionerMode, clock_delay, temperatureMeasurement_temperature"
146,146,26,local_8b (version0_13),gpt_mg.version0_13,local_8b,주방 조명을 켜고 10초 뒤에 주방 제습기를 켜줘.,True,0.553398,0.553398,,"
(#Kitchen #Light).Switch_On()

delay(10 SEC)

(#Kitchen #Dehumidifier).Switch_On()","if ((#Light_Kitchen).switch_switch == ""off"") {
  (#Light_Kitchen).switch_on()
  (#Clock).clock_delay(10000)
  (#Humidifier_Kitchen).switch_on()
}","clock_delay, switch_on, switch_switch"
147,147,27,local_8b (version0_13),gpt_mg.version0_13,local_8b,서재 공기청정기를 강풍으로 틀고 2시간 뒤에 꺼줘.,True,0.459459,0.459459,,"
(#Study #AirPurifier).AirPurifier_SetAirPurifierMode(""high"")

delay(2 HOUR)

(#Study #AirPurifier).Switch_Off()","if ((#AirPurifier).airPurifierFanMode_airPurifierFanMode == ""auto"") {
  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")
}
wait until ((#Clock).clock_time >= 1400)
(#AirPurifier).switch_off()","airPurifierFanMode_airPurifierFanMode, airPurifierFanMode_setAirPurifierFanMode, clock_time, switch_off"
148,148,28,local_8b (version0_13),gpt_mg.version0_13,local_8b,욕실 조명을 끄고 5분 뒤에 켜줘.,True,0.582524,0.582524,,"
(#Bathroom #Light).Switch_Off()

delay(5 MIN)

(#Bathroom #Light).Switch_On()","if ((#BathroomLight).switch_switch == ""on"") {
  (#BathroomLight).switch_off()
  wait until (#Clock).clock_delay(300000)
  (#BathroomLight).switch_on()
}","clock_delay, switch_off, switch_on, switch_switch"
149,149,29,local_8b (version0_13),gpt_mg.version0_13,local_8b,회의실 문을 닫고 3초 뒤에 회의실 카메라로 촬영해줘.,True,0.592275,0.592275,,"
(#MeetingRoom #Door).Door_Close()

delay(3 SEC)

(#MeetingRoom #Camera).Camera_CaptureImage()","if ((#MeetingRoomDoor).doorControl_door == ""open"") {
  (#MeetingRoomDoor).doorControl_close()
  (#Clock).clock_delay(3000)
  (#MeetingRoomCamera).camera_take()
}","camera_take, clock_delay, doorControl_close, doorControl_door"
150,150,30,local_8b (version0_13),gpt_mg.version0_13,local_8b,"지금 와인 셀러 온도를 체크하고 10분뒤에 다시 체크해서 1도 이상 차이가 나면, 스피커로 온도가 급변했다고 안내해줘.",True,0.166945,0.166945,,"
original_temp = (#WineCellar #TemperatureSensor).TemperatureSensor_Temperature

delay(10 MIN)

temp = (#WineCellar #TemperatureSensor).TemperatureSensor_Temperature

if (temp >= original_temp + 1 or temp <= original_temp - 1) {

    (#Speaker).Speaker_Speak(""와인셀러의 온도가 급변했습니다"")
}","previous_temp := (#TemperatureSensor).temperatureMeasurement_temperature
wait until ((#TemperatureSensor).temperatureMeasurement_temperature != previous_temp)
if (abs(((#TemperatureSensor).temperatureMeasurement_temperature - previous_temp)) >= 1) {
  (#Speaker).mediaPlayback_speak(""와인 셀러의 온도가 급변했습니다"")
}
previous_temp := (#TemperatureSensor).temperatureMeasurement_temperature","mediaPlayback_speak, temperatureMeasurement_temperature"
151,151,1,local_8b (version0_13),gpt_mg.version0_13,local_8b,"온도가 28도 이상이고 습도가 70% 이상이면, 에어컨을 냉방 모드로 설정하고 온도를 24도로 맞춰줘.",False,0.0,0.626609,unknown_services:airConditionerMode_setMode,"
if ((#TemperatureSensor).TemperatureSensor_Temperature >= 28 and (#HumiditySensor).HumiditySensor_Humidity >= 70) {

    (#AirConditioner).AirConditioner_SetAirConditionerMode(""cool"")

    (#AirConditioner).AirConditioner_SetTargetTemperature(24)
 
}","if ((#TemperatureSensor).temperatureMeasurement_temperature >= 28.0 and (#HumiditySensor).relativeHumidityMeasurement_humidity >= 70.0) {
  (#AirConditioner).airConditionerMode_setMode(""cool"")
  (#AirConditioner).airConditionerMode_setTemperature(24.0)
}","airConditionerMode_setMode, airConditionerMode_setTemperature, relativeHumidityMeasurement_humidity, temperatureMeasurement_temperature"
152,152,2,local_8b (version0_13),gpt_mg.version0_13,local_8b,"이산화탄소 농도가 1200ppm 이상이고 사람이 감지되고 있으면, 공기청정기를 강풍으로 바꾸고 스피커로 경고해줘.",False,0.0,0.593258,unknown_services:co2Measurement_co2,"
if ((#AirQualitySensor).AirQualitySensor_CarbonDioxide >= 1200 and (#PresenceSensor).PresenceSensor_Presence == true) {

    (#AirPurifier).AirPurifier_SetAirPurifierMode(""high"")

    (#Speaker).Speaker_Speak(""이산화탄소 농도가 높습니다."")

}","if ((#AirQualityDetector).co2Measurement_co2 >= 1200 and (#OccupancySensor).presenceSensor_presence == ""present"") {
  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")
  (#Speaker).mediaPlayback_speak(""주의! 이산화탄소 농도가 높습니다. 공기청정기를 강풍으로 변경하였습니다."")
}","airPurifierFanMode_setAirPurifierFanMode, co2Measurement_co2, mediaPlayback_speak, presenceSensor_presence"
153,153,3,local_8b (version0_13),gpt_mg.version0_13,local_8b,"비가 오고 있고 습도가 80% 이상이면, 제습기를 건조 모드로 작동시키고 ""비가 오고 습도가 높습니다""라고 스피커로 출력해줘.",True,0.580952,0.580952,,"
if ((#RainSensor).RainSensor_Rain == true and (#HumiditySensor).HumiditySensor_Humidity >= 80) {

    (#Dehumidifier).Dehumidifier_SetDehumidifierMode(""drying"")

    (#Speaker).Speaker_Speak(""비가 오고 습도가 높습니다."")

}","if ((#WeatherProvider).weatherProvider_weather == ""rain"" and (#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0) {
  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""dehumidifying"")
  (#Speaker).mediaPlayback_speak(""비가 오고 습도가 높습니다"")
}","dehumidifierMode_setDehumidifierMode, mediaPlayback_speak, relativeHumidityMeasurement_humidity, weatherProvider_weather"
154,154,4,local_8b (version0_13),gpt_mg.version0_13,local_8b,"소음 수치가 70 이상이고 집에 아무도 없으면, 카메라로 사진을 찍고 경찰 사이렌을 울려줘.",True,0.768769,0.768769,,"
if ((#SoundSensor).SoundSensor_Sound >= 70 and (#PresenceSensor).PresenceSensor_Presence == false) {

    (#Camera).Camera_CaptureImage()

    (#Siren).Siren_SetSirenMode(""police"")

}","if ((#SoundSensor).soundSensor_sound == ""detected"" and (#OccupancySensor).presenceSensor_presence == ""not present"") {
  (#Camera).camera_take()
  (#Siren).sirenMode_setSirenMode(""siren"")
}","camera_take, presenceSensor_presence, sirenMode_setSirenMode, soundSensor_sound"
155,155,5,local_8b (version0_13),gpt_mg.version0_13,local_8b,"조도가 100 럭스 이하이고 사람이 감지되고 있으면, 스피커 볼륨을 30으로 설정하고 relax.mp3 음악을 재생해줘.",False,0.0,0.793003,unknown_services:mediaPlayback_setVolume,"
if ((#LightSensor).LightSensor_Brightness <= 100 and (#PresenceSensor).PresenceSensor_Presence == true) {

    (#Speaker).Speaker_SetVolume(30)

    (#Speaker).Speaker_Play(""relax.mp3"")

}","if ((#LightSensor).lightLevel_light <= 100 and (#PresenceSensor).presenceSensor_presence == ""present"") {
  (#Speaker).mediaPlayback_setVolume(30)
  (#Speaker).mediaPlayback_play(""relax.mp3"")
}","lightLevel_light, mediaPlayback_play, mediaPlayback_setVolume, presenceSensor_presence"
156,156,6,local_8b (version0_13),gpt_mg.version0_13,local_8b,"미세먼지 농도가 150 이상이고 문이 열려 있으면, 문을 닫고 공기청정기를 강풍으로 작동시켜줘.",True,0.75766,0.75766,,"
if ((#AirQualitySensor).AirQualitySensor_FineDustLevel >= 150 and (#Door).Door_DoorState == ""open"") {

    (#Door).Door_Close()

    (#AirPurifier).AirPurifier_SetAirPurifierMode(""high"")

}","if ((#AirQualityDetector).dustSensor_fineDustLevel >= 150 and (#Window).windowControl_window == ""open"") {
  (#Window).windowControl_close()
  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""high"")
}","airPurifierFanMode_setAirPurifierFanMode, dustSensor_fineDustLevel, windowControl_close, windowControl_window"
157,157,7,local_8b (version0_13),gpt_mg.version0_13,local_8b,"비가 오고 아무도 없는 상태면, 도어락을 잠그고 밸브를 차단해줘.",False,0.0,0.842105,unknown_services:doorControl_lock,"
if ((#WeatherProvider).WeatherProvider_Weather == ""rain"" and (#PresenceSensor).PresenceSensor_Presence == false) {

    (#DoorLock).DoorLock_Lock()

    (#Valve).Valve_Close()

}","if ((#WeatherProvider).weatherProvider_weather == ""rain"" and (#OccupancySensor).presenceSensor_presence == ""not present"") {
  (#DoorLock).doorControl_lock()
  (#Valve).valve_close()
}","doorControl_lock, presenceSensor_presence, valve_close, weatherProvider_weather"
158,158,8,local_8b (version0_13),gpt_mg.version0_13,local_8b,"오븐이 가열 중이고 아무도 없으면, 오븐을 보온 모드로 변경하고 스피커로 보온 모드로 변경했다고 알려줘.",False,0.0,0.72067,"unknown_services:ovenMode_ovenMode,ovenMode_setOvenMode","if ((#Oven).Oven_OvenMode == ""heating"" and (#PresenceSensor).PresenceSensor_Presence == false) {

    (#Oven).Oven_SetOvenMode(""warming"")

    (#Speaker).Speaker_Speak(""오븐을 보온 모드로 변경합니다."")

}","if ((#Oven).ovenMode_ovenMode == ""heating"" and (#OccupancySensor).presenceSensor_presence == ""not present"") {
  (#Oven).ovenMode_setOvenMode(""warm"")
  (#Speaker).mediaPlayback_speak(""Oven changed to warm mode"")
}","mediaPlayback_speak, ovenMode_ovenMode, ovenMode_setOvenMode, presenceSensor_presence"
159,159,9,local_8b (version0_13),gpt_mg.version0_13,local_8b,"소음이 80 이상이고 사람이 없으면, 스피커 재생을 멈추고 긴급 사이렌을 울려줘.",True,0.7,0.7,,"
if ((#SoundSensor).SoundSensor_Sound >= 80 and (#PresenceSensor).PresenceSensor_Presence == false) {

    (#Speaker).Speaker_Stop()

    (#Siren).Siren_SetSirenMode(""emergency"")

}","if ((#SoundSensor).soundSensor_sound == ""detected"" and (#OccupancySensor).presenceSensor_presence == ""not present"") {
  (#Speaker).mediaPlayback_stop()
  (#Siren).alarm_siren()
}","alarm_siren, mediaPlayback_stop, presenceSensor_presence, soundSensor_sound"
160,160,10,local_8b (version0_13),gpt_mg.version0_13,local_8b,"이산화탄소가 1500ppm 이상이고 블라인드가 닫혀있으면, 공기청정기를 자동 모드로 켜고 블라인드를 올려줘.",True,0.673854,0.673854,,"
if ((#AirQualitySensor).AirQualitySensor_CarbonDioxide >= 1500 and (#Blind).ArmRobot_CurrentPosition == 0) {

    (#AirPurifier).AirPurifier_SetAirPurifierMode(""auto"")

    (#Blind).WindowCovering_UpOrOpen()

}","if ((#AirQualityDetector).gasMeter_gasMeter >= 1500 and (#Blind).windowShadeLevel_shadeLevel == 0) {
  (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(""auto"")
  (#Blind).windowShade_open()
}","airPurifierFanMode_setAirPurifierFanMode, gasMeter_gasMeter, windowShadeLevel_shadeLevel, windowShade_open"
161,161,11,local_8b (version0_13),gpt_mg.version0_13,local_8b,"온도가 18도 이하이고 사람이 감지되고있으면, 에어컨을 난방 모드로 설정하고 22도로 조절해줘.",True,0.624473,0.624473,,"
if ((#TemperatureSensor).TemperatureSensor_Temperature <= 18 and (#PresenceSensor).PresenceSensor_Presence == true) {

    (#AirConditioner).AirConditioner_SetAirConditionerMode(""heat"")

    (#AirConditioner).AirConditioner_SetTargetTemperature(22)

}","if ((#TemperatureSensor).temperatureMeasurement_temperature <= 18.0 and (#PresenceSensor).presenceSensor_presence == ""present"") {
  (#AirConditioner).airConditionerMode_setAirConditionerMode(""heat"")
  (#AirConditioner).airConditionerMode_setTemperature(22.0)
}","airConditionerMode_setAirConditionerMode, airConditionerMode_setTemperature, presenceSensor_presence, temperatureMeasurement_temperature"
162,162,12,local_8b (version0_13),gpt_mg.version0_13,local_8b,"비가 오고 문이 열려 있으면, 문을 닫고 제습기를 내부케어 모드로 작동시켜줘.",True,0.630952,0.630952,,"
if ((#RainSensor).RainSensor_Rain == true and (#Door).Door_DoorState == ""open"") {

    (#Door).Door_Close()

    (#Dehumidifier).Dehumidifier_SetDehumidifierMode(""auto"")

}","if ((#WeatherProvider).weatherProvider_weather == ""rain"" and (#Door).doorControl_door == ""open"") {
  (#Door).doorControl_close()
  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""internalCare"")
}","dehumidifierMode_setDehumidifierMode, doorControl_close, doorControl_door, weatherProvider_weather"
163,163,13,local_8b (version0_13),gpt_mg.version0_13,local_8b,"사람이 있는데 연기가 감지되고 있으면, 사이렌을 화재 모드로 울리고 스피커로 ""대피하세요""라고 해줘.",True,0.679868,0.679868,,"
if ((#PresenceSensor).PresenceSensor_Presence == true and (#SmokeDetector).SmokeDetector_Smoke == true) {

    (#Siren).Siren_SetSirenMode(""fire"")

    (#Speaker).Speaker_Speak(""대피하세요"")

}","if ((#OccupancySensor).presenceSensor_presence == ""present"") {
  (#Siren).sirenMode_setSirenMode(""fire"")
  (#Speaker).mediaPlayback_speak(""대피하세요"")
}","mediaPlayback_speak, presenceSensor_presence, sirenMode_setSirenMode"
164,164,14,local_8b (version0_13),gpt_mg.version0_13,local_8b,"수압이 100 이상이고 사람이 없으면, 밸브를 잠그고 긴급 사이렌을 울려줘.",False,0.0,0.744615,unknown_services:pressureMeasurement_pressure,"
if ((#PressureSensor).PressureSensor_Pressure >= 100 and (#PresenceSensor).PresenceSensor_Presence == false) {

    (#Valve).Valve_Close()

    (#Siren).Siren_SetSirenMode(""emergency"")

}","if ((#PressureSensor).pressureMeasurement_pressure >= 100 and (#OccupancySensor).presenceSensor_presence == ""not present"") {
  (#Valve).valve_close()
  (#Siren).alarm_siren()
}","alarm_siren, presenceSensor_presence, pressureMeasurement_pressure, valve_close"
165,165,15,local_8b (version0_13),gpt_mg.version0_13,local_8b,"움직임이 감지되지 않는데 문이 열려 있으면, 사진을 찍고 스피커로 ""경고""라고 말해줘.",True,0.738983,0.738983,,"
if ((#MotionSensor).MotionSensor_Motion == false and (#Door).Door_DoorState == ""open"") {

    (#Camera).Camera_CaptureImage()

    (#Speaker).Speaker_Speak(""경고"")

}","if ((#MotionSensor).motionSensor_motion == ""inactive"" and (#Window).windowControl_window == ""open"") {
  (#Camera).camera_take()
  (#Speaker).mediaPlayback_speak(""경고"")
}","camera_take, mediaPlayback_speak, motionSensor_motion, windowControl_window"
166,166,16,local_8b (version0_13),gpt_mg.version0_13,local_8b,"거실에 사람이 있고 주방에서 연기가 감지되고 있으면, 거실 스피커로 주방에 연기가 감지되었다고 출력하고 주방 밸브를 잠궈줘.",True,0.606383,0.606383,,"
if ((#LivingRoom #PresenceSensor).PresenceSensor_Presence == true and (#Kitchen #SmokeDetector).SmokeDetector_Smoke == true) {

    (#LivingRoom #Speaker).Speaker_Speak(""주방에 연기가 감지되었습니다."")

    (#Kitchen #Valve).Valve_Close()

}","if ((#OccupancySensor).presenceSensor_presence == ""present"" and (#SoundSensor).soundSensor_sound == ""detected"") {
  (#Speaker).mediaPlayback_speak(""주방에 연기가 감지되었습니다."")
  (#Valve).valve_close()
}","mediaPlayback_speak, presenceSensor_presence, soundSensor_sound, valve_close"
167,167,17,local_8b (version0_13),gpt_mg.version0_13,local_8b,"안방의 온도가 26도 이상이고 창문이 열려 있으면, 창문을 닫고 에어컨을 켜줘.",True,0.677596,0.677596,,"
if ((#Bedroom #TemperatureSensor).TemperatureSensor_Temperature >= 26 and (#Bedroom #Window).ArmRobot_CurrentPosition > 0) {

    (#Bedroom #Window).WindowCovering_DownOrClose()

    (#Bedroom #AirConditioner).Switch_On()

}","if ((#TemperatureSensor).temperatureMeasurement_temperature >= 26.0 and (#Window).windowControl_window == ""open"") {
  (#Window).windowControl_close()
  (#AirConditioner).switch_on()
}","switch_on, temperatureMeasurement_temperature, windowControl_close, windowControl_window"
168,168,18,local_8b (version0_13),gpt_mg.version0_13,local_8b,"차고에서 움직임이 감지되고 있고 메인 사이렌이 꺼져있으면, 비상 사이렌을 울리고 차고 사진을 찍어줘.",True,0.688742,0.688742,,"
if ((#Garage #MotionSensor).MotionSensor_Motion == true and (#Main #Siren).Switch_Switch == false) {

    (#Main #Siren).Siren_SetSirenMode(""emergency"")

    (#Garage #Camera).Camera_CaptureImage()

}","if ((#MotionSensor).motionSensor_motion == ""active"" and (#Siren).switch_switch == ""off"") {
  (#Siren).alarm_siren()
  (#Camera).camera_take()
}","alarm_siren, camera_take, motionSensor_motion, switch_switch"
169,169,19,local_8b (version0_13),gpt_mg.version0_13,local_8b,"서재 이산화탄소가 1000ppm 이상이고 공기청정기가 수면 모드이면, 자동 모드로 바꾸고 스피커로 ""공기청정기를 자동모드로 변경합니다""라고 말해줘.",False,0.0,0.334802,"unknown_services:airPurifierMode_airPurifierMode,airPurifierMode_setAirPurifierMode,co2Measurement_co2","
if ((#Study #AirQualitySensor).AirQualitySensor_CarbonDioxide >= 1000 and (#Study #AirPurifier).AirPurifier_AirPurifierMode == ""sleep"") {

    (#Study #AirPurifier).AirPurifier_SetAirPurifierMode(""auto"")

    (#Study #Speaker).Speaker_Speak(""공기 청정기를 자동모드로 변경합니다"")

}","if ((#AirQualityDetector).co2Measurement_co2 >= 1000 && (#AirPurifier).airPurifierMode_airPurifierMode == ""sleep"") {
  (#AirPurifier).airPurifierMode_setAirPurifierMode(""auto"")
  (#Speaker).mediaPlayback_speak(""공기청정기를 자동모드로 변경했습니다"")
}","airPurifierMode_airPurifierMode, airPurifierMode_setAirPurifierMode, co2Measurement_co2, mediaPlayback_speak"
170,170,20,local_8b (version0_13),gpt_mg.version0_13,local_8b,"욕실 습도가 85% 이상이고 욕실 문이 닫혀 있으면, 조명을 켜고 문을 열어줘.",False,0.0,0.712644,unknown_services:windowControl_door,"
if ((#Bathroom #HumiditySensor).HumiditySensor_Humidity >= 85 and (#Bathroom #Door).Door_DoorState == ""closed"") {

    (#Bathroom #Light).Switch_On()

    (#Bathroom #Door).Door_Open()

}","if ((#HumiditySensor_Bathroom).relativeHumidityMeasurement_humidity >= 85.0 and (#BathroomDoor).windowControl_door == ""closed"") {
  (#Light_Bathroom).switch_on()
  (#BathroomDoor).windowControl_open()
}","relativeHumidityMeasurement_humidity, switch_on, windowControl_door, windowControl_open"
171,171,21,local_8b (version0_13),gpt_mg.version0_13,local_8b,"현관에서 인식된 얼굴 ID가 ""가족""이고 도어락이 잠겨 있으면, 도어락을 풀고 문을 열어줘.",False,0.0,0.614525,"unknown_services:doorControl_lockStatus,doorControl_unlock,faceRecognition_faceId","
if ((#Entrance #FaceRecognizer).FaceRecognizer_RecognizedResult == ""family"" and (#Entrance #DoorLock).DoorLock_DoorLockState == ""locked"") {

    (#Entrance #DoorLock).DoorLock_Unlock()

    (#Entrance #Door).Door_Open()

}","if ((#FaceRecognition).faceRecognition_faceId == ""가족"" and (#DoorLock).doorControl_lockStatus == ""locked"") {
  (#DoorLock).doorControl_unlock()
  (#Window).windowControl_open()
}","doorControl_lockStatus, doorControl_unlock, faceRecognition_faceId, windowControl_open"
172,172,22,local_8b (version0_13),gpt_mg.version0_13,local_8b,"정원 조도가 50 미만이고 테라스 조명이 꺼져 있으면, 조명을 켜고 정원 스피커로 조명을 켠다고 말해줘.",True,0.730159,0.730159,,"
if ((#Garden #LightSensor).LightSensor_Brightness < 50 and (#Terrace #Light).Switch_Switch == false) {

    (#Terrace #Light).Switch_On()

    (#Garden #Speaker).Speaker_Speak(""조명을 켭니다."")

}","if ((#LawnLight).lightLevel_light < 50 and (#TerraceLight).switch_switch == ""off"") {
  (#TerraceLight).switch_on()
  (#Speaker).mediaPlayback_speak(""정원 스피커로 조명을 켠다고 말해"")
}","lightLevel_light, mediaPlayback_speak, switch_on, switch_switch"
173,173,23,local_8b (version0_13),gpt_mg.version0_13,local_8b,"비가 오고 거실 창문이 열려 있으면, 창문을 닫고 건조기를 건조 모드로 설정해줘.",True,0.307692,0.307692,,"
if ((#RainSensor).RainSensor_Rain == true and (#LivingRoom #Window).ArmRobot_CurrentPosition == 0) {

    (#LivingRoom #Window).WindowCovering_DownOrClose()

    (#Dehumidifier).Dehumidifier_SetDehumidifierMode(""drying"")

}","if ((#WeatherProvider).weatherProvider_weather == ""rain"" and (#LivingRoomWindow).windowControl_window == ""open"") {
  (#LivingRoomWindow).windowControl_close()
  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""dehumidifying"")
}","dehumidifierMode_setDehumidifierMode, weatherProvider_weather, windowControl_close, windowControl_window"
174,174,24,local_8b (version0_13),gpt_mg.version0_13,local_8b,"아기방 소리가 50dB 이상이고 거실 스피커가 멈춘 상태면, 거실 스피커로 아기가 깼다고 말하고 lullaby.mp3 파일 재생을 시작해줘.",True,0.316049,0.316049,,"
if ((#BabyRoom #SoundSensor).SoundSensor_Sound >= 50 and (#LivingRoom #Speaker).Speaker_PlaybackState == ""stopped"") {

    (#LivingRoom #Speaker).Speaker_Speak(""아기가 깼습니다."")

    (#LivingRoom #Speaker).Speaker_Play(""lullaby.mp3"")

}","if ((#SoundSensor).soundPressureLevel_soundPressureLevel >= 50.0 and (#Speaker).mediaPlayback_playbackStatus == ""stopped"") {
  (#Speaker).mediaPlayback_speak(""아기가 깼어요"")
  (#Speaker).mediaPlayback_play(""lullaby.mp3"")
}","mediaPlayback_play, mediaPlayback_playbackStatus, mediaPlayback_speak, soundPressureLevel_soundPressureLevel"
175,175,25,local_8b (version0_13),gpt_mg.version0_13,local_8b,"서버실 온도가 30도 이상이고 에어컨이 꺼져 있으면, 에어컨을 냉방 모드로 켜고 메인 사이렌을 긴급 모드로 울려줘.",True,0.331263,0.331263,,"
if ((#ServerRoom #TemperatureSensor).TemperatureSensor_Temperature >= 30 and (#ServerRoom #AirConditioner).Switch_Switch == false) {

    (#ServerRoom #AirConditioner).AirConditioner_SetAirConditionerMode(""cool"")

    (#Main #Siren).Siren_SetSirenMode(""emergency"")

}","if ((#TemperatureSensor).temperatureMeasurement_temperature >= 30.0 and (#AirConditioner).airConditionerMode_airConditionerMode == ""off"") {
  (#AirConditioner).airConditionerMode_setAirConditionerMode(""cool"")
  (#Siren).sirenMode_setSirenMode(""emergency"")
}","airConditionerMode_airConditionerMode, airConditionerMode_setAirConditionerMode, sirenMode_setSirenMode, temperatureMeasurement_temperature"
176,176,26,local_8b (version0_13),gpt_mg.version0_13,local_8b,"와인 셀러 온도가 15도 이상이고 습도가 60% 이상이면, 에어컨을 켜고 가습기를 꺼줘.",True,0.774373,0.774373,,"
if ((#WineCellar #TemperatureSensor).TemperatureSensor_Temperature >= 15 and (#WineCellar #HumiditySensor).HumiditySensor_Humidity >= 60) {

    (#AirConditioner).Switch_On()

    (#Humidifier).Switch_Off()

}","if ((#WineCellar).temperatureMeasurement_temperature >= 15.0 and (#WineCellar).relativeHumidityMeasurement_humidity >= 60.0) {
  (#AirConditioner).switch_on()
  (#Humidifier).switch_off()
}","relativeHumidityMeasurement_humidity, switch_off, switch_on, temperatureMeasurement_temperature"
177,177,27,local_8b (version0_13),gpt_mg.version0_13,local_8b,"지하에서 누수가 감지되고 메인 밸브가 열려 있으면, 모든 메인 밸브를 잠그고 경찰 사이렌을 울려줘.",True,0.769737,0.769737,,"
if ((#Basement #LeakSensor).LeakSensor_Leakage == true and (#Main #Valve).Valve_ValveState == true) {

    all(#Main #Valve).Valve_Close()

    (#Siren).Siren_SetSirenMode(""police"")

}","if ((#LeakSensor).leakSensor_leakage == ""detected"" and (#Valve).valve_valve == ""open"") {
  all(#Valve).valve_close()
  (#Siren).sirenMode_setSirenMode(""both"")
}","leakSensor_leakage, sirenMode_setSirenMode, valve_close, valve_valve"
