index,category_analysis,selected,test_no,command,command_english,joi_gt,connected_devices_dict,options_dict,sa_result
373,6,1,9,매일 아침 8시에 스피커가 꺼져 있으면 스피커를 켜고 ‘오늘 날씨입니다’라고 말해 줘. 이후 조명이 꺼져 있으면 켜고 블라인드를 열어 줘.,"Every morning at 8am, if the speaker is off, turn it on and announce 'This is the weather today' via the speaker. Then, if the lights are off, turn them on and open the blinds.","{""name"": ""Scenario1"", ""cron"": ""0 8 * * *"", ""period"": 0, ""code"": ""if ((#Speaker).switch_switch == \""off\"") {\n(#Speaker).switch_on()\n(#Speaker).mediaPlayback_speak(\""This is the weather today\"")\nif ((#Light).switch_switch == \""off\"") {\n(#Light).switch_on()\n(#Blind).blind_open()\n}\n}""}",,,"
{""name"": ""Scenario1"",""cron"": ""0 8 * * *"",""period"": 0,""code"": ""if ((#Speaker).switch_switch == 'off') { (#Speaker).switch_on() (#Speaker).mediaPlayback_speak('오늘 날씨입니다') } if ((#Light).switch_switch == 'off') { (#Light).switch_on() } (#Blind).blind_open()""}"
374,7,1,10,1초마다 확인하여 관개 장치가 꺼졌다 켜진 횟수가 4번을 초과하고 펌프가 2번 이상 작동했으면 블라인드를 닫고 커튼을 내려 줘.,Check every second and close the blinds and lower the curtains if the number of times the irrigation has turned off and on exceeds 4 and the pump has run more than 2 times.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""prev_irrigator_state := (#Irrigator).switch_switch\nirrigator_off_to_on_count := 0\nprev_pump_state := (#Pump).switch_switch\npump_on_count := 0\nirrigator_state = (#Irrigator).switch_switch\npump_state = (#Pump).switch_switch\nif ((prev_irrigator_state == \""off\"") and (irrigator_state == \""on\"")) {\nirrigator_off_to_on_count = irrigator_off_to_on_count + 1\n}\nprev_irrigator_state = irrigator_state\nif ((pump_state == \""on\"") and (prev_pump_state != \""on\"")) {\npump_on_count = pump_on_count + 1\n}\nprev_pump_state = pump_state\nif ((irrigator_off_to_on_count > 4) and (pump_on_count >= 2)) {\n(#Blind).blind_close()\n(#Curtain).curtain_close()\nbreak\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 1000,""code"": ""irrigator_on_count := 0\nprev_irrigator_state := (#Irrigator).switch_switch\npump_on_count := 0\nprev_pump_state := (#Pump).switch_switch\nirrigator_state = (#Irrigator).switch_switch\npump_state = (#Pump).switch_switch\nif ((prev_irrigator_state == 'off') and (irrigator_state == 'on')) {\n    irrigator_on_count = irrigator_on_count + 1\n}\nif ((prev_pump_state == 'off') and (pump_state == 'on')) {\n    pump_on_count = pump_on_count + 1\n}\nprev_irrigator_state = irrigator_state\nprev_pump_state = pump_state\nif ((irrigator_on_count > 4) and (pump_on_count >= 2)) {\n    (#Blind).blind_close()\n    (#Curtain).curtain_close()\n    break\n}""}"
376,7,1,10,"2초마다 체크해서 매일 오전 6시부터 9시 사이에 조명이 켜져 있는 누적 시간이 10분 이상이고, 관개 장치가 세 번 이상 꺼졌다 켜졌으면 스피커로 '관수 완료되었습니다'라고 말해 줘.","Check every two seconds, and if the cumulative time the lights are on between 6 a.m. and 9 a.m. each day is 10 minutes or more, and the irrigator has been turned off and on three or more times during that same period, announce ""Watering complete"" via the speaker.","{""name"": ""Scenario1"", ""cron"": ""0 6 * * *"", ""period"": 2000, ""code"": ""light_on_duration := 0\nirrigator_toggle_count := 0\nprev_irrigator := \""\""\n\nif ((#Clock).clock_hour < 9) {\nif ((#Light).switch_switch == \""on\"") {\nlight_on_duration = light_on_duration + 2000\n}\n\ncurrent_irrigator = (#Irrigator).switch_switch\nif ((prev_irrigator == \""on\"") and (current_irrigator == \""off\"")) {\nirrigator_toggle_count = irrigator_toggle_count + 1\n}\nprev_irrigator = current_irrigator\n\nif ((light_on_duration >= 600000) and (irrigator_toggle_count >= 3)) {\n(#Speaker).mediaPlayback_speak(\""Watering complete\"")\nbreak\n}\n} else {\nbreak\n}""}",,," 
{""name"": ""Scenario1"",""cron"": ""0 6-8 * * *"",""period"": 2000,""code"": ""light_on_time := 0\nprev_irrigator_state := (#Irrigator).switch_switch\nirrigator_count := 0\nif ((#Clock).clock_hour == 9) {\nbreak\n}\nif ((#Light).switch_switch == 'on') {\nlight_on_time = light_on_time + 2\n}\ncur_irrigator_state = (#Irrigator).switch_switch\nif ((prev_irrigator_state == 'on') and (cur_irrigator_state == 'off')) {\nirrigator_count = irrigator_count + 1\n}\nif ((light_on_time >= 600) and (irrigator_count >= 3)) {\n(#Speaker).mediaPlayback_speak('관수 완료되었습니다')\nbreak\n}\nprev_irrigator_state = cur_irrigator_state""}"
377,7,1,10,"실시간으로 확인하여 토양 습도 센서 값이 연속으로 3회 15 이하를 기록하고 그 중 두 번째 값이 가장 낮았다면 관개 장치를 켜고 블라인드를 닫아 줘. 단, 3월은 제외하고.","Check in real time, and if the soil moisture sensor value is below 15 three times in a row, and the second value is the lowest, turn on the irrigation device and close the blinds. However, this does not apply to March.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""h1 := 100\nh2 := 100\nh3 := 100\n\nif ((#Clock).clock_month != 3) {\nh1 = h2\nh2 = h3\nh3 = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\n\nif ((h1 <= 15) and (h2 <= 15) and (h3 <= 15) and (h2 < h1) and (h2 < h3)) {\n(#Irrigator).switch_on()\n(#Blind).blind_close()\n}\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""soil1 := 0\nsoil2 := 0\nsoil3 := 0\ntriggered := false\nif ((#Clock).clock_month == 3) {\n    break\n}\nsoil1 = soil2\nsoil2 = soil3\nsoil3 = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\nif ((soil1 <= 15) and (soil2 <= 15) and (soil3 <= 15) and (soil2 < soil1) and (soil2 < soil3)) {\n    if (triggered == false) {\n        (#Irrigator).irrigatorOperatingState_startWatering()\n        (#Blind).blind_close()\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}"
386,4,1,11,"실시간으로 확인하여 움직임이 감지되면 5초 대기 후 조명을 켜고, 10초 후 커튼을 열고, 15초 후 펌프가 꺼져 있으면 펌프를 켜 줘.","Check in real-time and turn on the lights after 5 seconds if motion is detected, open the curtains after 10 seconds, turn on the pump if it's off after 15 seconds.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#MotionSensor).motionSensor_motion == \""active\"")\n(#Clock).clock_delay(5000)\n(#Light).switch_on()\n(#Clock).clock_delay(10000)\n(#Curtain).curtain_open()\n(#Clock).clock_delay(15000)\nif ((#Pump).switch_switch == \""off\"") {\n(#Pump).switch_on()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until((#MotionSensor).motionSensor_motion == 'active')\n(#Clock).clock_delay(5000)\n(#Light).switch_on()\n(#Clock).clock_delay(10000)\n(#Curtain).curtain_open()\n(#Clock).clock_delay(15000)\nif ((#Pump).switch_switch == 'off') {\n    (#Pump).switch_on()\n}""}"
387,3,1,11,"1월 1일에, 실시간으로 확인하여 조명이 꺼지면 3초 대기 후 펌프를 끄고, 5초 후 블라인드를 닫으며, 추가로 7초 후 조명을 다시 켠 다음 알람의 사이렌을 울려 줘.","On January 1, check in real-time and when the lights turns off, wait 3 seconds, turn off the pump, close the blinds after 5 seconds, turn the lights back on after an additional 7 seconds, and sound the alarm's siren.","{""name"": ""Scenario1"", ""cron"": ""0 0 1 1 *"", ""period"": 0, ""code"": ""wait until((#Light).switch_switch == \""off\"")\nif (((#Clock).clock_month == 1) and ((#Clock).clock_day == 1)) {\n(#Clock).clock_delay(3000)\n(#Pump).switch_off()\n(#Clock).clock_delay(5000)\n(#Blind).blind_close()\n(#Clock).clock_delay(7000)\n(#Light).switch_on()\n(#Alarm).alarm_siren()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": ""0 0 1 1 *"",""period"": 0,""code"": ""triggered := false\nif ((#Light).switch_switch == 'off') {\n    if (triggered == false) {\n        (#Clock).clock_delay(3000)\n        (#Pump).switch_off()\n        (#Clock).clock_delay(5000)\n        (#Blind).blind_close()\n        (#Clock).clock_delay(7000)\n        (#Light).switch_on()\n        (#Alarm).alarm_siren()\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}"
391,4,1,11,"에어컨이 켜지면 5초 후 블라인드를 닫고, 5초 더 기다린 후 커튼이 열려 있으면 커튼을 닫고, 이후 10초 후 조명 밝기를 10퍼센트로 낮춰 줘.","When the air conditioner turns on, close the blinds after five seconds, wait another five seconds and close the curtains if they're open, and then turn the lights down to 10 percent brightness after 10 seconds.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#AirConditioner).switch_switch == \""on\"")\n(#Clock).clock_delay(5000)\n(#Blind).blind_close()\n(#Clock).clock_delay(5000)\nif ((#Curtain).curtain_curtain == \""open\"") {\n(#Curtain).curtain_close()\n}\n(#Clock).clock_delay(10000)\n(#Light).switchLevel_setLevel(10, 1)""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""wait until((#AirConditioner).switch_switch == 'on')\n(#Clock).clock_delay(5000)\n(#Blind).blind_close()\n(#Clock).clock_delay(5000)\nif ((#Curtain).curtain_curtain == 'open') {\n    (#Curtain).curtain_close()\n}\n(#Clock).clock_delay(10000)\n(#Light).switchLevel_setLevel(10,0)""}"
393,8,1,13,섹터 에이에 있는 선풍기를 꺼 줘.,Turn off the fan in sector A.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#SectorA #Fan).switch_off()""}","{'sectorA_fan_2': {'category': 'Fan', 'tags': ['SectorA', 'even', 'Fan']}, 'sectorA_fan_4': {'category': 'Fan', 'tags': ['SectorA', 'even', 'Fan']}, 'sectorB_fan_1': {'category': 'Fan', 'tags': ['SectorB', 'odd', 'Fan']}, 'sectorB_fan_3': {'category': 'Fan', 'tags': ['SectorB', 'odd', 'Fan']}, 'sectorC_fan_1': {'category': 'Fan', 'tags': ['SectorC', 'odd', 'Fan']}, 'sectorC_fan_5': {'category': 'Fan', 'tags': ['SectorC', 'odd', 'Fan']}}",,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""all(#SectorA #Fan).switch_off()""}"
394,8,1,13,섹터 비와 섹터 에이에 있는 선풍기가 모두 켜져 있으면 홀수 태그가 붙은 블라인드 중 하나를 닫아 줘.,"If the fans in Sector B and Sector A are both on, close one of the odd-tagged blinds.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((all(#Fan #SectorA).switch_switch == \""on\"") and (all(#Fan #SectorB).switch_switch == \""on\"")) {\n(#Odd #Blind).blind_close()\n}""}","{'sectorA_fan_2': {'category': 'Fan', 'tags': ['SectorA', 'even', 'Fan']}, 'sectorA_fan_4': {'category': 'Fan', 'tags': ['SectorA', 'even', 'Fan']}, 'sectorB_fan_1': {'category': 'Fan', 'tags': ['SectorB', 'odd', 'Fan']}, 'sectorB_fan_3': {'category': 'Fan', 'tags': ['SectorB', 'odd', 'Fan']}, 'sectorC_fan_5': {'category': 'Fan', 'tags': ['SectorC', 'odd', 'Fan']}, 'sectorC_fan_7': {'category': 'Fan', 'tags': ['SectorC', 'odd', 'Fan']}, 'wall_blind_1': {'category': 'Blind', 'tags': ['Wall', 'odd', 'Blind']}, 'wall_blind_3': {'category': 'Blind', 'tags': ['Wall', 'odd', 'Blind']}, 'wall_blind_2': {'category': 'Blind', 'tags': ['Wall', 'even', 'Blind']}, 'wall_blind_4': {'category': 'Blind', 'tags': ['Wall', 'even', 'Blind']}, 'center_blind_main': {'category': 'Blind', 'tags': ['Center', 'Blind']}, 'center_blind_aux': {'category': 'Blind', 'tags': ['Center', 'Blind']}}",,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((all(#SectorB #Fan).switch_switch == 'on') and (all(#SectorA #Fan).switch_switch == 'on')) {any(#Odd #Blind).blind_close()}""}"
395,8,1,13,"홀수 태그가 붙은 선풍기 중 하나라도 켜져 있으면, 하단부에 있는 모든 관개 장치를 꺼 줘.","If any of the odd-tagged fans are on, turn off all the irrigator at the bottom.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (any(#Odd #Fan).switch_switch == \""on\"") {\nall(#Lower #Irrigator).switch_off()\n}""}","{'ZoneA_Fan_1': {'category': 'Fan', 'tags': ['ZoneA', 'Odd', 'Fan']}, 'ZoneA_Fan_2': {'category': 'Fan', 'tags': ['ZoneA', 'Even', 'Fan']}, 'Sector1_Fan_Upper': {'category': 'Fan', 'tags': ['Sector1', 'Upper', 'Odd', 'Fan']}, 'Sector1_Fan_Lower': {'category': 'Fan', 'tags': ['Sector1', 'Lower', 'Even', 'Fan']}, 'Greenhouse_Irrigator_1': {'category': 'Irrigator', 'tags': ['Greenhouse', 'Lower', 'Odd', 'Irrigator']}, 'Greenhouse_Irrigator_2': {'category': 'Irrigator', 'tags': ['Greenhouse', 'Lower', 'Even', 'Irrigator']}, 'ZoneB_Irrigator_Upper_Left': {'category': 'Irrigator', 'tags': ['ZoneB', 'Upper', 'Odd', 'Irrigator']}, 'ZoneB_Irrigator_Upper_Right': {'category': 'Irrigator', 'tags': ['ZoneB', 'Upper', 'Even', 'Irrigator']}}",," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (any(#Odd #Fan).switch_switch == 'on') {all(#Bottom #Irrigator).switch_off()}""}"
396,8,1,13,짝수 태그가 붙은 창문이 열려 있으면 섹터 에이에 있는 선풍기를 꺼 줘.,Turn off the fan in Sector A if an even-tagged window is open.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Even #Window).windowControl_window == \""open\"") {\n(#SectorA #Fan).switch_off()\n}""}","{'SectorA_Fan_1': {'category': 'Fan', 'tags': ['SectorA', 'Odd', 'Fan']}, 'SectorA_Fan_2': {'category': 'Fan', 'tags': ['SectorA', 'Even', 'Fan']}, 'SectorA_Fan_3': {'category': 'Fan', 'tags': ['SectorA', 'Odd', 'Fan']}, 'SectorA_Fan_4': {'category': 'Fan', 'tags': ['SectorA', 'Even', 'Fan']}, 'SectorB_Window_1': {'category': 'Window', 'tags': ['SectorB', 'Odd', 'Window']}, 'SectorB_Window_2': {'category': 'Window', 'tags': ['SectorB', 'Even', 'Window']}, 'ZoneC_Window_Left': {'category': 'Window', 'tags': ['ZoneC', 'Odd', 'Left', 'Window']}, 'ZoneC_Window_Right': {'category': 'Window', 'tags': ['ZoneC', 'Even', 'Right', 'Window']}}",," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Even #Window).windowControl_window == 'open') {\n    (#SectorA #Fan).switch_off()\n}""}"
397,8,1,13,섹터 비에 있는 홀수 태그가 붙은 관개 장치를 모두 꺼 줘.,Turn off all odd-tagged irrigator in the sector B.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""all(#SectorB #Odd #Irrigator).switch_off()""}","{'Greenhouse_Irrigator_1': {'category': 'Irrigator', 'tags': ['SectorA', 'Lower', 'Odd', 'Irrigator']}, 'Greenhouse_Irrigator_2': {'category': 'Irrigator', 'tags': ['SectorA', 'Lower', 'Even', 'Irrigator']}, 'ZoneB_Irrigator_Upper_Left': {'category': 'Irrigator', 'tags': ['SectorB', 'Upper', 'Odd', 'Irrigator']}, 'ZoneB_Irrigator_Upper_Right': {'category': 'Irrigator', 'tags': ['SectorB', 'Upper', 'Even', 'Irrigator']}}",," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""all(#SectorB #Odd #Irrigator).switch_off()""}"
398,8,1,13,상단부에 있는 짝수 태그가 붙은 창문이 열려 있으면 커튼을 닫아 줘.,"If the even-tagged windows at the top are open, close the curtains.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Upper #Even #Window).windowControl_window == \""open\"") {\n(#Curtain).curtain_close()\n}""}","{'GreenhouseA_Window_Top_2': {'category': 'Window', 'tags': ['GreenhouseA', 'Upper', 'Even', 'Window']}, 'GreenhouseA_Window_Top_4': {'category': 'Window', 'tags': ['GreenhouseA', 'Upper', 'Even', 'Window']}, 'ZoneB_Window_Upper_Left': {'category': 'Window', 'tags': ['ZoneB', 'Upper', 'Even', 'Left', 'Window']}, 'ZoneB_Window_Upper_Right': {'category': 'Window', 'tags': ['ZoneB', 'Upper', 'Odd', 'Right', 'Window']}, 'Sector1_Curtain_Left': {'category': 'Curtain', 'tags': ['Sector1', 'Curtain', 'Left']}, 'Sector1_Curtain_Right': {'category': 'Curtain', 'tags': ['Sector1', 'Curtain', 'Right']}, 'ZoneC_Curtain_Main': {'category': 'Curtain', 'tags': ['ZoneC', 'Curtain']}, 'GreenhouseA_Curtain_Back': {'category': 'Curtain', 'tags': ['GreenhouseA', 'Curtain', 'Back']}}",,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Top #Even #Window).windowControl_window == 'open') {(#Curtain).curtain_close()}""}"
399,8,1,13,"상단부에 있는 조명이 모두 꺼져 있으면, 홀수 태그가 붙은 모든 창문을 열어 줘.","If all the lights at the top are off, open all the windows tagged with odd numbers.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (all(#Upper #Light).switch_switch == \""off\"") {\nall(#Odd #Window).windowControl_open()\n}""}","{'SectorA_Light_Upper_Left': {'category': 'Light', 'tags': ['SectorA', 'Upper', 'Left', 'Light']}, 'SectorB_Light_Upper_Right': {'category': 'Light', 'tags': ['SectorB', 'Upper', 'Right', 'Light']}, 'SectorC_Light_Upper_Center': {'category': 'Light', 'tags': ['SectorC', 'Upper', 'Center', 'Light']}, 'SectorA_Light_Upper': {'category': 'Light', 'tags': ['SectorA', 'Upper', 'Light']}, 'SectorA_Window_Odd_Left': {'category': 'Window', 'tags': ['SectorA', 'Odd', 'Left', 'Window']}, 'SectorB_Window_Odd_Right': {'category': 'Window', 'tags': ['SectorB', 'Odd', 'Right', 'Window']}, 'SectorC_Window_Odd_Center': {'category': 'Window', 'tags': ['SectorC', 'Odd', 'Center', 'Window']}, 'SectorA_Window_Odd': {'category': 'Window', 'tags': ['SectorA', 'Odd', 'Window']}}",," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if ((#Top #Light).switch_switch == 'off') { all(#Odd #Window).windowControl_open() }""}"
400,8,1,13,짝수 태그가 붙은 스피커 중 하나라도 켜져 있으면 섹터 비에 있는 조명을 모두 꺼 줘.,"If any of the even-tagged speakers are on, turn off all lights in the sector B.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (any(#Even #Speaker).switch_switch == \""on\"") {\nall(#SectorB #Light).switch_off()\n}""}","{'SectorA_Speaker_Odd_Left': {'category': 'Speaker', 'tags': ['SectorA', 'Odd', 'Left', 'Speaker']}, 'SectorB_Speaker_Odd_Right': {'category': 'Speaker', 'tags': ['SectorB', 'Odd', 'Right', 'Speaker']}, 'SectorC_Speaker_Even_Left': {'category': 'Speaker', 'tags': ['SectorC', 'Even', 'Left', 'Speaker']}, 'SectorB_Speaker_Even_Right': {'category': 'Speaker', 'tags': ['SectorB', 'Even', 'Right', 'Speaker']}, 'SectorB_Light_Left': {'category': 'Light', 'tags': ['SectorB', 'Left', 'Light']}, 'SectorB_Light_Right': {'category': 'Light', 'tags': ['SectorB', 'Right', 'Light']}, 'SectorB_Light_Center': {'category': 'Light', 'tags': ['SectorB', 'Center', 'Light']}}",,"{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (any(#Even #Speaker).switch_switch == 'on') {all(#SectorB #Light).switch_off()}""}"
401,8,1,13,벽에 있는 홀수 태그가 붙은 모든 블라인드가 열려 있으면 조명을 꺼 줘.,"If all odd-tagged blinds on the wall are open, turn off the lights.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (all(#Wall #Odd #Blind).blind_blind == \""open\"") {\n(#Light).switch_off()\n}""}","{'SectorA_Fan_Odd_Left': {'category': 'Fan', 'tags': ['SectorA', 'Odd', 'Left', 'Fan']}, 'SectorA_Fan_Even_Right': {'category': 'Fan', 'tags': ['SectorA', 'Even', 'Right', 'Fan']}, 'SectorB_Window_Odd_Left': {'category': 'Window', 'tags': ['SectorB', 'Odd', 'Left', 'Window']}, 'SectorB_Window_Even_Right': {'category': 'Window', 'tags': ['SectorB', 'Even', 'Right', 'Window']}, 'SectorC_Curtain_Left': {'category': 'Curtain', 'tags': ['SectorC', 'Left', 'Curtain']}, 'SectorC_Curtain_Right': {'category': 'Curtain', 'tags': ['SectorC', 'Right', 'Curtain']}, 'Group1_HumiditySensor_Left': {'category': 'HumiditySensor', 'tags': ['Group1', 'Left', 'HumiditySensor']}, 'Group2_HumiditySensor_Right': {'category': 'HumiditySensor', 'tags': ['Group2', 'Right', 'HumiditySensor']}, 'SectorA_Light_Upper': {'category': 'Light', 'tags': ['SectorA', 'Upper', 'Light']}, 'SectorB_Light_Lower': {'category': 'Light', 'tags': ['SectorB', 'Lower', 'Light']}, 'Room1_Blind_Wall_Odd': {'category': 'Blind', 'tags': ['Room1', 'Wall', 'Odd', 'Blind']}, 'Room1_Blind_Wall_Even': {'category': 'Blind', 'tags': ['Room1', 'Wall', 'Even', 'Blind']}, 'SectorA_Blind_Left_Odd': {'category': 'Blind', 'tags': ['SectorA', 'Left', 'Odd', 'Blind']}, 'SectorA_Blind_Right_Even': {'category': 'Blind', 'tags': ['SectorA', 'Right', 'Even', 'Blind']}, 'SectorB_Blind_Wall_Even': {'category': 'Blind', 'tags': ['SectorB', 'Wall', 'Even', 'Blind']}, 'SectorC_Blind_Wall_Odd': {'category': 'Blind', 'tags': ['SectorC', 'Wall', 'Odd', 'Blind']}, 'SectorC_Blind_Center_Odd': {'category': 'Blind', 'tags': ['SectorC', 'Center', 'Odd', 'Blind']}, 'SectorB_Blind_Center_Even': {'category': 'Blind', 'tags': ['SectorB', 'Center', 'Even', 'Blind']}, 'SectorA_Speaker_Even_Left': {'category': 'Speaker', 'tags': ['SectorA', 'Even', 'Left', 'Speaker']}, 'SectorB_Speaker_Odd_Right': {'category': 'Speaker', 'tags': ['SectorB', 'Odd', 'Right', 'Speaker']}}",," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (all(#Odd #Blind).blind_blind == 'open') { (#Light).switch_off() }""}"
402,8,1,13,상단부에 있거나 섹터 에이에 있는 조명 중 하나가 켜져 있으면 선풍기를 모두 켜 줘.,"If any of the lights at the top or in sector A are on, turn on all the fans.","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((any(#Upper #Light).switch_switch == \""on\"") or (any(#SectorA #Light).switch_switch == \""on\"")) {\nall(#Fan).switch_on()\n}""}","{'SectorA_Light_Upper_Left': {'category': 'Light', 'tags': ['SectorA', 'Upper', 'Left', 'Light']}, 'SectorA_Light_Upper_Right': {'category': 'Light', 'tags': ['SectorA', 'Upper', 'Right', 'Light']}, 'SectorA_Light_Lower_Center': {'category': 'Light', 'tags': ['SectorA', 'Lower', 'Center', 'Light']}, 'SectorB_Light_Upper_Left': {'category': 'Light', 'tags': ['SectorB', 'Upper', 'Left', 'Light']}, 'SectorB_Light_Upper_Right': {'category': 'Light', 'tags': ['SectorB', 'Upper', 'Right', 'Light']}, 'SectorB_Light_Lower_Center': {'category': 'Light', 'tags': ['SectorB', 'Lower', 'Center', 'Light']}, 'SectorA_Fan_Upper_Left': {'category': 'Fan', 'tags': ['SectorA', 'Upper', 'Left', 'Fan']}, 'SectorA_Fan_Upper_Right': {'category': 'Fan', 'tags': ['SectorA', 'Upper', 'Right', 'Fan']}, 'SectorA_Fan_Lower_Center': {'category': 'Fan', 'tags': ['SectorA', 'Lower', 'Center', 'Fan']}, 'SectorB_Fan_Upper_Left': {'category': 'Fan', 'tags': ['SectorB', 'Upper', 'Left', 'Fan']}, 'SectorB_Fan_Upper_Right': {'category': 'Fan', 'tags': ['SectorB', 'Upper', 'Right', 'Fan']}, 'SectorB_Fan_Lower_Center': {'category': 'Fan', 'tags': ['SectorB', 'Lower', 'Center', 'Fan']}, 'SectorA_Light_Lower_Left': {'category': 'Light', 'tags': ['SectorA', 'Lower', 'Left', 'Light']}, 'SectorB_Light_Lower_Right': {'category': 'Light', 'tags': ['SectorB', 'Lower', 'Right', 'Light']}, 'SectorA_Fan_Lower_Right': {'category': 'Fan', 'tags': ['SectorA', 'Lower', 'Right', 'Fan']}, 'SectorB_Fan_Lower_Left': {'category': 'Fan', 'tags': ['SectorB', 'Lower', 'Left', 'Fan']}}",," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""if (any(#Top #SectorA #Light).switch_switch == 'on') {all(#Fan).switch_on()}""}"
403,6,1,14,매일 자정 선풍기가 꺼져 있으면 선풍기를 꺼 줘. 또한 그 때마다 선풍기를 꺼 줘,"Every night at midnight, turn off the fan if it is off. Also, turn off the fan again at that time","{""name"": ""Scenario1"", ""cron"": ""0 0 * * *"", ""period"": 0, ""code"": ""if ((#Fan).switch_switch == \""off\"") {\n(#Fan).switch_off()\n(#Fan).switch_off()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": ""0 0 * * *"",""period"": 0,""code"": ""(#Fan).switch_off()""}"
404,4,1,14,주말에는 관개 장치가 꺼지면 관개 장치를 꺼 줘.,"On weekends, turn off the irrigation when it turns off.","{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,0"", ""period"": 0, ""code"": ""wait until((#Irrigator).switch_switch == \""off\"")\n(#Irrigator).switch_off()""}",,," 
{""name"": ""Scenario1"",""cron"": ""0 0 * * 0,6"",""period"": 0,""code"": ""if ((#Irrigator).switch_switch == 'off') { (#Irrigator).switch_off() }""}"
405,7,1,14,실시간으로 확인하여 블라인드가 닫힌 상태에서 또 닫히면 전등을 켜 줘,"Check in real-time, and turn on the light if the blinds are closed again while already closed.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""wasClosed := false\nif (wasClosed == true) {\nif ((wasClosed == false) and ((#Blind).blind_blind == \""closed\"")) {\n(#Light).switch_on()\n}\n}\nwasClosed = ((#Blind).blind_blind == \""closed\"")""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": -1,""code"": ""prev_blind_state := (#Blind).blind_blind blind_state = (#Blind).blind_blind if ((prev_blind_state == 'closed') and (blind_state == 'closed')) { (#Light).switch_on() } prev_blind_state = blind_state""}"
408,6,1,14,1초마다 확인하여 온도가 30도 미만이면서 25도 이상일 때마다 에어컨을 켜 줘.,Check every second to turn on the air conditioner whenever the temperature is below 30 degrees but above 25 degrees.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""temp = (#TemperatureSensor).temperatureMeasurement_temperature\nif ((temp < 30.0) and (temp >= 25.0)) {\n(#AirConditioner).switch_on()\n}""}",,," 
{""name"": ""Scenario1"",""cron"": """",""period"": 1000,""code"": ""if (((#TemperatureSensor).temperatureMeasurement_temperature < 30) and ((#TemperatureSensor).temperatureMeasurement_temperature >= 25)) { (#AirConditioner).switch_on() }""}"
