index,category_analysis,command,GT,generated_code
332,4,문이 닫혀 있는데 5초가 지나도 창문이 열려 있지 않으면 블라인드를 열어 줘.,"{""name"": ""Scenario9"", ""cron"": """", ""period"": -1, ""code"": ""if ((#DoorLock).doorControl_door == \""closed\"") {\n  (#Clock).clock_delay(5000)\n  if ((#Window).windowControl_window != \""open\"") {\n      (#Blind).blind_open()\n  }\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = -1\nif ((#Door).doorControl_door == "", ""period"": -1, ""code"": ""if ((#Door).doorControl_door == \""closed\"" and (#Window).windowControl_window != \""open\"") {\n(#Clock).clock_delay(5000)\nif ((#Door).doorControl_door == \""closed\"" and (#Window).windowControl_window != \""open\"") {\n(#Blind).switch_on()\n}\n}""}"
333,4,"커튼이 열린 상태라면 2초 뒤 조명을 50으로 낮추고, 다시 4초 기다려서 꺼 줘.","{""name"": ""Scenario10"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Curtain).curtain_curtain == \""open\"") {\n  (#Clock).clock_delay(2000)\n  (#Light).switchLevel_setLevel(50, 0)\n  (#Clock).clock_delay(4000)\n  (#Light).switch_off()\n}""}","{""name"": ""CurtainLightControl"", ""cron"": ""\nperiod = -1\nif ((#Curtain).windowShade_windowShade == "", ""period"": -1, ""code"": ""if ((#Curtain).windowShade_windowShade == \""open\"") {\n(#Clock).clock_delay(2000)\n(#Light).switch_setLevel(50)\n(#Clock).clock_delay(4000)\n(#Light).switch_off()\n}""}"
334,6,5초마다 토양 습도를 측정해서 30% 이하이면 급수기를 켜 줘. 만약 그 때 온도가 35도 이상이면 급수기를 끄고 반복도 종료해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""soil = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\ntemp = (#TemperatureSensor).temperatureMeasurement_temperature\nif (soil <= 30.0) {\n  (#Irrigator).switch_on()\n  if (temp >= 35.0) {\n      (#Irrigator).switch_off()\n      break\n  }\n}""}","{""name"": ""SoilMoistureMonitoring"", ""cron"": ""\nperiod = 5000\nmoisture_below_threshold := false\n\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 30.0) {\n  moisture_below_threshold = true\n  (#Irrigator).switch_on()\n} else {\n  moisture_below_threshold = false\n}\n\nif (moisture_below_threshold == true) {\n  if ((#TemperatureSensor).temperatureMeasurement_temperature > 35.0) {\n    (#Irrigator).switch_off()\n    break\n  }\n}"", ""period"": -1, ""code"": ""moisture_below_threshold := false\n\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 30.0) {\nmoisture_below_threshold = true\n(#Irrigator).switch_on()\n} else {\nmoisture_below_threshold = false\n}\n\nif (moisture_below_threshold == true) {\nif ((#TemperatureSensor).temperatureMeasurement_temperature > 35.0) {\n(#Irrigator).switch_off()\nbreak\n}\n}""}"
335,6,3초 간격으로 조명을 10번 깜빡여 줘. 깜빡일 때마다 확인해서 비 감지 센서가 비를 감지하는 순간 반복을 중단해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""count := 0\n\nif (count >= 10) {\n  break\n}\n(#Light).switch_toggle()\nrain = (#WeatherProvider).weatherProvider_weather\nif (rain == \""rain\"") {\n  break\n}\ncount = count + 1""}","{""name"": ""BlinkLight"", ""cron"": ""\nperiod = 3000\nblink_count := 0\n\nif ((#RainSensor).rainMeasurement_rain == false) {\n  if (blink_count < 10) {\n    (#Light).switch_toggle()\n    blink_count = blink_count + 1\n  } else {\n    break\n  }\n} else {\n  break\n}"", ""period"": -1, ""code"": ""blink_count := 0\n\nif ((#RainSensor).rainMeasurement_rain == false) {\nif (blink_count < 10) {\n(#Light).switch_toggle()\nblink_count = blink_count + 1\n} else {\nbreak\n}\n} else {\nbreak\n}""}"
336,6,1초마다 선풍기의 전원을 켜고 끄는 토글 동작을 반복해 줘. 매번 동작 직전에 습도를 확인해서 80% 이상이면 반복을 즉시 중단해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""humidity = (#AirQualityDetector).relativeHumidityMeasurement_humidity\nif (humidity >= 80.0) {\n  break\n}\n(#Fan).switch_toggle()""}","{""name"": ""FanToggleScenario"", ""cron"": ""\nperiod = 1000\nhumidity := (#HumiditySensor).humidityMeasurement_humidity\nif (humidity > 80.0) {\n  break\n} else {\n  (#Fan).switch_toggle()\n}"", ""period"": -1, ""code"": ""humidity := (#HumiditySensor).humidityMeasurement_humidity\nif (humidity > 80.0) {\nbreak\n} else {\n(#Fan).switch_toggle()\n}""}"
337,6,5초마다 블라인드를 10퍼센트씩 닫아줘. 더 이상 못 내릴 때까지.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""current_level = (#Blind).blindLevel_blindLevel\nif (current_level <= 10) {\n  (#Blind).blindLevel_setBlindLevel(0)\n  break\n}\nnext_level = current_level - 10\n(#Blind).blindLevel_setBlindLevel(next_level)""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 5000\nlower_limit := false\n\nif (lower_limit == false) {\n  (#Blind).blind_setLevel((#Blind).blindLevel - 10)\n  if ((#Blind).blindLevel <= 0) {\n    lower_limit = true\n  }\n}"", ""period"": -1, ""code"": ""lower_limit := false\n\nif (lower_limit == false) {\n(#Blind).blind_setLevel((#Blind).blindLevel - 10)\nif ((#Blind).blindLevel <= 0) {\nlower_limit = true\n}\n}""}"
338,6,"10초마다 관개기를 켰다가 5초 뒤에 꺼 줘. 관개기를 끌 때, 켤 때 모두 확인해서 일조량이 500룩스 이상이면 관개기를 끄고 반복을 종료해 줘.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 10000, ""code"": ""lux = (#LightSensor).lightLevel_light\nif (lux >= 500.0) {\n  (#Irrigator).switch_off()\n  break\n}\n(#Irrigator).switch_on()\n(#Clock).clock_delay(5000)\nlux = (#LightSensor).lightLevel_light\nif (lux >= 500.0) {\n  (#Irrigator).switch_off()\n  break\n}\n(#Irrigator).switch_off()""}","{""name"": ""IrrigatorControl"", ""cron"": ""\nperiod = 10000\nirrigatorOn := false\nif (irrigatorOn == false) {\n  (#Irrigator).switch_on()\n  irrigatorOn = true\n  (#Clock).clock_delay(5000)\n  if ((#LightSensor).illuminanceMeasurement_illuminance > 500) {\n    (#Irrigator).switch_off()\n    break\n  }\n  (#Irrigator).switch_off()\n  irrigatorOn = false\n}"", ""period"": -1, ""code"": ""irrigatorOn := false\nif (irrigatorOn == false) {\n(#Irrigator).switch_on()\nirrigatorOn = true\n(#Clock).clock_delay(5000)\nif ((#LightSensor).illuminanceMeasurement_illuminance > 500) {\n(#Irrigator).switch_off()\nbreak\n}\n(#Irrigator).switch_off()\nirrigatorOn = false\n}""}"
339,6,2초마다 거실 조명을 켰다 껐다 반복해 줘. 조명을 끌 때마다 확인해서 창문이 열려 있는 게 감지되면 반복을 즉시 중단해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""(#Light).switch_toggle()\nlight_state = (#Light).switch_switch\nif (light_state == \""off\"") {\n  window_state = (#Window).windowControl_window\n  if (window_state == \""open\"") {\n      break\n  }\n}""}","{""name"": ""LivingRoomLightControl"", ""cron"": ""\nperiod = 2000\nwindowOpen := false\n\nif ((#Window).contactSensor_contact == "", ""period"": -1, ""code"": ""windowOpen := false\n\nif ((#Window).contactSensor_contact == \""open\"") {\nwindowOpen = true\n}\n\nif (windowOpen == false) {\n(#Light).switch_toggle()\n} else {\nbreak\n}""}"
340,6,3초마다 텔레비전의 볼륨을 1씩 증가시켜서 5단계가 되면 초기값으로 되돌리는 동작을 반복해 줘. 초기값으로 되돌릴 때 확인해서 움직임이 감지되면 반복을 중단해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""volume := 0\n\nif (volume >= 5) {\n  motion = (#MotionSensor).motionSensor_motion\n  if (motion == \""active\"") {\n      break\n  }\n  volume = 0\n} else {\n  volume = volume + 1\n}\n(#Television).audioVolume_setVolume(volume)""}","{""name"": ""TelevisionVolumeControl"", ""cron"": ""\nperiod = 3000\ninitialVolume := (#Television).volumeLevel\ncurrentVolume := initialVolume\nmotionDetected := false\n\nif (currentVolume < 5) {\n  currentVolume = currentVolume + 1\n  (#Television).setVolume(currentVolume)\n} else {\n  if ((#MotionSensor).motionSensor_motion == true) {\n    motionDetected = true\n  }\n  currentVolume = initialVolume\n  (#Television).setVolume(currentVolume)\n}\n\nif (motionDetected == true) {\n  break\n}"", ""period"": -1, ""code"": ""initialVolume := (#Television).volumeLevel\ncurrentVolume := initialVolume\nmotionDetected := false\n\nif (currentVolume < 5) {\ncurrentVolume = currentVolume + 1\n(#Television).setVolume(currentVolume)\n} else {\nif ((#MotionSensor).motionSensor_motion == true) {\nmotionDetected = true\n}\ncurrentVolume = initialVolume\n(#Television).setVolume(currentVolume)\n}\n\nif (motionDetected == true) {\nbreak\n}""}"
341,6,10초마다 블라인드를 완전히 닫아 줘. 그 때마다 확인해서 TV가 켜져 있으면 즉시 반복을 종료해.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 10000, ""code"": ""(#Blind).blind_close()\ntv = (#Television).switch_switch\nif (tv == \""on\"") {\n  break\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 10000\nif ((#Television).switch_switch == "", ""period"": -1, ""code"": ""if ((#Television).switch_switch == \""on\"") {\nbreak\n} else {\n(#Blind).switch_off()\n}""}"
342,6,"2초마다 알람의 사이렌을 1초간 울렸다 꺼지게 하고, 알람의 사이렌을 울릴 때마다 창문이 닫혀 있는지 확인해서 닫혀 있으면 반복을 중단해 줘.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""(#Alarm).alarm_siren()\nstate = (#Window).windowControl_window\n(#Clock).clock_delay(1000)\n(#Alarm).alarm_off()\nif (state == \""closed\"") {\n  break\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 2000\nif ((#Window).windowControl_window == "", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""closed\"") {\nbreak\n} else {\n(#Alarm).alarm_siren()\n(#Clock).clock_delay(1000)\n(#Alarm).alarm_sirenOff()\n}""}"
343,6,5초마다 실내 공기청정기를 ‘자동’ 모드로 전환해 줘. 그 때마다 확인해서 창문이 열려 있으면 모든 반복을 종료해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""(#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(\""auto\"")\nstate = (#Window).windowControl_window\nif (state == \""open\"") {\n  break\n}""}","{""name"": ""AirPurifierControl"", ""cron"": ""\nperiod = 5000\nif (any(#Window).windowControl_window == "", ""period"": -1, ""code"": ""if (any(#Window).windowControl_window == \""open\"") {\nbreak\n} else {\n(#AirPurifier).airConditionerMode_setAirConditionerMode('auto')\n}""}"
344,7,실시간으로 확인해서 토양 습도가 25% 이하로 떨어질 때마다 급수기를 켜고 '급수 시작'이라고 스피커로 출력해줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""triggered := false\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0) {\n  if (triggered == false) {\n    (#Irrigator).switch_on()\n    (#Speaker).mediaPlayback_speak(\""Start watering\"")\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}","{""name"": ""SoilHumidityMonitoring"", ""cron"": ""\nperiod = 10000\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 25.0) {\n  (#Irrigator).switch_on()\n  (#Speaker).mediaPlayback_speak("", ""period"": -1, ""code"": ""if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 25.0) {\n(#Irrigator).switch_on()\n(#Speaker).mediaPlayback_speak(\""Start watering\"")\n}""}"
345,7,1초마다 상태를 확인해서 온도가 35도를 초과할 때마다 환풍기를 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""triggered := false\nif ((#TemperatureSensor).temperatureMeasurement_temperature > 35.0) {\n  if (triggered == false) {\n    (#Fan).switch_on()\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}","{""name"": ""TemperatureMonitor"", ""cron"": ""\nperiod = 1000\nif ((#TemperatureSensor).temperatureMeasurement_temperature > 35.0) {\n  (#Fan).switch_on()\n}"", ""period"": -1, ""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature > 35.0) {\n(#Fan).switch_on()\n}""}"
348,7,현재 날씨에서 비가 감지될 때마다 관개 장치를 꺼 주고 '비가 감지되었습니다'라고 스피커로 출력해줘. 감지는 1분에 한번씩만 하자.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 60000, ""code"": ""triggered := false\nif ((#WeatherProvider).weatherProvider_weather == \""rain\"") {\n  if (triggered == false) {\n    (#Irrigator).switch_off()\n    (#Speaker).mediaPlayback_speak(\""Rain detected\"")\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}","{""name"": ""RainDetectionScenario"", ""cron"": ""\nperiod = 60000\nif ((#WeatherProvider).weatherCondition == "", ""period"": -1, ""code"": ""if ((#WeatherProvider).weatherCondition == \""rain\"") {\n(#Irrigator).switch_off()\n(#Speaker).mediaPlayback_speak(\""Rain detected\"")\n}""}"
351,7,2초마다 상태를 확인해서 TV가 켜질 때마다 스피커도 켜 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""triggered := false\nif ((#Television).switch_switch == \""on\"") {\n  if (triggered == false) {\n    (#Speaker).switch_on()\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}","{""name"": ""TV_Speaker_Control"", ""cron"": ""\nperiod = 2000\nif ((#Television).switch_switch == "", ""period"": -1, ""code"": ""if ((#Television).switch_switch == \""on\"") {\n(#Speaker).switch_on()\n}""}"
354,7,토양 습도가 25% 이하가 되면 급수기를 켜고 이후 3초마다 상태를 확인해서 습도가 30% 이상이 될 때까지 급수기를 껐다 켰다 반복해 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""active := False\nif (active == False) {\n  wait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0)\n  (#Irrigator).switch_on()\n  active = True\n}\nif (active == True) {\n  if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity >= 30.0) {\n      break\n  }\n  (#Irrigator).switch_toggle()\n}""}","{""name"": ""SoilHumidityControl"", ""cron"": ""\nperiod = 3000\nirrigatorOn := false\n\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 25.0) {\n  if (irrigatorOn == false) {\n    (#Irrigator).switch_on()\n    irrigatorOn = true\n  }\n} else if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity > 30.0) {\n  if (irrigatorOn == true) {\n    (#Irrigator).switch_off()\n    irrigatorOn = false\n  }\n}"", ""period"": -1, ""code"": ""irrigatorOn := false\n\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 25.0) {\nif (irrigatorOn == false) {\n(#Irrigator).switch_on()\nirrigatorOn = true\n}\n} else if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity > 30.0) {\nif (irrigatorOn == true) {\n(#Irrigator).switch_off()\nirrigatorOn = false\n}\n}""}"
357,7,"일조량이 200룩스 이하가 되면 4초마다 조명을 켜고, 2초 후에 꺼 주는 동작을 반복해 줘.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 4000, ""code"": ""active := False\nif (active == False) {\n  wait until((#LightSensor).lightLevel_light <= 200.0)\n  active = True\n}\nif (active == True) {\n  (#Light).switch_on()\n  (#Clock).clock_delay(2000)\n  (#Light).switch_off()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 4000\nlightOn := false\nif ((#LightSensor).illuminanceMeasurement_illuminance < 200) {\n  if (lightOn == false) {\n    (#Light).switch_on()\n    lightOn = true\n    (#Clock).clock_delay(2000)\n    (#Light).switch_off()\n    lightOn = false\n  }\n}"", ""period"": -1, ""code"": ""lightOn := false\nif ((#LightSensor).illuminanceMeasurement_illuminance < 200) {\nif (lightOn == false) {\n(#Light).switch_on()\nlightOn = true\n(#Clock).clock_delay(2000)\n(#Light).switch_off()\nlightOn = false\n}\n}""}"
359,7,"조명이 켜지면 블라인드를 닫고, 이후 2초마다 커튼을 열었다 닫았다 반복해 줘.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""active := False\nif (active == False) {\n  wait until((#Light).switch_switch == \""on\"")\n  (#Blind).blind_close()\n  active = True\n}\nif (active == True) {\n  (#Curtain).curtain_open()\n  (#Clock).clock_delay(1000)\n  (#Curtain).curtain_close()\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 100\ntriggered := false\nif ((#Light).switch_switch == "", ""period"": -1, ""code"": ""triggered := false\nif ((#Light).switch_switch == \""on\"") {\nif (triggered == false) {\n(#Blind).switch_off()\ntriggered = true\n}\n} else {\ntriggered = false\n}\n---\n(#Curtain).switch_on()\n(#Clock).clock_delay(1000)\n(#Curtain).switch_off()""}"
363,7,"현관 문이 닫히면 즉시 조명을 끄고, 이후 3초마다 경광등을 켜 줘.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""active := False\nif (active == False) {\n  wait until((#DoorLock).doorControl_door == \""closed\"")\n  (#Light).switch_off()\n  active = True\n}\nif (active == True) {\n  (#Siren).sirenMode_setSirenMode(\""strobe\"")\n}""}","{""name"": ""Scenario1"", ""cron"": ""\nperiod = 3000\nif ((#FrontDoor).doorControl_door == "", ""period"": -1, ""code"": ""if ((#FrontDoor).doorControl_door == \""open\"") {\nwait until ((#FrontDoor).doorControl_door == \""closed\"")\n}\n(#Light).switch_off()""}"
364,5,매일 오전 7시에 관개 장치가 꺼져 있고 창문이 닫혀 있으면 관개 장치를 켜고 창문을 열어 줘. 이후 관개 장치가 켜지면 블라인드를 닫아 줘.,"{""name:""Scenario1"", ""cron"":""0 7 * * *"", ""period"":-1, ""code"":""if ((#Irrigator).switch_switch == \""off\"" and (#Window).windowControl_window == \""closed\"") {\n  (#Irrigator).switch_on()\n  (#Window).windowControl_open()\n  wait until((#Irrigator).switch_switch == \""on\"")\n  (#Blind).blind_close()\n}""}","{""name"": ""MorningIrrigationAndWindowControl"", ""cron"": ""0 7 * * *"", ""period"": -1, ""code"": ""if (((#Irrigator).switch_switch == \""off\"") and (all(#Window).windowShade_windowShade == \""closed\"")) {\n(#Irrigator).switch_on()\nall(#Window).windowShade_open()\n}\n\n---\nwait until((#Irrigator).switch_switch == \""on\"")\nall(#Blind).windowShade_close()""}"
366,7,"실시간으로 확인하여 온도가 28도 이상이면 선풍기를 켜고, 습도가 80% 이상이면 제습기를 켜 줘.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""temperature = (#TemperatureSensor).temperatureMeasurement_temperature\nhumidity = (#HumiditySensor).relativeHumidityMeasurement_humidity\nif (temperature >= 28.0) {\n  (#Fan).switch_on()\n}\nif (humidity >= 80.0) {\n  (#Dehumidifier).switch_on()\n}""}","{""name"": ""TemperatureAndHumidityMonitoring"", ""cron"": ""\nperiod = 1000\nif ((#TemperatureSensor).temperatureMeasurement_temperature > 28.0) {\n  (#Fan).switch_on()\n}\nif ((#HumiditySensor).relativeHumidityMeasurement_humidity > 80.0) {\n  (#Dehumidifier).switch_on()\n}"", ""period"": -1, ""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature > 28.0) {\n(#Fan).switch_on()\n}\nif ((#HumiditySensor).relativeHumidityMeasurement_humidity > 80.0) {\n(#Dehumidifier).switch_on()\n}""}"
368,6,"주말에는 5초마다 펌프가 꺼져 있으면 켜고, 켜져 있으면 꺼 주고, 선풍기 속도를 10으로 설정해 줘.","{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,7"", ""period"": 5000, ""code"": ""weekday = (#Clock).clock_weekday\nif ((weekday != \""saturday\"") and (weekday != \""sunday\"")) {\n  break\n}\n(#Fan).fanControl_setFanSpeed(10)\n(#Pump).switch_toggle()""}","{""name"": ""WeekendPumpFanControl"", ""cron"": ""*/5 * * * 6,0"", ""period"": -1, ""code"": ""if ((#Pump).switch_switch == \""off\"") {\n(#Pump).switch_on()\n} else if ((#Pump).switch_switch == \""on\"") {\n(#Pump).switch_off()\n}\n(#Fan).fanSpeed_setSpeed(10)""}"
369,7,"실시간으로 확인하여 움직임이 감지될 때마다 조명을 켜고, 선풍기 속도를 10 높여 줘.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""motion = (#MotionSensor).motionSensor_motion\nif (motion == \""active\"") {\n  (#Light).switch_on()\n  current_speed = (#Fan).fanControl_fanSpeed\n  new_speed = current_speed + 10\n  (#Fan).fanControl_setFanSpeed(new_speed)\n}""}","{""name"": ""MotionDetectionScenario"", ""cron"": ""\nperiod = 100\nmotionDetected := false\n\nif ((#MotionSensor).motionSensor_motion == true) {\n  if (motionDetected == false) {\n    (#Light).switch_on()\n    currentSpeed = (#Fan).fanSpeed\n    newSpeed = currentSpeed + 10\n    (#Fan).fanSpeed_setSpeed(newSpeed)\n    motionDetected = true\n  }\n} else {\n  motionDetected = false\n}"", ""period"": -1, ""code"": ""motionDetected := false\n\nif ((#MotionSensor).motionSensor_motion == true) {\nif (motionDetected == false) {\n(#Light).switch_on()\ncurrentSpeed = (#Fan).fanSpeed\nnewSpeed = currentSpeed + 10\n(#Fan).fanSpeed_setSpeed(newSpeed)\nmotionDetected = true\n}\n} else {\nmotionDetected = false\n}""}"
370,5,"실시간으로 확인하여 창문이 열려 있으면 블라인드를 닫고, 창문이 닫혀 있으면 커튼을 열어 줘. 또한 실시간으로 확인하여 알람의 사이렌이 울리고 있지 않다면 즉시 알람의 사이렌을 울려 줘.","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""window_status = (#Window).windowControl_window\nif (window_status == \""open\"") {\n  (#Blind).blind_close()\n} else if (window_status == \""closed\"") {\n  (#Curtain).curtain_open()\n}\nalarm_status = (#Alarm).alarm_alarm\nif ((alarm_status != \""siren\"") and (alarm_status != \""both\"")) {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""WindowAndBlindsControl"", ""cron"": ""\nperiod = 100\nif ((#Window).windowControl_window == "", ""period"": -1, ""code"": ""if ((#Window).windowControl_window == \""open\"") {\n(#Blind).switch_close()\n} else if ((#Window).windowControl_window == \""closed\"") {\n(#Curtain).switch_open()\n}\n\n---\nif ((#Alarm).alarm_siren == false) {\n(#Alarm).alarm_siren()\n}""}"
371,5,"매주 금요일 오후 6시에 조명이 켜져 있으면 밝기를 30으로 낮추고, TV가 꺼져 있으면 TV를 켜 줘. 선풍기가 꺼져 있으면 선풍기도 켜 줘.","{""name"": ""Scenario1"", ""cron"": ""0 18 * * 5"", ""period"": 0, ""code"": ""if ((#Light).switch_switch == \""on\"") {\n  (#Light).switchLevel_setLevel(30, 0)\n}\nif ((#Television).switch_switch == \""off\"") {\n  (#Television).switch_on()\n}\nif ((#Fan).switch_switch == \""off\"") {\n  (#Fan).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": ""0 18 * * 5"", ""period"": -1, ""code"": ""if ((#Light).switch_switch == \""on\"") {\n(#Light).switch_setLevel(30)\n}\nif ((#Television).switch_switch == \""off\"") {\n(#Television).switch_on()\n}\nif ((#Fan).switch_switch == \""off\"") {\n(#Fan).switch_on()\n}""}"
373,6,매일 아침 8시에 스피커가 꺼져 있으면 스피커를 켜고 ‘오늘 날씨입니다’라고 말해 줘. 이후 조명이 꺼져 있으면 켜고 블라인드를 열어 줘.,"{""name"": ""Scenario1"", ""cron"": ""0 8 * * *"", ""period"": 0, ""code"": ""if ((#Speaker).switch_switch == \""off\"") {\n  (#Speaker).switch_on()\n  (#Speaker).mediaPlayback_speak(\""This is the weather today\"")\n  if ((#Light).switch_switch == \""off\"") {\n    (#Light).switch_on()\n    (#Blind).blind_open()\n  }\n}""}","{""name"": ""MorningRoutine"", ""cron"": ""0 8 * * *"", ""period"": -1, ""code"": ""if ((#Speaker).switch_switch == \""off\"") {\n(#Speaker).switch_on()\n(#Speaker).mediaPlayback_speak(\""This is the weather today\"")\n}\nif ((#Light).switch_switch == \""off\"") {\n(#Light).switch_on()\n}\n(#Blind).switch_on()""}"
374,7,1초마다 확인하여 관개 장치가 꺼졌다 켜진 횟수가 4번을 초과하고 펌프가 2번 이상 작동했으면 블라인드를 닫고 커튼을 내려 줘.,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""prev_irrigator_state := (#Irrigator).switch_switch\nirrigator_off_to_on_count := 0\nprev_pump_state := (#Pump).switch_switch\npump_on_count := 0\nirrigator_state = (#Irrigator).switch_switch\npump_state = (#Pump).switch_switch\nif ((prev_irrigator_state == \""off\"") and (irrigator_state == \""on\"")) {\n  irrigator_off_to_on_count = irrigator_off_to_on_count + 1\n}\nprev_irrigator_state = irrigator_state\nif ((pump_state == \""on\"") and (prev_pump_state != \""on\"")) {\n  pump_on_count = pump_on_count + 1\n}\nprev_pump_state = pump_state\nif ((irrigator_off_to_on_count > 4) and (pump_on_count >= 2)) {\n  (#Blind).blind_close()\n  (#Curtain).curtain_close()\n  break\n}""}","{""name"": ""IrrigationAndPumpCheck"", ""cron"": ""\nperiod = 1000\nirrigationToggleCount := 0\npumpRunCount := 0\n\nif ((#Irrigator).switch_switch == "", ""period"": -1, ""code"": ""irrigationToggleCount := 0\npumpRunCount := 0\n\nif ((#Irrigator).switch_switch == \""on\"") {\nirrigationToggleCount = irrigationToggleCount + 1\n} else if ((#Irrigator).switch_switch == \""off\"") {\nirrigationToggleCount = irrigationToggleCount + 1\n}\n\nif ((#Pump).switch_switch == \""on\"") {\npumpRunCount = pumpRunCount + 1\n}\n\nif ((irrigationToggleCount > 4) and (pumpRunCount > 2)) {\n(#Blind).switch_off()\n(#Curtain).switch_off()\nbreak\n}""}"
376,7,"2초마다 체크해서 매일 오전 6시부터 9시 사이에 조명이 켜져 있는 누적 시간이 10분 이상이고, 관개 장치가 세 번 이상 꺼졌다 켜졌으면 스피커로 '관수 완료되었습니다'라고 말해 줘.","{""name"": ""Scenario1"", ""cron"": ""0 6 * * *"", ""period"": 2000, ""code"": ""light_on_duration := 0\nirrigator_toggle_count := 0\nprev_irrigator := \""\""\n\nif ((#Clock).clock_hour < 9) {\n  if ((#Light).switch_switch == \""on\"") {\n    light_on_duration = light_on_duration + 2000\n  }\n\n  current_irrigator = (#Irrigator).switch_switch\n  if ((prev_irrigator == \""on\"") and (current_irrigator == \""off\"")) {\n    irrigator_toggle_count = irrigator_toggle_count + 1\n  }\n  prev_irrigator = current_irrigator\n\n  if ((light_on_duration >= 600000) and (irrigator_toggle_count >= 3)) {\n    (#Speaker).mediaPlayback_speak(\""Watering complete\"")\n    break\n  }\n} else {\n  break\n}""}","{""name"": ""Scenario1"", ""cron"": ""0 6 * * *"", ""period"": -1, ""code"": ""lightOnDuration := 0\nirrigatorToggleCount := 0\nhasAnnounced := false\n\nif ((#Light).switch_switch == \""on\"") {\nlightOnDuration = lightOnDuration + 2\n}\n\nif ((#Irrigator).switch_switch == \""off\"") {\nwait until ((#Irrigator).switch_switch == \""on\"")\nirrigatorToggleCount = irrigatorToggleCount + 1\n}\n\nif ((lightOnDuration >= 600) and (irrigatorToggleCount >= 3) and (hasAnnounced == false)) {\n(#Speaker).mediaPlayback_speak(\""Watering complete\"")\nhasAnnounced = true\n}\n\nif ((#Clock).clock_delay(10800000)) { // 3 hours in milliseconds\nlightOnDuration = 0\nirrigatorToggleCount = 0\nhasAnnounced = false\n}""}"
