index,category_analysis,selected,test_no,command,command_english,connected_dievces,options,joi_gt,joi_pred_llama4:scout.dense,script_similarity_llama4:scout.dense,cloud_similarity_llama4:scout.dense,response_time_llama4:scout_dence [ms],joi_pred_english_Qwen2.5-Coder:7B,cloud_similarity_english_Qwen2.5-Coder:7B,script_similarity_english_Qwen2.5-Coder:7B,response_time_english_Qwen2.5-Coder:7B,joi_pred_Qwen2.5-Coder:7B,cloud_similarity_Qwen2.5-Coder:7B,script_similarity_Qwen2.5-Coder:7B,response_time_Qwen2.5-Coder:7B,joi_pred_english_gpt-4.1-mini,cloud_similarity_english_gpt-4.1-mini,script_similarity_english_gpt-4.1-mini,response_time_english_gpt-4.1-mini,joi_pred_gpt-4.1-mini,cloud_similarity_gpt-4.1-mini,script_similarity_gpt-4.1-mini,response_time_gpt-4.1-mini
365,7,0,9,"실시간으로 확인하여 5초마다 토양 습도 센서의 값이 20 퍼센트 이하이면 관개 장치를 켜고, 60 퍼센트 이상이면 관개 장치를 꺼 줘.","Check in real time and turn on the irrigation every 5 seconds if the soil moisture sensor reads 20 percent or less, and turn off the irrigation if it reads 60 percent or more.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""soil_humidity = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\nif (soil_humidity <= 20.0) {\n  (#Irrigator).switch_on()\n} else if (soil_humidity >= 60.0) {\n  (#Irrigator).switch_off()\n}""}","{""cron"": ""0 22 * * 5-6"", ""period"": ""180000"", ""code"": ""if ((#Blind).blindControl_status ==""}",0.447,,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
366,7,1,9,"실시간으로 확인하여 온도가 28도 이상이면 선풍기를 켜고, 습도가 80% 이상이면 제습기를 켜 줘.","Check in real time, turn on the fan if the temperature is above 28 degrees; and turn on the dehumidifier if the humidity is above 80%.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""temperature = (#TemperatureSensor).temperatureMeasurement_temperature\nhumidity = (#HumiditySensor).relativeHumidityMeasurement_humidity\nif (temperature >= 28.0) {\n  (#Fan).switch_on()\n}\nif (humidity >= 80.0) {\n  (#Dehumidifier).switch_on()\n}""}","{""cron"": ""0 22 * * 5-6"", ""period"": ""3000"", ""code"": ""(#Dehumidifier).dehumidifierControl_onDehumidifier()""}",0.422,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': 10000, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature > 28.0) {\n  (#Fan).fanControl_setFanSpeed(100)\n}'}, {'name': 'Scenario2', 'cron': '', 'period': 10000, 'code': ""if ((#HumiditySensor).relativeHumidityMeasurement_humidity > 80.0) {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode('high')\n}""}]",0.0,0.0,6.728,"[{'name': 'Scenario1', 'cron': '', 'period': 10000, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature > 28.0) {\n  (#Fan).fanControl_setFanSpeed(100)\n}'}, {'name': 'Scenario2', 'cron': '', 'period': 10000, 'code': ""if ((#HumiditySensor).relativeHumidityMeasurement_humidity > 80.0) {\n  (#Dehumidifier).dehumidifierMode_setDehumidifierMode('dehumidifying')\n}""}]",0.0,0.0,8.002,"[{'name': 'TemperatureFanDehumidifierControl', 'cron': '', 'period': 1000, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature > 28.0) {\n  all(#Fan).switch_on()\n} else {\n  all(#Fan).switch_off()\n}\nif ((#HumiditySensor).relativeHumidityMeasurement_humidity > 80.0) {\n  all(#Dehumidifier).switch_on()\n} else {\n  all(#Dehumidifier).switch_off()\n}'}]",0.0,0.0,2.565,"[{'name': 'Fan Control', 'cron': '', 'period': 1000, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature > 28.0) {\n  (#Fan).switch_on()\n} else {\n  (#Fan).switch_off()\n}'}, {'name': 'Dehumidifier Control', 'cron': '', 'period': 1000, 'code': 'if ((#HumiditySensor).relativeHumidityMeasurement_humidity > 80.0) {\n  (#Dehumidifier).switch_on()\n} else {\n  (#Dehumidifier).switch_off()\n}'}]",0.0,0.0,5.793
367,7,0,9,"실시간으로 확인하여 조명이 켜져 있을 때마다 블라인드를 닫고, 꺼져 있으면 블라인드를 열어 줘.",Check in real-time to close the blinds whenever the lights are on and open the blinds when they're off.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""light_status = (#Light).switch_switch\nif (light_status == \""on\"") {\n  (#Blind).blind_close()\n} else if (light_status == \""off\"") {\n  (#Blind).blind_open()\n}""}","{""cron"": """", ""period"": ""10000"", ""code"": ""if ((#Alarm).alarmState ==""}",0.365,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
368,6,1,9,"주말에는 5초마다 펌프가 꺼져 있으면 켜고, 켜져 있으면 꺼 주고, 선풍기 속도를 10으로 설정해 줘.","On weekends, every 5 seconds, turn the pump on if it's off, off if it's on, and set the fan speed to 10.",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,7"", ""period"": 5000, ""code"": ""weekday = (#Clock).clock_weekday\nif ((weekday != \""saturday\"") and (weekday != \""sunday\"")) {\n  break\n}\n(#Fan).fanControl_setFanSpeed(10)\n(#Pump).switch_toggle()""}","{""cron"": ""*/30 * * * *"", ""period"": ""-1"", ""code"": ""if ((#Fan).fanStatus ==""}",0.329,0.0,,"[{'name': 'Scenario1', 'cron': '0 0 * * 0,6', 'period': 5000, 'code': 'pump_state := """"\nif ((#Clock).clock_weekday == ""saturday"" or (#Clock).clock_weekday == ""sunday"") {\n  if (pump_state == """") {\n    pump_state = (#Pump).switch_switch\n  }\n  if (pump_state == ""off"") {\n    (#Pump).switch_on()\n    (#Fan).fanControl_setFanSpeed(10)\n    pump_state = ""on""\n  } else {\n    (#Pump).switch_off()\n    pump_state = ""off""\n  }\n}'}]",0.0,0.0,9.321,"[{'name': 'Scenario1', 'cron': '0 0 * * 0,6', 'period': 5000, 'code': 'pump_state := """"\nif (pump_state == """") {\n  pump_state = (#Pump).switch_switch\n}\nif (pump_state == ""off"") {\n  (#Pump).switch_on()\n  (#Fan).fanControl_setFanSpeed(10)\n  pump_state = ""on""\n} else {\n  (#Pump).switch_off()\n  pump_state = ""off""\n}\npump_state := (#Pump).switch_switch'}]",0.0,0.0,9.612,"[{'name': 'Weekend Pump Toggle and Fan Speed Set', 'cron': '', 'period': 5000, 'code': 'toggleFlag := false\nif ((#Clock).clock_weekday == #Clock.clock_weekday or (#Clock).clock_weekday == #Clock.clock_weekday) {\n  if ((#Pump).switch_switch == ""off"") {\n    (#Pump).switch_on()\n  } else if ((#Pump).switch_switch == ""on"") {\n    (#Pump).switch_off()\n  }\n  (#Fan).fanControl_setFanSpeed(10)\n} else {\n}'}]",0.0,0.0,3.159,"[{'name': 'Weekend Pump Toggle and Fan Speed', 'cron': '', 'period': 5000, 'code': 'isWeekend := false\nif ((#Clock).clock_weekday == ""saturday"" or (#Clock).clock_weekday == ""sunday"") {\n  isWeekend = true\n} else {\n  isWeekend = false\n  break\n}\nif ((#Pump).switch_switch == ""off"") {\n  (#Pump).switch_on()\n} else {\n  (#Pump).switch_off()\n}\n(#Fan).fanControl_setFanSpeed(10)'}]",0.0,0.0,4.662
369,7,1,9,"실시간으로 확인하여 움직임이 감지될 때마다 조명을 켜고, 선풍기 속도를 10 높여 줘.",Check in real-time to turn on lights and increase fan speed by 10 whenever motion is detected.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""motion = (#MotionSensor).motionSensor_motion\nif (motion == \""active\"") {\n  (#Light).switch_on()\n  current_speed = (#Fan).fanControl_fanSpeed\n  new_speed = current_speed + 10\n  (#Fan).fanControl_setFanSpeed(new_speed)\n}""}","{""cron"": ""0 0 * * *"", ""period"": ""-1"", ""code"": ""(#TV).tvControl_turnOff()""}",0.462,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'if ((#MotionSensor).motionSensor_motion == ""active"") {\n  (#Light).switchLevel_setLevel(#Light).switchLevel_level + 10, 10)\n  (#Fan).fanControl_setFanSpeed(#Fan).fanControl_fanSpeed + 10)\n}'}]",0.0,0.0,4.801,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'if ((#MotionSensor).motionSensor_motion == ""active"") {\n  (#Light).switch_on()\n  (#Fan).fanControl_setFanSpeed(#Fan).fanControl_fanSpeed + 10)\n}'}]",0.0,0.0,4.945,"[{'name': 'Motion Activated Light and Fan Speed Increase', 'cron': '', 'period': 1000, 'code': 'previousMotionActive := false\nmotionActive = (any(#MotionSensor).motionSensor_motion == ""active"")\nif (motionActive == true) {\n  if (previousMotionActive == false) {\n    all(#Light).switch_on()\n    currentSpeed = (#Fan).fanControl_percent\n    newSpeed = currentSpeed + 10\n    if (newSpeed > 100) {\n      newSpeed = 100\n    }\n    all(#Fan).fanControl_setPercent(newSpeed)\n  }\n  previousMotionActive = true\n} else {\n  previousMotionActive = false\n}'}]",0.0,0.0,9.104,"[{'name': 'MotionTriggeredLightFan', 'cron': '', 'period': 100, 'code': 'triggered := false\nmotionActive = any(#MotionSensor).motionSensor_motion == ""active""\nif (motionActive == true) {\n  if (triggered == false) {\n    all(#Light).switch_on()\n    currentPercent = 0\n    currentPercent = (#Fan).fanControl_percent\n    newPercent = currentPercent + 10\n    if (newPercent > 100) {\n      newPercent = 100\n    }\n    all(#Fan).fanControl_setPercent(newPercent)\n    triggered = true\n  }\n} else {\n  triggered = false\n}'}]",0.0,0.0,4.144
370,5,1,9,"실시간으로 확인하여 창문이 열려 있으면 블라인드를 닫고, 창문이 닫혀 있으면 커튼을 열어 줘. 또한 실시간으로 확인하여 알람의 사이렌이 울리고 있지 않다면 즉시 알람의 사이렌을 울려 줘.","Check in real time. if the window is open, close the blinds. if it is closed, open the curtains. Also, if the alarm's siren is not sounding, sound it immediately.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""window_status = (#Window).windowControl_window\nif (window_status == \""open\"") {\n  (#Blind).blind_close()\n} else if (window_status == \""closed\"") {\n  (#Curtain).curtain_open()\n}\nalarm_status = (#Alarm).alarm_alarm\nif ((alarm_status != \""siren\"") and (alarm_status != \""both\"")) {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#TV).tv_volumeController_setVolume((#TV).tv_volumeController_getVolume() + 1)""}",0.384,,,"[{'name': 'Scenario1', 'cron': '', 'period': 10000, 'code': 'if ((#Window).windowControl_window == ""open"") {\n  (#Blind).blind_close()\n} else {\n  (#Curtain).curtain_open()\n}'}, {'name': 'Scenario2', 'cron': '', 'period': -1, 'code': 'if ((#Alarm).alarm_alarm != ""siren"" and (#Alarm).alarm_alarm != ""both"") {\n  (#Alarm).alarm_siren()\n}'}]",0.0,0.0,6.678,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'if ((#Window).windowControl_window == ""open"") {\n  (#Blind).blind_close()\n} else {\n  (#Curtain).curtain_open()\n}'}, {'name': 'Scenario2', 'cron': '', 'period': -1, 'code': 'if ((#Alarm).alarm_alarm != ""siren"" and (#Alarm).alarm_alarm != ""both"") {\n  (#Alarm).alarm_siren()\n}'}]",0.0,0.0,7.4,"[{'name': 'Scenario1', 'cron': '', 'period': 1000, 'code': 'triggeredAlarm := false\nif ((#Window).windowControl_window == ""open"") {\n  (#Blind).blind_close()\n} else if ((#Window).windowControl_window == ""closed"") {\n  (#Curtain).curtain_open()\n}\nif ((#Alarm).alarm_alarm != ""siren"") {\n  if (triggeredAlarm == false) {\n    (#Alarm).alarm_siren()\n    triggeredAlarm = true\n  }\n} else {\n  triggeredAlarm = false\n}'}]",0.0,0.0,3.3,"[{'name': 'Alarm Siren Control', 'cron': '', 'period': 200, 'code': 'triggered := false\nif ((#Alarm).alarm_alarm != ""siren"") {\n  if (triggered == false) {\n    (#Alarm).alarm_siren()\n    triggered = true\n  }\n} else {\n  triggered = false\n}'}]",0.0,0.0,3.864
371,5,1,9,"매주 금요일 오후 6시에 조명이 켜져 있으면 밝기를 30으로 낮추고, TV가 꺼져 있으면 TV를 켜 줘. 선풍기가 꺼져 있으면 선풍기도 켜 줘.","Every Friday at 6pm, if the lights are on, turn them down to 30, and if the TV is off, turn it on. If the fan is off, turn it on.",,,"{""name"": ""Scenario1"", ""cron"": ""0 18 * * 5"", ""period"": 0, ""code"": ""if ((#Light).switch_switch == \""on\"") {\n  (#Light).switchLevel_setLevel(30, 0)\n}\nif ((#Television).switch_switch == \""off\"") {\n  (#Television).switch_on()\n}\nif ((#Fan).switch_switch == \""off\"") {\n  (#Fan).switch_on()\n}""}","{""cron"": ""0 8-23 * * 1-5"", ""period"": ""3600000"", ""code"": ""(#Light).switch_on()""}",0.976,,,"[{'name': 'Scenario1', 'cron': '0 18 * * 5', 'period': 0, 'code': 'if ((#Light).switch_switch == ""on"") {\n  (#Light).switchLevel_setLevel(30, 10)\n}\nif ((#Television).switch_switch == ""off"") {\n  (#Television).switch_on()\n}\nif ((#Fan).switch_switch == ""off"") {\n  (#Fan).switch_on()\n}'}]",0.0,0.0,6.259,"[{'name': 'Scenario1', 'cron': '0 18 * * 5', 'period': 0, 'code': 'if ((#Light).switch_switch == ""on"") {\n  (#Light).switchLevel_setLevel(30, 1000)\n}\nif ((#Television).switch_switch == ""off"") {\n  (#Television).switch_on()\n}\nif ((#Fan).switch_switch == ""off"") {\n  (#Fan).switch_on()\n}'}]",0.0,0.0,7.121,"[{'name': 'FridayEveningAdjustment', 'cron': '0 18 * * 5', 'period': 0, 'code': 'if (any(#Light).switch_switch == ""on"") {\n  all(#Light).switchLevel_setLevel(30, 0)\n}\nif (all(#Television).switch_switch == ""off"") {\n  all(#Television).switch_on()\n}\nif (any(#Fan).switch_switch == ""off"") {\n  all(#Fan).switch_on()\n}'}]",0.0,0.0,2.924,"[{'name': 'Scenario1', 'cron': '0 18 * * 5', 'period': 0, 'code': 'if (any(#Light).switch_switch == ""on"") {\n  all(#Light).switchLevel_setLevel(30, 0)\n}\nif (all(#Television).switch_switch == ""off"") {\n  all(#Television).switch_on()\n}\nif (any(#Fan).switch_switch == ""off"") {\n  all(#Fan).switch_on()\n}'}]",0.0,0.0,3.754
372,7,0,9,창문이 닫혔을 때부터 5초마다 블라인드를 열었다 닫았다 반복해 줘.,"Open, close, and repeat the blinds every 5 seconds from the time when the window is closed.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""triggered := False\nstate := 0\nif (triggered == False) {\n  wait until((#Window).windowControl_window == \""closed\"")\n  triggered = True\n}\nif (triggered == True) {\n  if (state == 0) {\n      (#Blind).blind_open()\n      state = 1\n  } else if (state == 1) {\n      (#Blind).blind_close()\n      state = 0\n  }\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Window).windowState_isOpen == true) {\\n  (#Alarm).alarmControl_soundAlarm()\\n""}",0.479,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
373,6,1,9,매일 아침 8시에 스피커가 꺼져 있으면 스피커를 켜고 ‘오늘 날씨입니다’라고 말해 줘. 이후 조명이 꺼져 있으면 켜고 블라인드를 열어 줘.,"Every morning at 8am, if the speaker is off, turn it on and announce 'This is the weather today' via the speaker. Then, if the lights are off, turn them on and open the blinds.",,,"{""name"": ""Scenario1"", ""cron"": ""0 8 * * *"", ""period"": 0, ""code"": ""if ((#Speaker).switch_switch == \""off\"") {\n  (#Speaker).switch_on()\n  (#Speaker).mediaPlayback_speak(\""This is the weather today\"")\n  if ((#Light).switch_switch == \""off\"") {\n    (#Light).switch_on()\n    (#Blind).blind_open()\n  }\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity >= 20.0) {\\n  wait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 20.0);\\n  (#Irrigator).irrigatorOperatingState_startWatering()\\n""}",0.864,0.0,,"[{'name': 'Scenario1', 'cron': '0 8 * * *', 'period': 0, 'code': 'if ((#Speaker).switch_switch == ""off"") {\n  (#Speaker).switch_on()\n  (#Speaker).mediaPlayback_speak(""This is the weather today"")\n}'}, {'name': 'Scenario2', 'cron': '0 8 * * *', 'period': 0, 'code': 'if ((#Light).switch_switch == ""off"") {\n  (#Light).switch_on()\n  (#Blind).blind_open()\n}'}]",0.0,0.0,6.99,"[{'name': 'Scenario1', 'cron': '0 8 * * *', 'period': 0, 'code': 'if ((#Speaker).switch_switch == ""off"") {\n  (#Speaker).switch_on()\n  (#Speaker).mediaPlayback_speak(""오늘의 날씨입니다."")\n}'}, {'name': 'Scenario2', 'cron': '0 8 * * *', 'period': 0, 'code': 'if ((#Light).switch_switch == ""off"") {\n  (#Light).switch_on()\n  (#Blind).blind_open()\n}'}]",0.0,0.0,8.726,"[{'name': 'MorningAnnouncementAndLighting', 'cron': '0 8 * * *', 'period': 0, 'code': 'if ((#Speaker).switch_switch == ""off"") {\n  (#Speaker).switch_on()\n  (#Speaker).mediaPlayback_speak(""오늘의 날씨입니다."")\n}\nif (any(#Light).switch_switch == ""off"") {\n  all(#Light).switch_on()\n}\nall(#Blind).blind_open()'}]",0.0,0.0,3.488,"[{'name': 'MorningRoutine', 'cron': '0 8 * * *', 'period': 0, 'code': 'if ((#Speaker).switch_switch == ""off"") {\n  (#Speaker).switch_on()\n  (#Speaker).mediaPlayback_speak(""오늘의 날씨입니다."")\n}\nif (all(#Light).switch_switch == ""off"") {\n  all(#Light).switch_on()\n  all(#Blind).blind_open()\n}'}]",0.0,0.0,4.289
374,7,1,10,1초마다 확인하여 관개 장치가 꺼졌다 켜진 횟수가 4번을 초과하고 펌프가 2번 이상 작동했으면 블라인드를 닫고 커튼을 내려 줘.,Check every second and close the blinds and lower the curtains if the number of times the irrigation has turned off and on exceeds 4 and the pump has run more than 2 times.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""prev_irrigator_state := (#Irrigator).switch_switch\nirrigator_off_to_on_count := 0\nprev_pump_state := (#Pump).switch_switch\npump_on_count := 0\nirrigator_state = (#Irrigator).switch_switch\npump_state = (#Pump).switch_switch\nif ((prev_irrigator_state == \""off\"") and (irrigator_state == \""on\"")) {\n  irrigator_off_to_on_count = irrigator_off_to_on_count + 1\n}\nprev_irrigator_state = irrigator_state\nif ((pump_state == \""on\"") and (prev_pump_state != \""on\"")) {\n  pump_on_count = pump_on_count + 1\n}\nprev_pump_state = pump_state\nif ((irrigator_off_to_on_count > 4) and (pump_on_count >= 2)) {\n  (#Blind).blind_close()\n  (#Curtain).curtain_close()\n  break\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#MotionDetector).motionDetection_isMotionDetected == true) {\\n  for (var1 = 0; var1 < 3; var1++) {\\n    (#Light).switch_on()\\n    (#clock).clock_delay(1000)\\n""}",0.157,0.0,,"[{'name': 'Scenario1', 'cron': '', 'period': 1000, 'code': 'counter := 0\npumpRunCount := 0\nlastSwitchState := (#Irrigator).switch_switch\nif (#Irrigator).switch_switch != lastSwitchState {\n  counter += 1\n  lastSwitchState := (#Irrigator).switch_switch\n}\nif (#Pump).switch_switch == ""on"" {\n  pumpRunCount += 1\n}\nif (counter > 4 and pumpRunCount > 2) {\n  (#Blind).blind_close()\n  (#Curtain).curtain_close()\n}'}]",0.0,0.0,7.739,"[{'name': 'Scenario1', 'cron': '', 'period': 1000, 'code': 'pumpOnOffCount := 0\npumpRunCount := 0\nif (any(#Irrigator).switch_switch == ""on"") {\n  pumpOnOffCount += 1\n}\nif (any(#Pump).switch_switch == ""on"") {\n  pumpRunCount += 1\n}\nif (pumpOnOffCount > 4 and pumpRunCount > 2) {\n  all(#Blind).blind_close()\n  all(#Curtain).curtain_close()\n}'}]",0.0,0.0,8.303,"[{'name': 'IrrigationAndPumpCountCheck', 'cron': '', 'period': 1000, 'code': 'irrigationToggleCount := 0\npumpRunCount := 0\nirrigationPreviouslyOn := false\npumpPreviouslyOn := false\nirrigationCurrentlyOn = (any(#Irrigator).switch_switch == ""on"")\nif ((irrigationCurrentlyOn == true) and (irrigationPreviouslyOn == false)) {\n  irrigationToggleCount = irrigationToggleCount + 1\n}\nirrigationPreviouslyOn = irrigationCurrentlyOn\npumpCurrentlyOn = (any(#Pump).switch_switch == ""on"")\nif ((pumpCurrentlyOn == true) and (pumpPreviouslyOn == false)) {\n  pumpRunCount = pumpRunCount + 1\n}\npumpPreviouslyOn = pumpCurrentlyOn\nif ((irrigationToggleCount > 4) and (pumpRunCount > 2)) {\n  all(#Blind).blind_close()\n  all(#Curtain).curtain_close()\n}'}]",0.0,0.0,7.534,"[{'name': 'Scenario1', 'cron': '', 'period': 1000, 'code': 'irrigationCount := 0\npumpRunCount := 0\nirrigationWasOn := false\npumpWasOn := false\nif ((#Irrigator).switch_switch == ""on"") {\n  if (irrigationWasOn == false) {\n    irrigationWasOn = true\n  }\n} else {\n  if (irrigationWasOn == true) {\n    irrigationCount = irrigationCount + 1\n    irrigationWasOn = false\n  }\n}\nif ((#Pump).switch_switch == ""on"") {\n  if (pumpWasOn == false) {\n    pumpWasOn = true\n  }\n} else {\n  if (pumpWasOn == true) {\n    pumpRunCount = pumpRunCount + 1\n    pumpWasOn = false\n  }\n}\nif ((irrigationCount > 4) and (pumpRunCount > 2)) {\n  all(#Blind).blind_close()\n  all(#Curtain).curtain_close()\n}'}]",0.0,0.0,6.531
375,7,0,10,"실시간으로 검사해서 창문이 열렸다 닫힌 횟수가 3번 이상이고, 그 사이 선풍기가 한 번도 꺼지지 않았으면 선풍기를 꺼 주고 블라인드를 닫아 줘.","If the real-time check shows that the window has been opened and closed more than three times, and the fan hasn't turned off in between, turn off the fan and close the blinds.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""prev_window_state := (#Window).windowControl_window\nwindow_open_to_close_count := 0\nfan_off_detected := False\nwindow_state = (#Window).windowControl_window\nfan_state = (#Fan).switch_switch\nif ((prev_window_state == \""open\"") and (window_state == \""closed\"")) {\n  window_open_to_close_count = window_open_to_close_count + 1\n}\nprev_window_state = window_state\nif (fan_state == \""off\"") {\n  fan_off_detected = True\n}\nif ((window_open_to_close_count >= 3) and (fan_off_detected == False)) {\n  (#Fan).switch_off()\n  (#Blind).blind_close()\n  break\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#TemperatureSensor).temperature >= 35.0) {\\n  (#AirConditioner).airConditioner_on()\\n""}",0.735,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,
