index,category_analysis,selected,test_no,command,command_english,connected_dievces,options,joi_gt,joi_pred_llama4:scout.dense,script_similarity_llama4:scout.dense,cloud_similarity_llama4:scout.dense,response_time_llama4:scout_dence [ms],joi_pred_english_Qwen2.5-Coder:7B,cloud_similarity_english_Qwen2.5-Coder:7B,script_similarity_english_Qwen2.5-Coder:7B,response_time_english_Qwen2.5-Coder:7B,joi_pred_Qwen2.5-Coder:7B,cloud_similarity_Qwen2.5-Coder:7B,script_similarity_Qwen2.5-Coder:7B,response_time_Qwen2.5-Coder:7B,joi_pred_english_gpt-4.1-mini,cloud_similarity_english_gpt-4.1-mini,script_similarity_english_gpt-4.1-mini,response_time_english_gpt-4.1-mini,joi_pred_gpt-4.1-mini,cloud_similarity_gpt-4.1-mini,script_similarity_gpt-4.1-mini,response_time_gpt-4.1-mini
18,1,1,0,에어컨을 자동 모드로 설정해줘.,Set the air conditioner to auto mode.,"{ 'GreenhouseA_ac_left': {'category': 'AirConditioner', 'tags': ['GreenhouseA', 'left', 'AirConditioner']}, 'GreenhouseA_ac_right': {'category': 'AirConditioner', 'tags': ['GreenhouseA', 'right', 'AirConditioner']}, 'GreenhouseA_ac_center': {'category': 'AirConditioner', 'tags': ['GreenhouseA', 'center', 'AirConditioner']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#AirConditioner).airConditionerMode_setAirConditionerMode(\""auto\"")""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#AirConditioner).airConditionerMode_setAutoMode()""}",0.862,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""(#AirConditioner).airConditionerMode_setAirConditionerMode('auto')""}]",1,0,2.403,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""(#AirConditioner).airConditionerMode_setAirConditionerMode('auto')""}]",1,0,3.213,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""(#AirConditioner).airConditionerMode_setAirConditionerMode('auto')""}]",1,0,1.102,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#AirConditioner).airConditionerMode_setAirConditionerMode(""auto"")'}]",1,0,2.657
38,1,1,0,알람을 꺼줘.,Turn off the alarm.,"{ 'GreenhouseA_alarm_exit': {'category': 'Alarm', 'tags': ['GreenhouseA', 'exit', 'Alarm']}, 'GreenhouseA_alarm_center': {'category': 'Alarm', 'tags': ['GreenhouseA', 'center', 'Alarm']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Alarm).alarm_off()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Alarm).alarmState_status ==""}",0.588,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Alarm).alarm_off()'}]",1,0,1.972,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Alarm).alarm_off()'}]",1,0,2.756,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Alarm).alarm_off()'}]",1,0,1.031,"[{'name': 'TurnOffAlarm', 'cron': '', 'period': -1, 'code': '(#Alarm).alarm_off()'}]",1,0,1.938
44,1,1,0,블라인드를 70 퍼센트로 설정해줘.,Set the blinds to 70 percent.,"{ 'GreenhouseA_blind_top': {'category': 'Blind', 'tags': ['GreenhouseA', 'top', 'Blind']}, 'GreenhouseA_blind_side': {'category': 'Blind', 'tags': ['GreenhouseA', 'side', 'Blind']}, 'GreenhouseA_blind_back': {'category': 'Blind', 'tags': ['GreenhouseA', 'back', 'Blind']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blindLevel_setBlindLevel(70)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Blind).blind_setPosition(0.7)""}",0.676,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Blind).blindLevel_setBlindLevel(70)'}]",1,0,2.251,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Blind).blindLevel_setBlindLevel(70)'}]",1,0,3.056,"[{'name': 'SetBlindsLevel', 'cron': '', 'period': -1, 'code': 'level = 70\n(#Blind).blindLevel_setBlindLevel(level)'}]",0.9,0,1.236,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'level = 70\n(#Blind).blindLevel_setBlindLevel(level)'}]",0.9,0,2.044
47,2,1,0,블라인드 움직임을 멈춰줘.,Stop blind movement.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Blind).blind_pause()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Blind).blindControl_isMoving == true) {\\n  (#Blind).blindControl_stopMoving()\\n""}",0.364,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Blind).blind_pause()'}]",1,0,2.492,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Blind).blind_pause()'}]",1,0,3.254,"[{'name': 'StopBlindMovement', 'cron': '', 'period': -1, 'code': 'all(#Blind).blind_pause()'}]",0.9,0,1.322,"[{'name': 'Stop blind movement', 'cron': '', 'period': -1, 'code': 'all(#Blind).blind_pause()'}]",0.9,0,2.248
54,2,1,0,버튼4가 위로 스와이프되었으면 알람의 사이렌을 울려줘.,"if button 4 is swiped up, sound the alarm's siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Buttonx4).buttonx4_button4 == \""swipe_up\"") {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Button4).buttonEvent_type ==""}",0.738,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until(#Buttonx4).buttonx4_button4 == ""swipe_up""\n(#Alarm).alarm_siren()'}]",0.8,0,3.507,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until(#Buttonx4).buttonx4_button4 == ""swipe_up""\n(#Alarm).alarm_siren()'}]",0.8,0,4.338,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'triggered := false\nif ((#Buttonx4).buttonx4_button4 == swipe_up) {\n  if (triggered == false) {\n    (#Alarm).alarm_siren()\n    triggered = true\n  }\n} else {\n  triggered = false\n}'}]",0.6,0,1.795,"[{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': 'triggered := false\nif ((#Buttonx4).buttonx4_button4 == swipe_up) {\n  if (triggered == false) {\n    (#Alarm).alarm_siren()\n    triggered = true\n  }\n} else {\n  triggered = false\n}'}]",0.5,0,4.228
59,1,1,0,10을 3으로 나눈 나머지를 구해.,Find the remainder of 10 divided by 3.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Calculator).calculator_mod(10, 3)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""10 % 3""}",0.114,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'result := (#Calculator).calculator_mod(10, 3)\n(#Speaker).mediaPlayback_speak(""The remainder of 10 divided by 3 is "" + result)'}]",0.6,0,3.738,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'result := (#Calculator).calculator_mod(10.0, 3.0)\n(#Speaker).mediaPlayback_speak(""The remainder of 10 divided by 3 is "" + result.toString())'}]",0.5,0,4.751,"[{'name': 'FindRemainder', 'cron': '', 'period': -1, 'code': 'result = (#Calculator).calculator_mod(10, 3)'}]",0.9,0,1.444,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'result = (#Calculator).calculator_mod(10,3)'}]",0.9,0,2.094
63,9,1,0,"가장 최근에 찍은 사진을 첨부파일로 이메일을 'test@example.com' 주소, 제목 '사진'과 내용 '사진입니다.'로 보내줘.","Send an email with the most recent photo as an attachment to 'test@example.com' with the subject line ""Photo"" and the content ""This is a photo"".",,"[
  {
    ""name"": ""me"",
    ""contact"": ""010-1234-5678"",
    ""email"": ""abcd1234@test.com"",
    ""birthday"": ""1991-03-03""
  },
  {
    ""name"": ""홍길동"",
    ""contact"": ""010-9999-8888"",
    ""email"": ""honggd@test.com"",
    ""birthday"": ""1988-07-15"",
    ""alternate_contact"": ""010-8888-7777""
  },
  {
    ""name"": ""김무개"",
    ""contact"": ""010-7777-6666"",
    ""email"": ""kim@example.com"",
    ""birthday"": ""1990-11-25""
  },
  {
    ""name"": ""장보고"",
    ""contact"": ""010-2222-3333"",
    ""email"": ""jangbogo@naver.com"",
    ""birthday"": ""1985-05-10"",
    ""alternate_contact"": ""010-4444-5555""
  }
]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_photo = (#Camera).camera_image\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""Photo\"", \""This is a photo.\"", latest_photo)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Email).email_sendMail(\\n""}",0.44,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMailWithFile(toAddress: ""test@example.com"", title: ""Photo"", text: ""This is a photo"", file: (#Camera).camera_image)'}]",0.9,0,3.775,"[{'name': 'Send Email with Photo', 'cron': '', 'period': -1, 'code': '(#Camera).camera_take() -> lastImage\n(#EmailProvider).emailProvider_sendMailWithFile(toAddress: ""test@example.com"", title: ""Photo"", text: ""This is a photo"", file: lastImage)'}]",0.7,0,5.023,"[{'name': 'SendPhotoEmail', 'cron': '', 'period': -1, 'code': 'image = (#Camera).camera_take()\n(#EmailProvider).emailProvider_sendMailWithFile(""test@example.com"", ""Photo"", ""This is a photo"", image)'}]",0.7,0,1.707,"[{'name': 'SendPhotoEmail', 'cron': '', 'period': -1, 'code': 'img = (#Camera).camera_take()\nif (img != null) {\n  (#EmailProvider).emailProvider_sendMailWithFile(""test@example.com"", ""Photo"", ""This is a photo"", img)\n} else {\n  (#EmailProvider).emailProvider_sendMail(""test@example.com"", ""Photo"", ""This is a photo"")\n}'}]",0.6,0,4.475
64,9,1,0,"가장 최근에 찍은 동영상을 첨부파일로 이메일을 'test@example.com' 주소, 제목 '동영상'과 내용 '동영상입니다.'로 보내줘","Send an email with the most recent video as an attachment to 'test@example.com' with the subject line ""Video"" and the content ""This is a video.",,"[
  {
    ""name"": ""me"",
    ""contact"": ""010-1234-5678"",
    ""email"": ""abcd1234@test.com"",
    ""birthday"": ""1991-03-03""
  },
  {
    ""name"": ""홍길동"",
    ""contact"": ""010-9999-8888"",
    ""email"": ""honggd@test.com"",
    ""birthday"": ""1988-07-15"",
    ""alternate_contact"": ""010-8888-7777""
  },
  {
    ""name"": ""김무개"",
    ""contact"": ""010-7777-6666"",
    ""email"": ""kim@example.com"",
    ""birthday"": ""1990-11-25""
  },
  {
    ""name"": ""장보고"",
    ""contact"": ""010-2222-3333"",
    ""email"": ""jangbogo@naver.com"",
    ""birthday"": ""1985-05-10"",
    ""alternate_contact"": ""010-4444-5555""
  }
]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""latest_video = (#Camera).camera_video\n(#EmailProvider).emailProvider_sendMailWithFile(\""test@example.com\"", \""Video\"", \""This is a video.\"", latest_video)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Email).email_sendMail(\\n""}",0.44,0,,"[{'name': 'SendEmailWithAttachment', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMailWithFile(toAddress: ""test@example.com"", title: ""Video"", text: ""This is a video."", file: (#Recorder).audioRecord_recordStatus == ""recording"")'}]",0.4,0,4.156,"[{'name': 'SendEmailWithVideo', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMailWithFile(\n  toAddress: ""test@example.com"",\n  title: ""Video"",\n  text: ""This is a video."",\n  file: (#Camera).camera_video\n)'}]",0.9,0,5.118,"[{'name': 'SendRecentVideoEmail', 'cron': '', 'period': -1, 'code': 'videoData = (#Camera).camera_video\n(#EmailProvider).emailProvider_sendMailWithFile(""test@example.com"", ""Video"", ""This is a video."", videoData)'}]",0.9,0,1.751,"[{'name': 'SendRecentVideoEmail', 'cron': '', 'period': -1, 'code': 'file = (#Camera).camera_video\nif (file != null) {\n  (#EmailProvider).emailProvider_sendMailWithFile(""test@example.com"", ""Video"", ""This is a video."", file)\n} else {\n  (#Speaker).mediaPlayback_speak(""전송할 최근 동영상을 찾을 수 없습니다."")\n}'}]",0.6,0,4.195
69,1,1,0,카메라로 10초 동안 속도 2로 타임랩스 영상을 촬영해줘.,Take a time-lapse video with the camera at speed 2 for 10 seconds.,"{ 'GreenhouseA_cam_front': {'category': 'Camera', 'tags': ['GreenhouseA', 'front', 'Camera']}, 'GreenhouseA_cam_back': {'category': 'Camera', 'tags': ['GreenhouseA', 'back', 'Camera']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Camera).camera_takeTimelapse(10, 2)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Camera).camera_startTimelapse(20000""}",0.857,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Camera).camera_takeTimelapse(duration: 10.0, speed: 2.0)'}]",0.95,0,2.579,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Camera).camera_takeTimelapse(duration: 10.0, speed: 2.0)'}]",0.95,0,3.413,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'duration = 10.0\nspeed = 2.0\n(#Camera).camera_takeTimelapse(duration, speed)'}]",0.9,0,1.246,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Camera).camera_takeTimelapse(10.0, 2.0)'}]",0.9,0,2.453
82,2,1,0,지금이 오후 3시 15분이면 알람의 사이렌을 울려줘.,"If it's 3:15pm, blare the siren on the alarm.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_time == 1515) {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": ""15 15 * * *"", ""period"": ""-1"", ""code"": ""(#Alarm).alarm_siren_on()""}",0.557,0,,"[{'name': 'Scenario1', 'cron': '0 15 * * *', 'period': -1, 'code': 'if (clock_time == 1515) {\n  (#Alarm).alarm_siren()\n}'}]",0.8,0,3.51,"[{'name': 'Scenario1', 'cron': '0 15 * * *', 'period': -1, 'code': 'if (clock_time == 1515) {\n  (#Alarm).alarm_siren()\n}'}]",0.9,0,4.25,"[{'name': 'AlarmSirenAtThreeFifteen', 'cron': '15 15 * * *', 'period': -1, 'code': '(#Alarm).alarm_siren()'}]",0.8,0,1.453,"[{'name': 'Scenario1', 'cron': '', 'period': 1000, 'code': 'if (((#Clock).clock_hour == 15) and ((#Clock).clock_minute == 15)) {\n  (#Alarm).alarm_siren()\n} else {\n  (#Alarm).alarm_off()\n}'}]",0.8,0,2.846
85,2,1,0,올해가 2025년이면 알람의 사이렌을 울려줘.,"If the year is 2025, sound the alarm siren.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_year == 2025) {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if (2025 - (#CurrentTime).currentTime_getFullYear() == 0) {\\n  (#Alarm).alarm_siren_on()\\n""}",0.493,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Clock).clock_year == 2025) {\n  (#Alarm).alarm_siren()\n}'}]",1,0,3.19,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Clock).clock_year == 2025) {\n  (#Alarm).alarm_siren()\n}'}]",1,0,3.932,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#Clock).clock_year == 2025) {\n  if (any(#Alarm)) {\n    all(#Alarm).alarm_siren()\n  } else if (any(#Siren)) {\n    all(#Siren).switch_on()\n    all(#Siren).sirenMode_setSirenMode('siren')\n  }\n}""}]",0.7,0,2.153,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Clock).clock_year == 2025) {\n  if (any(#Alarm)) {\n    if (any(#Alarm).alarm_alarm != \'siren\') {\n      all(#Alarm).alarm_siren()\n    }\n  } else {\n    (#Speaker).mediaPlayback_speak(""사이렌을 울리는 경보 장치가 없습니다."")\n  }\n}'}]",0.6,0,4.27
86,4,1,0,1시간 20분 30초 뒤에 알람의 사이렌을 울려줘,"Sound the alarm's siren in 1 hour, 20 minutes, 30 seconds",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Clock).clock_delay(4830000)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Alarm).alarmControl_soundAlarm()\\n  (#clock).clock_delay(4818000)""}",0.512,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until(#Clock).clock_delay(4200)\n(#Alarm).alarm_siren()'}]",0.2,0,3.826,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Clock).clock_delay(ms: 3600230)\n(#Alarm).alarm_siren()'}]",0.4,0,7.122,"[{'name': 'DelayedAlarmSiren', 'cron': '', 'period': -1, 'code': 'hour = 1\nminute = 20\nsecond = 30\ntotalSeconds = hour * 3600 + minute * 60 + second\n(#Timer).timer_set(""AlarmDelay"", totalSeconds)\n(#Timer).timer_start(""AlarmDelay"")\nwait until((#Timer).timer_isSet(""AlarmDelay"") == false)\n(#Alarm).alarm_siren()'}]",0.5,0,2.514,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#Clock).clock_delay(4830000))\n(#Alarm).alarm_siren()'}]",0.5,0,2.945
87,2,1,0,접촉 센서가 접촉되어 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the contact sensor is in contact.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#ContactSensor).contactSensor_contact == \""closed\"") {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#ContactSensor).contactSensor_isContacted == true) {\\n  (#Alarm).alarm_siren_on()\\n""}",0.683,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#ContactSensor).contactSensor_contact == ""closed"") {\n  (#Alarm).alarm_siren()\n}'}]",1,0,3.094,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#ContactSensor).contactSensor_contact == ""closed"")\n(#Siren).sirenMode_setSirenMode(""siren"")\nname = ""Scenario2""\ncron = """"\nperiod = -1\nwait until((#ContactSensor).contactSensor_contact == ""open"")\n(#Siren).sirenMode_setSirenMode(""off"")'}]",0.5,0,5.771,"[{'name': 'Sound alarm siren if contact sensor is contacted', 'cron': '', 'period': -1, 'code': ""if ((#ContactSensor).contactSensor_contact == closed) {\n  if (any(#Alarm)) {\n    (#Alarm).alarm_siren()\n  } else if (any(#Siren)) {\n    (#Siren).sirenMode_setSirenMode('siren')\n  }\n}""}]",0.7,0,2.726,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#ContactSensor).contactSensor_contact == ""closed"") {\n  if (any(#Alarm)) {\n    (#Alarm).alarm_siren()\n  } else if (any(#Siren)) {\n    (#Siren).switch_on()\n    (#Siren).sirenMode_setSirenMode(""siren"")\n  }\n}'}]",0.6,0,3.161
108,9,1,0,이메일을 'test@example.com' 주소로 제목 '알림'과 내용 '긴급 상황입니다.'로 보내줘.,"Send an email to 'test@example.com' with the subject line ""Alert"" and the content ""This is an emergency"".",,"[
  {
    ""name"": ""me"",
    ""contact"": ""010-1234-5678"",
    ""email"": ""abcd1234@test.com"",
    ""birthday"": ""1991-03-03""
  },
  {
    ""name"": ""홍길동"",
    ""contact"": ""010-9999-8888"",
    ""email"": ""honggd@test.com"",
    ""birthday"": ""1988-07-15"",
    ""alternate_contact"": ""010-8888-7777""
  },
  {
    ""name"": ""김무개"",
    ""contact"": ""010-7777-6666"",
    ""email"": ""kim@example.com"",
    ""birthday"": ""1990-11-25""
  },
  {
    ""name"": ""장보고"",
    ""contact"": ""010-2222-3333"",
    ""email"": ""jangbogo@naver.com"",
    ""birthday"": ""1985-05-10"",
    ""alternate_contact"": ""010-4444-5555""
  }
]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMail(\""test@example.com\"", \""Alert\"", \""This is an emergency.\"")""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Email).email_sendEmail(""}",0.708,0,,"[{'name': 'SendEmailAlert', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMail(toAddress: ""test@example.com"", title: ""Alert"", text: ""This is an emergency"")'}]",0.95,0,3.43,"[{'name': 'SendEmail', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMail(""test@example.com"", ""Alert"", ""This is an emergency"")'}]",0.95,0,4.539,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMail(""test@example.com"", ""Alert"", ""This is an emergency"")'}]",0.9,0,1.697,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#EmailProvider).emailProvider_sendMail(""test@example.com"", ""Alert"", ""This is an emergency"")'}]",0.9,0,2.249
127,3,1,0,가스 밸브가 열려 있으면 알람의 사이렌을 울려줘.,Sound the alarm's siren if the gas valve is open., ,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#GasValve).valve_valve == \""open\"") {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#GasValve).gasValve_isOpen == true) {\\n  (#Alarm).alarm_sirenOn()\\n""}",0.5,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#GasValve).valve_valve == ""open"") {\n  (#Alarm).alarm_siren()\n}'}]",1,0,3.579,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#GasValve).valve_valve == ""open"") {\n  (#Siren).switch_on()\n  (#Siren).sirenMode_setSirenMode(""siren"")\n}'}]",0.7,0,6.897,"[{'name': 'Sound alarm if gas valve is open', 'cron': '', 'period': -1, 'code': 'if ((#GasValve).valve_valve == ""open"") {\n  if (any(#Alarm)) {\n    (#Alarm).alarm_siren()\n  } else if (any(#Siren)) {\n    (#Siren).switch_on()\n    (#Siren).sirenMode_setSirenMode(""siren"")\n  }\n}'}]",0.7,0,2.663,"[{'name': 'Sound siren if gas valve open', 'cron': '', 'period': -1, 'code': ""if ((#GasValve).valve_valve == open) {\n  if (any(#Alarm)) {\n    (#Alarm).alarm_siren()\n  } else if (any(#Siren)) {\n    (#Siren).sirenMode_setSirenMode('siren')\n  }\n}""}]",0.6,0,3.635
148,1,1,0,관개 장치의 급수를 시작해줘.,Start watering the irrigator.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Irrigator).irrigatorOperatingState_startWatering()""}",1,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Irrigator).irrigatorOperatingState_startWatering()'}]",1,0,3.054,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Irrigator).switch_on()'}]",0.6,0,3.992,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Irrigator).irrigatorOperatingState_startWatering()'}]",1,0,1.477,"[{'name': 'StartIrrigationWatering', 'cron': '', 'period': -1, 'code': '(#Irrigator).irrigatorOperatingState_startWatering()'}]",1,0,2.404
149,2,1,0,누수가 감지되면 알람의 사이렌을 울려줘.,Sound the alarm's siren if a leak is detected.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#LeakSensor).leakSensor_leakage == \""detected\"") {\n  (#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#LeakDetector).leakDetector_isLeaking == true) {\\n  (#Alarm).alarm_sirenOn()\\n""}",0.5,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#LeakSensor).leakSensor_leakage == ""detected"")\n(#Alarm).alarm_siren()\nname = ""Scenario2""\ncron = """"\nperiod = -1\nwait until((#LeakSensor).leakSensor_leakage == ""not_detected"")\n(#Alarm).alarm_off()'}]",0.6,0,4.748,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#LeakSensor).leakSensor_leakage == ""detected"")\n(#Alarm).alarm_siren()\nname = ""Scenario2""\ncron = """"\nperiod = -1\nwait until((#LeakSensor).leakSensor_leakage == ""not_detected"")\n(#Alarm).alarm_off()'}]",0.5,0,5.898,"[{'name': 'LeakAlarmSiren', 'cron': '', 'period': -1, 'code': 'if ((#LeakSensor).leakSensor_leakage == detected) {\n  (#Alarm).alarm_siren()\n}'}]",0.9,0,1.626,"[{'name': 'LeakDetectedAlarm', 'cron': '', 'period': -1, 'code': 'if (any(#LeakSensor).leakSensor_leakage == ""detected"") {\n  if (any(#Alarm)) {\n    all(#Alarm).alarm_siren()\n  } else if (any(#Siren)) {\n    all(#Siren).switch_on()\n    all(#Siren).sirenMode_setSirenMode(""siren"")\n  }\n}'}]",0.6,0,3.682
154,1,1,0,조명을 빨간색으로 설정해줘.,Set the light to red.,"{ 'GreenhouseA_light_left_top_1': {'category': 'Light', 'tags': ['GreenhouseA', 'left_top', 'Light']}, 'GreenhouseA_light_center_1': {'category': 'Light', 'tags': ['GreenhouseA', 'center', 'Light']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).colorControl_setColor(\""255|0|0\"")""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Light).lightSetting_setColor(""}",0.677,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Light).colorControl_setColor(""RED|0|0"")'}]",0.5,0,2.3,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Light).colorControl_setColor(""RED"")'}]",0.7,0,2.974,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Light).colorControl_setColor(""255|0|0"")'}]",1,0,0.974,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Light).colorControl_setColor(""255|0|0"")'}]",1,0,1.992
157,1,1,0,5의 속도로 조명의 밝기를 80으로 설정해줘.,Set the brightness of the light to 80 with a speed of 5.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).switchLevel_setLevel(80, 5)""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#Light).light_brightnessSet(80""}",0.508,0,,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Light).switchLevel_setLevel(80, 5)'}]",1,0,3.035,"[{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Light).switchLevel_setLevel(80, 5)'}]",1,0,6.369,"[{'name': 'SetLightBrightness', 'cron': '', 'period': -1, 'code': 'level = 80\nrate = 5\n(#Light).switchLevel_setLevel(level, rate)'}]",0.9,0,1.801,"[{'name': 'SetLightBrightness', 'cron': '', 'period': -1, 'code': 'level = 80\nspeed = 5\n(#Light).switchLevel_setLevel(level, speed)'}]",0.9,0,2.403
