index,category,command_kor,command_eng,gt,connected_devices,gt_converted,profile,output_joicode,output_name,output_cron,output_period,output_code,output_model_label,output_request_model,output_selected_model,output_translated_sentence,output_generation_error,output_response_time,output_prompt_tokens,output_completion_tokens,output_total_tokens,det_row_no,det_dataset_index,det_command,det_pass,det_sdet,det_script_similarity,det_fatal_reasons,det_predicted_services,det_reference_script,det_predicted_script
17,6,"안방의 온도가 26도 이상이고 창문이 열려 있으면, 창문을 닫고 에어컨을 켜줘.","If the bedroom temperature is 26 degrees or higher and the bedroom window is open, close the window and turn on the air conditioner.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Bedroom #TemperatureSensor).Temperature >= 26 and (#Bedroom #Window).CurrentPosition > 0) {\n\n    (#Bedroom #Window).DownOrClose()\n\n    (#Bedroom #AirConditioner).On()\n\n}""}","{'Bedroom_Temp': {'category': 'TemperatureSensor', 'tags': ['Bedroom', 'TemperatureSensor']}, 'Bedroom_Window': {'category': 'WindowCovering', 'tags': ['Bedroom', 'WindowCovering', 'Window']}, 'Bedroom_AC': {'category': ['AirConditioner', 'Switch'], 'tags': ['Bedroom', 'AirConditioner', 'Switch']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Bedroom #TemperatureSensor).TemperatureSensor_Temperature >= 26 and (#Bedroom #Window).ArmRobot_CurrentPosition > 0) {\n\n    (#Bedroom #Window).WindowCovering_DownOrClose()\n\n    (#Bedroom #AirConditioner).Switch_On()\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
18,6,"차고에서 움직임이 감지되고 있고 메인 사이렌이 꺼져있으면, 비상 사이렌을 울리고 차고 사진을 찍어줘.","If motion is detected in the garage and the main siren is off, sound the siren in emergency and take a picture.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Garage #MotionSensor).Motion == true and (#Main #Siren).Switch == false) {\n\n    (#Main #Siren).SetSirenMode(\""emergency\"")\n\n    (#Garage #Camera).CaptureImage()\n\n}""}","{'Garage_Motion': {'category': 'MotionSensor', 'tags': ['Garage', 'MotionSensor']}, 'Main_Siren': {'category': ['Siren', 'Switch'], 'tags': ['Main', 'Siren', 'Switch']}, 'Garage_Camera': {'category': 'Camera', 'tags': ['Garage', 'Camera']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Garage #MotionSensor).MotionSensor_Motion == true and (#Main #Siren).Switch_Switch == false) {\n\n    (#Main #Siren).Siren_SetSirenMode(\""emergency\"")\n\n    (#Garage #Camera).Camera_CaptureImage()\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
19,6,"서재 이산화탄소가 1000ppm 이상이고 공기청정기가 수면 모드이면, 자동 모드로 바꾸고 스피커로 ""공기청정기를 자동모드로 변경합니다""라고 말해줘.","If the study carbon dioxide is 1000ppm or higher and the air purifier is in sleep mode, switch to auto mode and say ""Switching the air purifier to auto mode"" through the speaker.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Study #AirQualitySensor).CarbonDioxide >= 1000 and (#Study #AirPurifier).AirPurifierMode == \""sleep\"") {\n\n    (#Study #AirPurifier).SetAirPurifierMode(\""auto\"")\n\n    (#Study #Speaker).Speak(\""공기 청정기를 자동모드로 변경합니다\"")\n\n}""}","{'Study_AQ': {'category': 'AirQualitySensor', 'tags': ['Study', 'AirQualitySensor']}, 'Study_AP': {'category': 'AirPurifier', 'tags': ['Study', 'AirPurifier']}, 'Study_Speaker': {'category': 'Speaker', 'tags': ['Study', 'Speaker']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Study #AirQualitySensor).AirQualitySensor_CarbonDioxide >= 1000 and (#Study #AirPurifier).AirPurifier_AirPurifierMode == \""sleep\"") {\n\n    (#Study #AirPurifier).AirPurifier_SetAirPurifierMode(\""auto\"")\n\n    (#Study #Speaker).Speaker_Speak(\""공기 청정기를 자동모드로 변경합니다\"")\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
20,6,"욕실 습도가 85% 이상이고 욕실 문이 닫혀 있으면, 조명을 켜고 문을 열어줘.","If the bathroom humidity is 85% or higher and the bathroom door is closed, turn on the light and open the door.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Bathroom #HumiditySensor).Humidity >= 85 and (#Bathroom #Door).DoorState == \""closed\"") {\n\n    (#Bathroom #Light).On()\n\n    (#Bathroom #Door).Open()\n\n}""}","{'Bathroom_Hum': {'category': 'HumiditySensor', 'tags': ['Bathroom', 'HumiditySensor']}, 'Bathroom_Door': {'category': 'Door', 'tags': ['Bathroom', 'Door']}, 'Bathroom_Light': {'category': ['Light', 'Switch'], 'tags': ['Bathroom', 'Light', 'Switch']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Bathroom #HumiditySensor).HumiditySensor_Humidity >= 85 and (#Bathroom #Door).Door_DoorState == \""closed\"") {\n\n    (#Bathroom #Light).Switch_On()\n\n    (#Bathroom #Door).Door_Open()\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
21,6,"현관에서 인식된 얼굴 ID가 ""가족""이고 도어락이 잠겨 있으면, 도어락을 풀고 문을 열어줘.","If the face ID 'family' is recognized at the entrance and the door lock is locked , unlock the door lock and open the door.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Entrance #FaceRecognizer).RecognizedResult == \""family\"" and (#Entrance #DoorLock).DoorLockState == \""locked\"") {\n\n    (#Entrance #DoorLock).Unlock()\n\n    (#Entrance #Door).Open()\n\n}""}","{'Entrance_Face': {'category': 'FaceRecognizer', 'tags': ['Entrance', 'FaceRecognizer']}, 'Entrance_Lock': {'category': 'DoorLock', 'tags': ['Entrance', 'DoorLock']}, 'Entrance_Door': {'category': 'Door', 'tags': ['Entrance', 'Door']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Entrance #FaceRecognizer).FaceRecognizer_RecognizedResult == \""family\"" and (#Entrance #DoorLock).DoorLock_DoorLockState == \""locked\"") {\n\n    (#Entrance #DoorLock).DoorLock_Unlock()\n\n    (#Entrance #Door).Door_Open()\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
22,6,"정원 조도가 50 미만이고 테라스 조명이 꺼져 있으면, 조명을 켜고 정원 스피커로 조명을 켠다고 말해줘.","If the garden illuminance is below 50 and the terrace light is off, turn on the light and play an announcement in the garden.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Garden #LightSensor).Brightness < 50 and (#Terrace #Light).Switch == false) {\n\n    (#Terrace #Light).On()\n\n    (#Garden #Speaker).Speak(\""조명을 켭니다.\"")\n\n}""}","{'Garden_Illum': {'category': 'LightSensor', 'tags': ['Garden', 'LightSensor']}, 'Terrace_Light': {'category': ['Light', 'Switch'], 'tags': ['Terrace', 'Light', 'Switch']}, 'Garden_Speaker': {'category': 'Speaker', 'tags': ['Garden', 'Speaker']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Garden #LightSensor).LightSensor_Brightness < 50 and (#Terrace #Light).Switch_Switch == false) {\n\n    (#Terrace #Light).Switch_On()\n\n    (#Garden #Speaker).Speaker_Speak(\""조명을 켭니다.\"")\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
23,6,"비가 오고 거실 창문이 열려 있으면, 창문을 닫고 건조기를 건조 모드로 설정해줘.","If it's raining and the living room window is open, close the window and set the dehumidifier to drying mode.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#RainSensor).Rain == true and (#LivingRoom #Window).CurrentPosition == 0) {\n\n    (#LivingRoom #Window).DownOrClose()\n\n    (#Dehumidifier).SetDehumidifierMode(\""drying\"")\n\n}""}","{'RainSensor': {'category': 'RainSensor', 'tags': ['RainSensor']}, 'LivingRoom_Window': {'category': 'WindowCovering', 'tags': ['LivingRoom', 'Window', 'WindowCovering']}, 'Dehumidifier': {'category': 'Dehumidifier', 'tags': ['Dehumidifier']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#RainSensor).RainSensor_Rain == true and (#LivingRoom #Window).ArmRobot_CurrentPosition == 0) {\n\n    (#LivingRoom #Window).WindowCovering_DownOrClose()\n\n    (#Dehumidifier).Dehumidifier_SetDehumidifierMode(\""drying\"")\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
24,6,"아기방 소리가 50dB 이상이고 거실 스피커가 멈춘 상태면, 거실 스피커로 아기가 깼다고 말하고 lullaby.mp3 파일 재생을 시작해줘.","If the baby room sound is 50dB or higher and the living room speaker is stopped, say the baby is awake through the speaker and play ""lullaby.mp3"" file.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#BabyRoom #SoundSensor).Sound >= 50 and (#LivingRoom #Speaker).PlaybackState == \""stopped\"") {\n\n    (#LivingRoom #Speaker).Speak(\""아기가 깼습니다.\"")\n\n    (#LivingRoom #Speaker).Play(\""lullaby.mp3\"")\n\n}""}","{'BabyRoom_Sound': {'category': 'SoundSensor', 'tags': ['BabyRoom', 'SoundSensor']}, 'LivingRoom_Speaker': {'category': 'Speaker', 'tags': ['LivingRoom', 'Speaker']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#BabyRoom #SoundSensor).SoundSensor_Sound >= 50 and (#LivingRoom #Speaker).Speaker_PlaybackState == \""stopped\"") {\n\n    (#LivingRoom #Speaker).Speaker_Speak(\""아기가 깼습니다.\"")\n\n    (#LivingRoom #Speaker).Speaker_Play(\""lullaby.mp3\"")\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
25,6,"서버실 온도가 30도 이상이고 에어컨이 꺼져 있으면, 에어컨을 냉방 모드로 켜고 메인 사이렌을 긴급 모드로 울려줘.","If the server room temperature is 30 degrees or higher and the AC is off, turn it on and sound the main emergency siren.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#ServerRoom #TemperatureSensor).Temperature >= 30 and (#ServerRoom #AirConditioner).Switch == false) {\n\n    (#ServerRoom #AirConditioner).SetAirConditionerMode(\""cool\"")\n\n    (#Main #Siren).SetSirenMode(\""emergency\"")\n\n}""}","{'Server_Temp': {'category': 'TemperatureSensor', 'tags': ['ServerRoom', 'TemperatureSensor']}, 'Server_AC': {'category': ['AirConditioner', 'Switch'], 'tags': ['ServerRoom', 'AirConditioner', 'Switch']}, 'Main_Siren': {'category': 'Siren', 'tags': ['Main', 'Siren']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#ServerRoom #TemperatureSensor).TemperatureSensor_Temperature >= 30 and (#ServerRoom #AirConditioner).Switch_Switch == false) {\n\n    (#ServerRoom #AirConditioner).AirConditioner_SetAirConditionerMode(\""cool\"")\n\n    (#Main #Siren).Siren_SetSirenMode(\""emergency\"")\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
26,6,"와인 셀러 온도가 15도 이상이고 습도가 60% 이상이면, 에어컨을 켜고 가습기를 꺼줘.","If the wine cellar temperature is 15 degrees or higher and humidity is 60% or higher, turn on the air conditioner and turn off the humidifier.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#WineCellar #TemperatureSensor).Temperature >= 15 and (#WineCellar #HumiditySensor).Humidity >= 60) {\n\n    (#AirConditioner).On()\n\n    (#Humidifier).Off()\n\n}""}","{'WineCellar_Temp': {'category': 'TemperatureSensor', 'tags': ['WineCellar', 'TemperatureSensor']}, 'WineCellar_Hum': {'category': 'HumiditySensor', 'tags': ['WineCellar', 'HumiditySensor']}, 'AC': {'category': ['AirConditioner', 'Switch'], 'tags': ['AirConditioner', 'Switch']}, 'WineCellar_Humidifier': {'category': ['Humidifier', 'Switch'], 'tags': ['Humidifier', 'Switch']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#WineCellar #TemperatureSensor).TemperatureSensor_Temperature >= 15 and (#WineCellar #HumiditySensor).HumiditySensor_Humidity >= 60) {\n\n    (#AirConditioner).Switch_On()\n\n    (#Humidifier).Switch_Off()\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
27,6,"지하에서 누수가 감지되고 메인 밸브가 열려 있으면, 모든 메인 밸브를 잠그고 경찰 사이렌을 울려줘.","If a water leak is detected in the basement and the main valve is open, close all main valves and sound the police siren.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Basement #LeakSensor).Leakage == true and (#Main #Valve).ValveState == true) {\n\n    all(#Main #Valve).Close()\n\n    (#Siren).SetSirenMode(\""police\"")\n\n}""}","{'Basement_Leak': {'category': 'LeakSensor', 'tags': ['Basement', 'LeakSensor']}, 'Main_Valve': {'category': 'Valve', 'tags': ['Main', 'Valve']}, 'Siren': {'category': 'Siren', 'tags': ['Siren']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Basement #LeakSensor).LeakSensor_Leakage == true and (#Main #Valve).Valve_ValveState == true) {\n\n    all(#Main #Valve).Valve_Close()\n\n    (#Siren).Siren_SetSirenMode(\""police\"")\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
28,6,"창고 미세먼지가 100 이상이고 공기청정기가 자동 모드이면, 모드를 강풍 모드로 바꾸고 창고 스피커로 ""강풍 모드로 전환합니다""라고 말해줘.","If the warehouse fine dust level is 100 or higher and the air purifier is in auto mode, switch it to high mode and say through the warehouse speaker ""Switching to high mode"".","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Warehouse #AirQualitySensor).FineDustLevel >= 100 and (#Warehouse #AirPurifier).AirPurifierMode == \""auto\"") {\n\n    (#Warehouse #AirPurifier).SetAirPurifierMode(\""high\"")\n\n    (#Warehouse #Speaker).Speak(\""강풍 모드로 전환합니다\"")\n\n}""}","{'Warehouse_AQ': {'category': 'AirQualitySensor', 'tags': ['Warehouse', 'AirQualitySensor']}, 'Warehouse_AP': {'category': 'AirPurifier', 'tags': ['Warehouse', 'AirPurifier']}, 'Warehouse_Speaker': {'category': 'Speaker', 'tags': ['Warehouse', 'Speaker']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Warehouse #AirQualitySensor).AirQualitySensor_FineDustLevel >= 100 and (#Warehouse #AirPurifier).AirPurifier_AirPurifierMode == \""auto\"") {\n\n    (#Warehouse #AirPurifier).AirPurifier_SetAirPurifierMode(\""high\"")\n\n    (#Warehouse #Speaker).Speaker_Speak(\""강풍 모드로 전환합니다\"")\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
29,6,"게스트룸에 움직임이 감지되고 있고 에어컨이 꺼져 있으면, 에어컨을 자동 모드로 설정하고 목표 온도를 24도로 설정해줘.","If the motion is detected in the guest room and the air conditioner is off, set the air conditioner to auto mode and set the target temperature to 24.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#GuestRoom #MotionSensor).Motion == true and (#GuestRoom #AirConditioner).Switch == false) {\n\n    (#GuestRoom #AirConditioner).SetAirConditionerMode(\""auto\"")\n\n    (#GuestRoom #AirConditioner).SetTargetTemperature(24)\n\n}""}","{'GuestRoom_Motion': {'category': 'MotionSensor', 'tags': ['GuestRoom', 'MotionSensor']}, 'GuestRoom_AC': {'category': ['AirConditioner', 'Switch'], 'tags': ['GuestRoom', 'AirConditioner', 'Switch']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#GuestRoom #MotionSensor).MotionSensor_Motion == true and (#GuestRoom #AirConditioner).Switch_Switch == false) {\n\n    (#GuestRoom #AirConditioner).AirConditioner_SetAirConditionerMode(\""auto\"")\n\n    (#GuestRoom #AirConditioner).AirConditioner_SetTargetTemperature(24)\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
30,6,"거실 조명이 켜져 있고 조도가 50 럭스 이상이면, 거실 블라인드를 닫고 에어컨을 자동 모드로 설정해줘.","If the living room light is on and the illuminance is 50 lux or higher, close the living room blind and set the AC to auto mode.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#LivingRoom #Light).Switch == true and (#LivingRoom #LightSensor).Brightness >= 50) {\n\n    (#LivingRoom #Blind).DownOrClose()\n\n    (#LivingRoom #AirConditioner).SetAirConditionerMode(\""auto\"")\n\n}""}","{'LivingRoom_Light': {'category': ['Light', 'Switch'], 'tags': ['LivingRoom', 'Light', 'Switch']}, 'LivingRoom_AC': {'category': 'AirConditioner', 'tags': ['LivingRoom', 'AirConditioner']}, 'LivingRoom_Blind': {'category': 'WindowCovering', 'tags': ['LivingRoom', 'Blind', 'WindowCovering']}, 'LivingRoom_LightSensor': {'category': 'LightSensor', 'tags': ['LivingRoom', 'LightSensor']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#LivingRoom #Light).Switch_Switch == true and (#LivingRoom #LightSensor).LightSensor_Brightness >= 50) {\n\n    (#LivingRoom #Blind).WindowCovering_DownOrClose()\n\n    (#LivingRoom #AirConditioner).AirConditioner_SetAirConditionerMode(\""auto\"")\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
1,7,10분마다 확인해서 온도가 30도 이상이면 에어컨을 쿨모드로 설정해줘.,"Every 10 minutes, if the temperature is 30 degrees or higher, set the air conditioner to cool mode.","{""name"": """", 
""cron"": """", 
""period"": 600000, 
""script"": ""\nif ((#TemperatureSensor).Temperature >= 30) {\n\n    (#AirConditioner).SetAirConditionerMode(\""cool\"")\n\n}""}",,"{""name"": """", 
""cron"": """", 
""period"": 600000, 
""script"": ""\nif ((#TemperatureSensor).TemperatureSensor_Temperature >= 30) {\n\n    (#AirConditioner).AirConditioner_SetAirConditionerMode(\""cool\"")\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
2,7,"30분마다 체크해서 온도가 20도 이상, 30도 미만이면 에어컨을 자동모드로 설정하고, 30도 이상이면 쿨모드로 설정해줘.","Every 30 minutes, if the temperature is 20 degrees or higher and below 30 degrees, set the air conditioner to auto mode; if it is 30 degrees or higher, set it to cool mode.","{""name"": """", 
""cron"": """", 
""period"": 1800000, 
""script"": ""\ntemp = (#TemperatureSensor).Temperature\n\nif (temp >= 20 and temp < 30) {\n\n    (#AirConditioner).SetAirConditionerMode(\""auto\"")\n\n} else if (temp >= 30) {\n\n    (#AirConditioner).SetAirConditionerMode(\""cool\"")\n\n}""}",,"{""name"": """", 
""cron"": """", 
""period"": 1800000, 
""script"": ""\ntemp = (#TemperatureSensor).TemperatureSensor_Temperature\n\nif (temp >= 20 and temp < 30) {\n\n    (#AirConditioner).AirConditioner_SetAirConditionerMode(\""auto\"")\n\n} else if (temp >= 30) {\n\n    (#AirConditioner).AirConditioner_SetAirConditionerMode(\""cool\"")\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
3,7,매일 자정에 도어락을 잠궈줘.,Lock the doorlock every day at midnight.,"{""name"": """", 
""cron"": ""0 0 * * *"", 
""period"": 0, 
""script"": ""\n(#DoorLock).Lock()""}",,"{""name"": """", 
""cron"": ""0 0 * * *"", 
""period"": 0, 
""script"": ""\n(#DoorLock).DoorLock_Lock()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
4,7,주말 오후 3시에 누수를 체크해서 감지되면 긴급 사이렌을 울려줘.,"On weekends at 3 PM, check for leakage; if detected, set the siren to emergency mode.","{""name"": """", 
""cron"": ""0 15 * * 6,7"", 
""period"": 0, 
""script"": ""\nif ((#LeakSensor).Leakage == true) {\n\n    (#Siren).SetSirenMode(\""emergency\"")\n}""}",,"{""name"": """", 
""cron"": ""0 15 * * 6,7"", 
""period"": 0, 
""script"": ""\nif ((#LeakSensor).LeakSensor_Leakage == true) {\n\n    (#Siren).Siren_SetSirenMode(\""emergency\"")\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
5,7,매일 아침 7시에 밥솥을 재가열 모드로 설정해줘.,Set the rice cooker to reheating mode every morning at 7 AM.,"{""name"": """", 
""cron"": ""0 7 * * *"", 
""period"": 0, 
""script"": ""\n(#RiceCooker).SetRiceCookerMode(\""reheating\"")""}",,"{""name"": """", 
""cron"": ""0 7 * * *"", 
""period"": 0, 
""script"": ""\n(#RiceCooker).RiceCooker_SetRiceCookerMode(\""reheating\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
6,7,주말 오후에 30분마다 로봇청소기를 자동모드로 작동시켜줘.,"Every 30 minutes on weekend afternoons, set the robot vacuum cleaner to auto mode.","{""name"": """", 
""cron"": ""0 12 * * 6,7"", 
""period"": 1800000, 
""script"": ""\nif ((#Clock).Hour == 0) {\n\n    break\n\n}\n\n(#RobotVacuumCleaner).SetRobotVacuumCleanerModeMode(\""auto\"")""}",,"{""name"": """", 
""cron"": ""0 12 * * 6,7"", 
""period"": 1800000, 
""script"": ""\nif ((#Clock).Clock_Hour == 0) {\n\n    break\n\n}\n\n(#RobotVacuumCleaner).RobotVacuumCleaner_SetRobotVacuumCleanerModeMode(\""auto\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
7,7,밤10시부터 자정까지 10분마다 긴급 사이렌을 울려줘.,"From 10 PM to midnight every 10 minutes, sound the emergency siren.","{""name"": """", 
""cron"": ""0 22 * * *"", 
""period"": 600000, 
""script"": ""\nif ((#Clock).Hour == 0) {\n\n    break\n\n}\n\n(#Siren).SetSirenMode(\""emergency\"")""}",,"{""name"": """", 
""cron"": ""0 22 * * *"", 
""period"": 600000, 
""script"": ""\nif ((#Clock).Clock_Hour == 0) {\n\n    break\n\n}\n\n(#Siren).Siren_SetSirenMode(\""emergency\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
8,7,평일 오전 8시부터 자정까지 한 시간마다 카메라로 사진을 찍어줘.,"On weekdays from 8 AM to midnight every hour, capture an image with the camera.","{""name"": """", 
""cron"": ""0 0,8-23 * * 1-5"", 
""period"": 0, 
""script"": ""\n(#Camera).CaptureImage()""}",,"{""name"": """", 
""cron"": ""0 0,8-23 * * 1-5"", 
""period"": 0, 
""script"": ""\n(#Camera).Camera_CaptureImage()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
9,7,새해가 되면 로봇팔로 인사해줘.,"When the new year begins, make the arm robot say hello.","{""name"": """", 
""cron"": ""0 0 1 1 *"", 
""period"": 0, 
""script"": ""\n(#ArmRobot).Hello()""}",,"{""name"": """", 
""cron"": ""0 0 1 1 *"", 
""period"": 0, 
""script"": ""\n(#ArmRobot).ArmRobot_Hello()""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
10,7,평일 오전 7시에 밥솥을 자동청소 모드로 작동해줘.,"On weekdays at 7 AM, start the rice cooker in auto-cleaning mode.","{""name"": """", 
""cron"": ""0 7 * * 1-5"", 
""period"": 0, 
""script"": ""\n(#RiceCooker).SetRiceCookerMode(\""autoClean\"")""}",,"{""name"": """", 
""cron"": ""0 7 * * 1-5"", 
""period"": 0, 
""script"": ""\n(#RiceCooker).RiceCooker_SetRiceCookerMode(\""autoClean\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
11,7,월요일과 수요일 오전 6시에 날씨 정보를 스피커로 알려줘.,"At 6 AM on Mondays and Wednesdays, announce the weather information through the speaker.","{""name"": """", 
""cron"": ""0 6 * * 1,3"", 
""period"": 0, 
""script"": ""\n(#Speaker).Speak(\""현재 날씨는 \"" + (#WeatherProvider).Weather + \""입니다\"")""}",,"{""name"": """", 
""cron"": ""0 6 * * 1,3"", 
""period"": 0, 
""script"": ""\n(#Speaker).Speaker_Speak(\""현재 날씨는 \"" + (#WeatherProvider).WeatherProvider_Weather + \""입니다\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
12,7,1시간마다 스피커 볼륨을 10씩 올려줘.,"Every hour, increase the speaker volume by 10.","{""name"": """", 
""cron"": """", 
""period"": 3600000, 
""script"": ""\nnew = (#Speaker).Volume + 10\n\nif (new > 100) {\n\n    new = 100\n\n}\n\n(#Speaker).SetVolume(new)""}",,"{""name"": """", 
""cron"": """", 
""period"": 3600000, 
""script"": ""\nnew = (#Speaker).Speaker_Volume + 10\n\nif (new > 100) {\n\n    new = 100\n\n}\n\n(#Speaker).Speaker_SetVolume(new)""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
13,7,"월요일 아침 8시마다 금고와 도어락이 모두 잠겨있으면 스피커로 ""안전합니다""라고 말해줘.","Every Monday at 8 AM, if both the safe and the door lock are locked, say 'It is safe' through the speaker","{""name"": """", 
""cron"": ""0 8 * * 1"", 
""period"": 0, 
""script"": ""\nif ((#Safe).SafeState == \""locked\"" and (#DoorLock).DoorLockState == \""locked\"") {\n\n    (#Speaker).Speak(\""안전합니다\"")\n\n}""}",,"{""name"": """", 
""cron"": ""0 8 * * 1"", 
""period"": 0, 
""script"": ""\nif ((#Safe).Safe_SafeState == \""locked\"" and (#DoorLock).DoorLock_DoorLockState == \""locked\"") {\n\n    (#Speaker).Speaker_Speak(\""안전합니다\"")\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
14,7,저녁 7시부터 10시까지 30분마다 로봇청소기를 체크해서 멈춰있으면 자동 모드로 실행시켜줘.,"Every 30 minutes from 7 PM to 10 PM, check the robot vacuum cleaner and start it in auto mode if it is stopped.","{""name"": """", 
""cron"": ""0,30 19-21 * * *"", 
""period"": 0, 
""script"": ""\nif ((#RobotVacuumCleaner).RobotVacuumCleanerMode == \""stop\"") {\n\n    (#RobotVacuumCleaner).SetRobotVacuumCleanerModeMode(\""auto\"")\n\n}""}",,"{""name"": """", 
""cron"": ""0,30 19-21 * * *"", 
""period"": 0, 
""script"": ""\nif ((#RobotVacuumCleaner).RobotVacuumCleaner_RobotVacuumCleanerMode == \""stop\"") {\n\n    (#RobotVacuumCleaner).RobotVacuumCleaner_SetRobotVacuumCleanerModeMode(\""auto\"")\n\n}""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
15,7,정오마다 301동 식당의 점심 메뉴를 스피커로 말해줘.,"At noon every day, announce the lunch menu of the 301 building cafeteria through the speaker.","{""name"": """", 
""cron"": ""0 12 * * *"", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).GetMenu(\""오늘 301동식당 점심\"")\n\n(#Speaker).Speak(\""오늘 301동식당의 점심 메뉴는\"" + menu + \""입니다\"")""}",,"{""name"": """", 
""cron"": ""0 12 * * *"", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).MenuProvider_GetMenu(\""오늘 301동식당 점심\"")\n\n(#Speaker).Speaker_Speak(\""오늘 301동식당의 점심 메뉴는\"" + menu + \""입니다\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
16,7,오후 6시에 학생 식당의 저녁 메뉴를 스피커로 알려줘.,"At 6 PM every day, announce the dinner menu of the student cafeteria through the speaker.","{""name"": """", 
""cron"": ""0 18 * * *"", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).GetMenu(\""오늘 학생식당 저녁\"")\n\n(#Speaker).Speak(\""오늘 학생 식당의 저녁 메뉴는\"" + menu + \""입니다\"")""}",,"{""name"": """", 
""cron"": ""0 18 * * *"", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).MenuProvider_GetMenu(\""오늘 학생식당 저녁\"")\n\n(#Speaker).Speaker_Speak(\""오늘 학생 식당의 저녁 메뉴는\"" + menu + \""입니다\"")""}",version0_6,,,,,,,,,,,,,,,,,,,,,,,,
