model_key,category,generation,genome_id,failure_reason,failure_count,feedback_rule_candidates,validation_avg_det_score,validation_det_pass_rate
llama31_8b,3,10,clone-248a6aa7-e1a1-3c12-2cdf-e3adc7ac69b5,unknown_service:charger_switch_off,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | When a sensor value is read for a command, pass or use that value in the downstream action. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Match argument count, type, unit, and enum values exactly from service_list_snippet. | Remove unrelated helper actions and duplicate service calls. | Copy numeric literals and units from the command exactly after unit conversion. | Resolve every member token from service_list_snippet.service/canonical_name before emitting code. | Do not shorten canonical member names; use the provided category-prefixed service token, then lowercase it.",56.4302,25.0
llama31_8b,4,1,gene-223a9ceb-a221-372b-2e87-c015d4ded577,gt_mismatch,3,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | The final answer must be a raw JSON object only; no markdown, prose, or code fences. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",65.5457,50.0
llama31_8b,4,1,gene-223a9ceb-a221-372b-2e87-c015d4ded577,extraneous,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | The final answer must be a raw JSON object only; no markdown, prose, or code fences. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",65.5457,50.0
llama31_8b,4,1,gene-223a9ceb-a221-372b-2e87-c015d4ded577,gt_receiver_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | The final answer must be a raw JSON object only; no markdown, prose, or code fences. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",65.5457,50.0
llama31_8b,4,1,gene-223a9ceb-a221-372b-2e87-c015d4ded577,gt_service_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | The final answer must be a raw JSON object only; no markdown, prose, or code fences. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",65.5457,50.0
llama31_8b,4,1,gene-223a9ceb-a221-372b-2e87-c015d4ded577,invalid_json,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | The final answer must be a raw JSON object only; no markdown, prose, or code fences. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",65.5457,50.0
llama31_8b,4,2,mut-a2158ffc-1f5e-7658-8ea4-b6d5285cbc62,gt_mismatch,4,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,2,mut-a2158ffc-1f5e-7658-8ea4-b6d5285cbc62,extraneous,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,2,mut-a2158ffc-1f5e-7658-8ea4-b6d5285cbc62,gt_receiver_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,2,mut-a2158ffc-1f5e-7658-8ea4-b6d5285cbc62,gt_service_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,2,mut-a2158ffc-1f5e-7658-8ea4-b6d5285cbc62,semantic,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,3,clone-55ebd790-3351-be5c-2ee7-530f9bfb951a,gt_mismatch,4,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,3,clone-55ebd790-3351-be5c-2ee7-530f9bfb951a,extraneous,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,3,clone-55ebd790-3351-be5c-2ee7-530f9bfb951a,gt_receiver_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,3,clone-55ebd790-3351-be5c-2ee7-530f9bfb951a,gt_service_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,3,clone-55ebd790-3351-be5c-2ee7-530f9bfb951a,semantic,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,4,clone-55ebd790-3351-be5c-2ee7-530f9bfb951a,gt_mismatch,4,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,4,clone-55ebd790-3351-be5c-2ee7-530f9bfb951a,extraneous,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,4,clone-55ebd790-3351-be5c-2ee7-530f9bfb951a,gt_receiver_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,4,clone-55ebd790-3351-be5c-2ee7-530f9bfb951a,gt_service_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,4,clone-55ebd790-3351-be5c-2ee7-530f9bfb951a,semantic,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.0576,75.0
llama31_8b,4,5,mut-d0b91ca5-4db1-ed77-585f-fbf89417433f,gt_mismatch,4,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,5,mut-d0b91ca5-4db1-ed77-585f-fbf89417433f,extraneous,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,5,mut-d0b91ca5-4db1-ed77-585f-fbf89417433f,gt_receiver_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,5,mut-d0b91ca5-4db1-ed77-585f-fbf89417433f,gt_service_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,5,mut-d0b91ca5-4db1-ed77-585f-fbf89417433f,semantic,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,6,clone-7403f93e-6968-6ebb-fc82-7a4c73ca1e60,gt_mismatch,4,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,6,clone-7403f93e-6968-6ebb-fc82-7a4c73ca1e60,extraneous,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,6,clone-7403f93e-6968-6ebb-fc82-7a4c73ca1e60,gt_receiver_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,6,clone-7403f93e-6968-6ebb-fc82-7a4c73ca1e60,gt_service_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,6,clone-7403f93e-6968-6ebb-fc82-7a4c73ca1e60,semantic,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,7,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,gt_mismatch,4,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,7,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,extraneous,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,7,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,gt_receiver_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,7,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,gt_service_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,7,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,semantic,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,8,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,gt_mismatch,4,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,8,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,extraneous,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,8,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,gt_receiver_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,8,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,gt_service_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,8,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,semantic,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,9,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,gt_mismatch,4,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,9,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,extraneous,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,9,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,gt_receiver_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,9,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,gt_service_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,9,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,semantic,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,10,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,gt_mismatch,4,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,10,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,extraneous,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,10,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,gt_receiver_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,10,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,gt_service_coverage,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,4,10,clone-1f7e3488-e9f4-0ef8-f14f-40af0ff0e60a,semantic,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Prefer the smallest action sequence that directly matches the natural command verb and target. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects.",89.2451,75.0
llama31_8b,5,1,gene-0ff566e4-b7cd-a666-0fa9-8505c3e4f2cc,gt_mismatch,4,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Prefer the smallest action sequence that directly matches the natural command verb and target.",67.3036,50.0
llama31_8b,5,1,gene-0ff566e4-b7cd-a666-0fa9-8505c3e4f2cc,numeric_grounding,3,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Prefer the smallest action sequence that directly matches the natural command verb and target.",67.3036,50.0
llama31_8b,5,1,gene-0ff566e4-b7cd-a666-0fa9-8505c3e4f2cc,enum_grounding,2,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Prefer the smallest action sequence that directly matches the natural command verb and target.",67.3036,50.0
llama31_8b,5,1,gene-0ff566e4-b7cd-a666-0fa9-8505c3e4f2cc,extraneous,2,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Prefer the smallest action sequence that directly matches the natural command verb and target.",67.3036,50.0
llama31_8b,5,1,gene-0ff566e4-b7cd-a666-0fa9-8505c3e4f2cc,gt_receiver_coverage,2,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Prefer the smallest action sequence that directly matches the natural command verb and target.",67.3036,50.0
llama31_8b,5,1,gene-0ff566e4-b7cd-a666-0fa9-8505c3e4f2cc,gt_service_coverage,2,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Prefer the smallest action sequence that directly matches the natural command verb and target.",67.3036,50.0
llama31_8b,5,1,gene-0ff566e4-b7cd-a666-0fa9-8505c3e4f2cc,semantic,2,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Remove unrelated helper actions and duplicate service calls. | Preserve all receiver tags and all(...) group receivers when the command addresses groups. | Include every service family implied by the command, including both sensor reads and actuator effects. | Prefer the smallest action sequence that directly matches the natural command verb and target.",67.3036,50.0
llama31_8b,5,2,mut-f091f1e6-6fbb-efc0-e13d-05b3ebe04188,gt_mismatch,3,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Prefer the smallest action sequence that directly matches the natural command verb and target.",89.6394,75.0
llama31_8b,5,2,mut-f091f1e6-6fbb-efc0-e13d-05b3ebe04188,numeric_grounding,3,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Prefer the smallest action sequence that directly matches the natural command verb and target.",89.6394,75.0
llama31_8b,5,2,mut-f091f1e6-6fbb-efc0-e13d-05b3ebe04188,enum_grounding,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Prefer the smallest action sequence that directly matches the natural command verb and target.",89.6394,75.0
llama31_8b,5,2,mut-f091f1e6-6fbb-efc0-e13d-05b3ebe04188,semantic,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Prefer the smallest action sequence that directly matches the natural command verb and target.",89.6394,75.0
llama31_8b,5,3,clone-9d56b694-c1f1-0482-71e9-f869484dc1ad,gt_mismatch,3,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Prefer the smallest action sequence that directly matches the natural command verb and target.",89.6394,75.0
llama31_8b,5,3,clone-9d56b694-c1f1-0482-71e9-f869484dc1ad,numeric_grounding,3,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Prefer the smallest action sequence that directly matches the natural command verb and target.",89.6394,75.0
llama31_8b,5,3,clone-9d56b694-c1f1-0482-71e9-f869484dc1ad,enum_grounding,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Prefer the smallest action sequence that directly matches the natural command verb and target.",89.6394,75.0
llama31_8b,5,3,clone-9d56b694-c1f1-0482-71e9-f869484dc1ad,semantic,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Prefer the smallest action sequence that directly matches the natural command verb and target.",89.6394,75.0
llama31_8b,5,4,mut-b6aaf82d-3f09-3fb6-bf7c-07a7add31469,gt_mismatch,3,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Prefer the smallest action sequence that directly matches the natural command verb and target.",89.6517,75.0
llama31_8b,5,4,mut-b6aaf82d-3f09-3fb6-bf7c-07a7add31469,numeric_grounding,3,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Prefer the smallest action sequence that directly matches the natural command verb and target.",89.6517,75.0
llama31_8b,5,4,mut-b6aaf82d-3f09-3fb6-bf7c-07a7add31469,enum_grounding,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Prefer the smallest action sequence that directly matches the natural command verb and target.",89.6517,75.0
llama31_8b,5,4,mut-b6aaf82d-3f09-3fb6-bf7c-07a7add31469,semantic,1,"Preserve GT-style temporal structure, receiver tags, service ordering, and literals. | Copy numeric literals and units from the command exactly after unit conversion. | Use only enum strings that appear in service_list_snippet for the selected service. | Prefer the smallest action sequence that directly matches the natural command verb and target.",89.6517,75.0
