row_no,category,row_category,command_eng,command_kor,gt,gt_name,gt_cron,gt_period,gt_code,warmup_excluded,qwen25_coder_7b__det_score,qwen25_coder_7b__det_pass,qwen25_coder_7b__det_profile,qwen25_coder_7b__det_gt_exact,qwen25_coder_7b__det_gt_similarity,qwen25_coder_7b__det_gt_service_coverage,qwen25_coder_7b__det_gt_service_precision,qwen25_coder_7b__det_gt_receiver_coverage,qwen25_coder_7b__det_dataflow_score,qwen25_coder_7b__det_numeric_grounding,qwen25_coder_7b__det_enum_grounding,qwen25_coder_7b__failure_reasons,qwen25_coder_7b__output,qwen25_coder_7b__output_name,qwen25_coder_7b__output_cron,qwen25_coder_7b__output_period,qwen25_coder_7b__output_code,qwen25_coder_7b__prompt_chars,qwen25_coder_7b__prompt_tokens,qwen25_coder_7b__completion_tokens,qwen25_coder_7b__total_tokens,qwen25_coder_7b__llm_latency_sec,qwen25_coder_7b__total_pipeline_sec,qwen25_coder_7b__tokens_per_sec,qwen25_coder_7b__peak_vram_gb,qwen25_coder_7b__generation_error_type,qwen25_coder_7b__oom_flag,qwen25_coder_7b__worker_python,qwen25_coder_7b__resolved_model_path,qwen25_coder_7b__service_list_snippet_source,qwen25_coder_7b__service_list_device_count,qwen25_coder_7b__service_list_retrieval_status,qwen25_coder_7b__service_list_retrieval_mode,qwen25_coder_7b__service_list_retrieval_topk,qwen25_coder_7b__service_list_retrieval_categories,qwen25_coder_7b__prompt_render_mode,qwen25_coder_7b__prompt_assets_dir,qwen25_coder_7b__warmup_excluded,qwen25_coder_7b__row_category
179,6,6,"If the motion is detected in the guest room and the air conditioner is off, set the air conditioner to auto mode and set the target temperature to 24.","게스트룸에 움직임이 감지되고 있고 에어컨이 꺼져 있으면, 에어컨을 자동 모드로 설정하고 목표 온도를 24도로 설정해줘.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#GuestRoom #MotionSensor).motionsensor_motion == true and (#GuestRoom #AirConditioner).switch_switch == false) {\n\n    (#GuestRoom #AirConditioner).airconditioner_setairconditionermode(\""auto\"")\n\n    (#GuestRoom #AirConditioner).airconditioner_settargettemperature(24)\n\n}""}",,,0,"
if ((#GuestRoom #MotionSensor).motionsensor_motion == true and (#GuestRoom #AirConditioner).switch_switch == false) {

    (#GuestRoom #AirConditioner).airconditioner_setairconditionermode(""auto"")

    (#GuestRoom #AirConditioner).airconditioner_settargettemperature(24)

}",False,91.5848,True,strict,False,0.995527,1.0,1.0,1.0,1.0,1.0,1.0,"[""extraneous"", ""gt_mismatch"", ""precondition""]","{""name"":""SetACAutoAndTemp"",""cron"":"""",""period"":0,""code"":""if ((#GuestRoom #MotionSensor).motionsensor_motion == true && (#GuestRoom #AirConditioner).switch_switch == false) {\n    (#GuestRoom #AirConditioner).airconditioner_setairconditionermode(\""auto\"")\n    (#GuestRoom #AirConditioner).airconditioner_settargettemperature(24)\n}""}",SetACAutoAndTemp,,0,"if ((#GuestRoom #MotionSensor).motionsensor_motion == true && (#GuestRoom #AirConditioner).switch_switch == false) {
    (#GuestRoom #AirConditioner).airconditioner_setairconditionermode(""auto"")
    (#GuestRoom #AirConditioner).airconditioner_settargettemperature(24)
}",51880,12638,109,12747,3.2599,5.1145,3910.2426,16.5515,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,connected_devices_only,2,skipped_connected_devices_present,hybrid,10,[],blocks,,False,6
180,6,6,"If the living room light is on and the illuminance is 50 lux or higher, close the living room blind and set the AC to auto mode.","거실 조명이 켜져 있고 조도가 50 럭스 이상이면, 거실 블라인드를 닫고 에어컨을 자동 모드로 설정해줘.","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#LivingRoom #Light).switch_switch == true and (#LivingRoom #LightSensor).lightsensor_brightness >= 50) {\n\n    (#LivingRoom #Blind).windowcovering_downorclose()\n\n    (#LivingRoom #AirConditioner).airconditioner_setairconditionermode(\""auto\"")\n\n}""}",,,0,"
if ((#LivingRoom #Light).switch_switch == true and (#LivingRoom #LightSensor).lightsensor_brightness >= 50) {

    (#LivingRoom #Blind).windowcovering_downorclose()

    (#LivingRoom #AirConditioner).airconditioner_setairconditionermode(""auto"")

}",False,69.9,False,strict,False,0.888971,0.75,1.0,0.75,1.0,1.0,1.0,"[""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""precondition""]","{""name"":""CloseLivingRoomBlindAndSetACAuto"",""cron"":"""",""period"":0,""code"":""if ((#LivingRoom #LightSensor).lightsensor_brightness >= 50) {\n    (#LivingRoom #Blind).windowcovering_downorclose()\n    (#LivingRoom #AirConditioner).airconditioner_setairconditionermode(\""auto\"")\n}""}",CloseLivingRoomBlindAndSetACAuto,,0,"if ((#LivingRoom #LightSensor).lightsensor_brightness >= 50) {
    (#LivingRoom #Blind).windowcovering_downorclose()
    (#LivingRoom #AirConditioner).airconditioner_setairconditionermode(""auto"")
}",66127,15503,95,15598,3.2805,5.1449,4754.763,17.0852,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,connected_devices_only,4,skipped_connected_devices_present,hybrid,10,[],blocks,,False,6
181,7,7,"Every 10 minutes, if the temperature is 30 degrees or higher, set the air conditioner to cool mode.",10분마다 확인해서 온도가 30도 이상이면 에어컨을 쿨모드로 설정해줘.,"{""name"": """", 
""cron"": """", 
""period"": 600000, 
""script"": ""\nif ((#TemperatureSensor).temperaturesensor_temperature >= 30) {\n\n    (#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n\n}""}",,,600000,"
if ((#TemperatureSensor).temperaturesensor_temperature >= 30) {

    (#AirConditioner).airconditioner_setairconditionermode(""cool"")

}",False,57.9056,False,strict,False,0.578261,0.5,1.0,0.5,0.0,0.0,1.0,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""semantic""]","{""name"":""SetAirConditionerCoolMode"",""cron"":"""",""period"":0,""code"":""(#AirConditioner).airconditioner_setairconditionermode(\""cool\"")""}",SetAirConditionerCoolMode,,0,"(#AirConditioner).airconditioner_setairconditionermode(""cool"")",193767,41961,53,42014,6.2354,8.0934,6737.9799,22.0196,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
182,7,7,"Every 30 minutes, if the temperature is 20 degrees or higher and below 30 degrees, set the air conditioner to auto mode; if it is 30 degrees or higher, set it to cool mode.","30분마다 체크해서 온도가 20도 이상, 30도 미만이면 에어컨을 자동모드로 설정하고, 30도 이상이면 쿨모드로 설정해줘.","{""name"": """", 
""cron"": """", 
""period"": 1800000, 
""script"": ""\ntemp = (#TemperatureSensor).temperaturesensor_temperature\n\nif (temp >= 20 and temp < 30) {\n\n    (#AirConditioner).airconditioner_setairconditionermode(\""auto\"")\n\n} else if (temp >= 30) {\n\n    (#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n\n}""}",,,1800000,"
temp = (#TemperatureSensor).temperaturesensor_temperature

if (temp >= 20 and temp < 30) {

    (#AirConditioner).airconditioner_setairconditionermode(""auto"")

} else if (temp >= 30) {

    (#AirConditioner).airconditioner_setairconditionermode(""cool"")

}",False,91.1575,True,strict,False,0.764828,1.0,1.0,1.0,1.0,0.666667,0.5,"[""enum_grounding"", ""gt_mismatch"", ""numeric_grounding""]","{""name"":""AdjustAirConditionerBasedOnTemperature"",""cron"":"""",""period"":1800000,""code"":""prev_temp := (#TemperatureSensor).temperaturesensor_temperature\ncurr_temp = (#TemperatureSensor).temperaturesensor_temperature\nif (curr_temp >= 30) {\n    if (prev_temp < 30) {\n        (#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n    }\n} else {\n    if (prev_temp >= 30) {\n        (#AirConditioner).airconditioner_setairconditionermode(\""auto\"")\n    }\n}\nprev_temp = curr_temp""}",AdjustAirConditionerBasedOnTemperature,,1800000,"prev_temp := (#TemperatureSensor).temperaturesensor_temperature
curr_temp = (#TemperatureSensor).temperaturesensor_temperature
if (curr_temp >= 30) {
    if (prev_temp < 30) {
        (#AirConditioner).airconditioner_setairconditionermode(""cool"")
    }
} else {
    if (prev_temp >= 30) {
        (#AirConditioner).airconditioner_setairconditionermode(""auto"")
    }
}
prev_temp = curr_temp",193869,42007,155,42162,8.7843,10.6377,4799.6995,22.0304,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
183,7,7,Lock the doorlock every day at midnight.,매일 자정에 도어락을 잠궈줘.,"{""name"": """", 
""cron"": ""0 0 * * *"", 
""period"": 0, 
""script"": ""\n(#DoorLock).doorlock_lock()""}",,0 0 * * *,0,"
(#DoorLock).doorlock_lock()",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""LockDoorlockMidnight"",""cron"":""0 0 * * *"",""period"":0,""code"":""(#DoorLock).doorlock_lock()""}",LockDoorlockMidnight,0 0 * * *,0,(#DoorLock).doorlock_lock(),193685,41927,50,41977,6.1811,8.0414,6791.186,22.0146,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
184,7,7,"On weekends at 3 PM, check for leakage; if detected, set the siren to emergency mode.",주말 오후 3시에 누수를 체크해서 감지되면 긴급 사이렌을 울려줘.,"{""name"": """", 
""cron"": ""0 15 * * 6,7"", 
""period"": 0, 
""script"": ""\nif ((#LeakSensor).leaksensor_leakage == true) {\n\n    (#Siren).siren_setsirenmode(\""emergency\"")\n}""}",,"0 15 * * 6,7",0,"
if ((#LeakSensor).leaksensor_leakage == true) {

    (#Siren).siren_setsirenmode(""emergency"")
}",False,58.3722,False,strict,False,0.641102,0.5,1.0,0.5,0.0,1.0,0.0,"[""dataflow"", ""enum_grounding"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic""]","{""name"":""CheckForLeakAndActivateSiren"",""cron"":"""",""period"":0,""code"":""wait until ((#BoilerRoom #LeakSensor).leaksensor_leakage == true)\nsiren_setsirenmode(\""emergency\"")""}",CheckForLeakAndActivateSiren,,0,"wait until ((#BoilerRoom #LeakSensor).leaksensor_leakage == true)
siren_setsirenmode(""emergency"")",193750,41955,68,42023,6.612,8.4742,6355.5656,22.0189,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
185,7,7,Set the rice cooker to reheating mode every morning at 7 AM.,매일 아침 7시에 밥솥을 재가열 모드로 설정해줘.,"{""name"": """", 
""cron"": ""0 7 * * *"", 
""period"": 0, 
""script"": ""\n(#RiceCooker).ricecooker_setricecookermode(\""reheating\"")""}",,0 7 * * *,0,"
(#RiceCooker).ricecooker_setricecookermode(""reheating"")",False,52.1606,False,strict,False,0.517826,0.0,0.0,0.0,1.0,1.0,0.0,"[""enum_grounding"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic""]","{""name"":""SetRiceCookerToReheatingMode"",""cron"":"""",""period"":0,""code"":""(#RiceCooker).ricecooker_setcookingparameters(\""reheating\"", 0)""}",SetRiceCookerToReheatingMode,,0,"(#RiceCooker).ricecooker_setcookingparameters(""reheating"", 0)",193716,41941,61,42002,6.4553,8.3265,6506.5915,22.0189,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
186,7,7,"Every 30 minutes on weekend afternoons, set the robot vacuum cleaner to auto mode.",주말 오후에 30분마다 로봇청소기를 자동모드로 작동시켜줘.,"{""name"": """", 
""cron"": ""0 12 * * 6,7"", 
""period"": 1800000, 
""script"": ""\nif ((#Clock).clock_hour == 0) {\n\n    break\n\n}\n\n(#RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(\""auto\"")""}",,"0 12 * * 6,7",1800000,"
if ((#Clock).clock_hour == 0) {

    break

}

(#RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(""auto"")",False,100.0,True,strict,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],"{""name"":""SetRobotVacuumCleanerModeAuto"",""cron"":""0 12 * * 6,7"",""period"":1800000,""code"":""if ((#Clock).clock_hour == 0) {\n    break\n}\n\n(#RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(\""auto\"")""}",SetRobotVacuumCleanerModeAuto,"0 12 * * 6,7",1800000,"if ((#Clock).clock_hour == 0) {
    break
}

(#RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(""auto"")",193743,41949,62,42011,6.4792,8.3569,6483.9795,22.0189,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
187,7,7,"From 10 PM to midnight every 10 minutes, sound the emergency siren.",밤10시부터 자정까지 10분마다 긴급 사이렌을 울려줘.,"{""name"": """", 
""cron"": ""0 22 * * *"", 
""period"": 600000, 
""script"": ""\nif ((#Clock).clock_hour == 0) {\n\n    break\n\n}\n\n(#Siren).siren_setsirenmode(\""emergency\"")""}",,0 22 * * *,600000,"
if ((#Clock).clock_hour == 0) {

    break

}

(#Siren).siren_setsirenmode(""emergency"")",False,88.0986,True,strict,False,0.703061,1.0,0.666667,1.0,1.0,0.75,1.0,"[""extraneous"", ""gt_mismatch"", ""numeric_grounding"", ""semantic""]","{""name"":""SoundEmergencySirenFrom10PMToMidnight"",""cron"":"""",""period"":600000,""code"":""if ((#Clock).clock_hour == 22) {\n    (#Siren).siren_setsirenmode(\""emergency\"")\n} else if ((#Clock).clock_hour == 0) {\n    (#Siren).switch_off()\n}""}",SoundEmergencySirenFrom10PMToMidnight,,600000,"if ((#Clock).clock_hour == 22) {
    (#Siren).siren_setsirenmode(""emergency"")
} else if ((#Clock).clock_hour == 0) {
    (#Siren).switch_off()
}",193726,41948,100,42048,7.408,9.2798,5676.0259,22.0186,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
188,7,7,"On weekdays from 8 AM to midnight every hour, capture an image with the camera.",평일 오전 8시부터 자정까지 한 시간마다 카메라로 사진을 찍어줘.,"{""name"": """", 
""cron"": ""0 0,8-23 * * 1-5"", 
""period"": 0, 
""script"": ""\n(#Camera).camera_captureimage()""}",,"0 0,8-23 * * 1-5",0,"
(#Camera).camera_captureimage()",False,93.5,True,strict,False,0.85,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch"", ""semantic""]","{""name"":""CaptureImageAt8AM"",""cron"":""0 8 * * 1-5"",""period"":0,""code"":""(#Camera).camera_captureimage()""}",CaptureImageAt8AM,0 8 * * 1-5,0,(#Camera).camera_captureimage(),193744,41949,52,42001,6.242,8.1063,6728.7728,22.0186,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
189,7,7,"When the new year begins, make the arm robot say hello.",새해가 되면 로봇팔로 인사해줘.,"{""name"": """", 
""cron"": ""0 0 1 1 *"", 
""period"": 0, 
""script"": ""\n(#ArmRobot).armrobot_hello()""}",,0 0 1 1 *,0,"
(#ArmRobot).armrobot_hello()",False,94.3,True,strict,False,0.85,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch"", ""semantic""]","{""name"":""MakeArmRobotSayHelloAtNewYear"",""cron"":"""",""period"":0,""code"":""(#ArmRobot).armrobot_hello()""}",MakeArmRobotSayHelloAtNewYear,,0,(#ArmRobot).armrobot_hello(),193701,41931,46,41977,6.0885,7.9725,6894.4732,22.0179,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
190,7,7,"On weekdays at 7 AM, start the rice cooker in auto-cleaning mode.",평일 오전 7시에 밥솥을 자동청소 모드로 작동해줘.,"{""name"": """", 
""cron"": ""0 7 * * 1-5"", 
""period"": 0, 
""script"": ""\n(#RiceCooker).ricecooker_setricecookermode(\""autoClean\"")""}",,0 7 * * 1-5,0,"
(#RiceCooker).ricecooker_setricecookermode(""autoClean"")",False,51.7182,False,strict,False,0.493636,0.0,0.0,0.0,1.0,1.0,0.0,"[""enum_grounding"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic""]","{""name"":""StartRiceCookerAutoCleaning"",""cron"":"""",""period"":0,""code"":""(#RiceCooker).ricecooker_setcookingparameters(\""auto\"", 0)""}",StartRiceCookerAutoCleaning,,0,"(#RiceCooker).ricecooker_setcookingparameters(""auto"", 0)",193722,41945,56,42001,6.3418,8.2444,6622.8831,22.0185,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
191,7,7,"At 6 AM on Mondays and Wednesdays, announce the weather information through the speaker.",월요일과 수요일 오전 6시에 날씨 정보를 스피커로 알려줘.,"{""name"": """", 
""cron"": ""0 6 * * 1,3"", 
""period"": 0, 
""script"": ""\n(#Speaker).speaker_speak(\""현재 날씨는 \"" + (#WeatherProvider).weatherprovider_weather + \""입니다\"")""}",,"0 6 * * 1,3",0,"
(#Speaker).speaker_speak(""현재 날씨는 "" + (#WeatherProvider).weatherprovider_weather + ""입니다"")",False,46.5076,False,strict,False,0.381522,0.0,0.0,0.0,0.2,1.0,1.0,"[""dataflow"", ""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic""]","{""name"":""AnnounceWeather"",""cron"":"""",""period"":0,""code"":""(#WeatherProvider).weatherprovider_getweatherinfo(0, 0)\nspeaker_speak((#WeatherProvider).weatherprovider_temperatureweather + \""°C, \"" + (#WeatherProvider).weatherprovider_humidityweather + \""% Humidity\"")""}",AnnounceWeather,,0,"(#WeatherProvider).weatherprovider_getweatherinfo(0, 0)
speaker_speak((#WeatherProvider).weatherprovider_temperatureweather + ""°C, "" + (#WeatherProvider).weatherprovider_humidityweather + ""% Humidity"")",193749,41951,83,42034,6.9919,8.8906,6011.8137,22.0189,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
192,7,7,"Every hour, increase the speaker volume by 10.",1시간마다 스피커 볼륨을 10씩 올려줘.,"{""name"": """", 
""cron"": """", 
""period"": 3600000, 
""script"": ""\nnew = (#Speaker).speaker_volume + 10\n\nif (new > 100) {\n\n    new = 100\n\n}\n\n(#Speaker).speaker_setvolume(new)""}",,,3600000,"
new = (#Speaker).speaker_volume + 10

if (new > 100) {

    new = 100

}

(#Speaker).speaker_setvolume(new)",False,69.9,False,strict,False,0.82,1.0,1.0,1.0,1.0,0.333333,1.0,"[""arg_type"", ""gt_mismatch"", ""numeric_grounding""]","{""name"":""IncreaseSpeakerVolumeEveryHour"",""cron"":"""",""period"":3600000,""code"":""prev := (#Speaker).speaker_volume\ncurr = (#Speaker).speaker_volume\nif (prev == 0 and curr == 0) {\n    (#Speaker).speaker_setvolume(curr + 10)\n}\nprev = curr""}",IncreaseSpeakerVolumeEveryHour,,3600000,"prev := (#Speaker).speaker_volume
curr = (#Speaker).speaker_volume
if (prev == 0 and curr == 0) {
    (#Speaker).speaker_setvolume(curr + 10)
}
prev = curr",193697,41938,92,42030,7.2249,9.0886,5817.3816,22.0182,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
193,7,7,"Every Monday at 8 AM, if both the safe and the door lock are locked, say 'It is safe' through the speaker","월요일 아침 8시마다 금고와 도어락이 모두 잠겨있으면 스피커로 ""안전합니다""라고 말해줘.","{""name"": """", 
""cron"": ""0 8 * * 1"", 
""period"": 0, 
""script"": ""\nif ((#Safe).safe_safestate == \""locked\"" and (#DoorLock).doorlock_doorlockstate == \""locked\"") {\n\n    (#Speaker).speaker_speak(\""안전합니다\"")\n\n}""}",,0 8 * * 1,0,"
if ((#Safe).safe_safestate == ""locked"" and (#DoorLock).doorlock_doorlockstate == ""locked"") {

    (#Speaker).speaker_speak(""안전합니다"")

}",False,69.9,False,strict,False,0.617712,0.666667,1.0,0.666667,1.0,1.0,1.0,"[""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic"", ""service_match"", ""unknown_service:doorlock_state""]","{""name"":""CheckSafeAndDoorLockThenSpeak"",""cron"":"""",""period"":0,""code"":""safe_state = (#Safe).safe_safestate\ndoorsensor_state = (#DoorLock).doorlock_state\nif (safe_state == \""closed\"" and doorsensor_state == \""closed\"") {\n    (#Speaker).speaker_speak(\""안전합니다\"")\n}""}",CheckSafeAndDoorLockThenSpeak,,0,"safe_state = (#Safe).safe_safestate
doorsensor_state = (#DoorLock).doorlock_state
if (safe_state == ""closed"" and doorsensor_state == ""closed"") {
    (#Speaker).speaker_speak(""안전합니다"")
}",193783,41972,94,42066,7.2571,9.1151,5796.5303,22.0212,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
194,7,7,"Every 30 minutes from 7 PM to 10 PM, check the robot vacuum cleaner and start it in auto mode if it is stopped.",저녁 7시부터 10시까지 30분마다 로봇청소기를 체크해서 멈춰있으면 자동 모드로 실행시켜줘.,"{""name"": """", 
""cron"": ""0,30 19-21 * * *"", 
""period"": 0, 
""script"": ""\nif ((#RobotVacuumCleaner).robotvacuumcleaner_robotvacuumcleanermode == \""stop\"") {\n\n    (#RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(\""auto\"")\n\n}""}",,"0,30 19-21 * * *",0,"
if ((#RobotVacuumCleaner).robotvacuumcleaner_robotvacuumcleanermode == ""stop"") {

    (#RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(""auto"")

}",False,92.7871,True,strict,False,0.728846,1.0,1.0,1.0,1.0,1.0,1.0,"[""gt_mismatch"", ""semantic""]","{""name"":""CheckAndStartRobotVacuumCleaner"",""cron"":"""",""period"":1800000,""code"":""prev := (#RobotVacuumCleaner).robotvacuumcleaner_robotvacuumcleanermode\ncurr = (#RobotVacuumCleaner).robotvacuumcleaner_robotvacuumcleanermode\nif (prev == \""stop\"" and curr == \""auto\"") {\n    (#RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(\""auto\"")\n}\nprev = curr""}",CheckAndStartRobotVacuumCleaner,,1800000,"prev := (#RobotVacuumCleaner).robotvacuumcleaner_robotvacuumcleanermode
curr = (#RobotVacuumCleaner).robotvacuumcleaner_robotvacuumcleanermode
if (prev == ""stop"" and curr == ""auto"") {
    (#RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(""auto"")
}
prev = curr",193791,41974,134,42108,8.2567,10.1147,5099.8583,22.0215,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
195,7,7,"At noon every day, announce the lunch menu of the 301 building cafeteria through the speaker.",정오마다 301동 식당의 점심 메뉴를 스피커로 말해줘.,"{""name"": """", 
""cron"": ""0 12 * * *"", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).menuprovider_getmenu(\""오늘 301동식당 점심\"")\n\n(#Speaker).speaker_speak(\""오늘 301동식당의 점심 메뉴는\"" + menu + \""입니다\"")""}",,0 12 * * *,0,"
menu = (#MenuProvider).menuprovider_getmenu(""오늘 301동식당 점심"")

(#Speaker).speaker_speak(""오늘 301동식당의 점심 메뉴는"" + menu + ""입니다"")",False,69.9,False,strict,False,0.676942,0.5,1.0,0.5,1.0,0.75,1.0,"[""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""numeric_grounding"", ""semantic""]","{""name"":""AnnounceLunchMenu301Building"",""cron"":"""",""period"":0,""code"":""menu = (#MenuProvider).menuprovider_getmenu(\""오늘 301동식당 점심\"")\nspeaker_speak(\""오늘의 메뉴는 \"" + menu + \""입니다\"")""}",AnnounceLunchMenu301Building,,0,"menu = (#MenuProvider).menuprovider_getmenu(""오늘 301동식당 점심"")
speaker_speak(""오늘의 메뉴는 "" + menu + ""입니다"")",193752,41953,84,42037,7.0252,8.8755,5983.7442,22.0188,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
196,7,7,"At 6 PM every day, announce the dinner menu of the student cafeteria through the speaker.",오후 6시에 학생 식당의 저녁 메뉴를 스피커로 알려줘.,"{""name"": """", 
""cron"": ""0 18 * * *"", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).menuprovider_getmenu(\""오늘 학생식당 저녁\"")\n\n(#Speaker).speaker_speak(\""오늘 학생 식당의 저녁 메뉴는\"" + menu + \""입니다\"")""}",,0 18 * * *,0,"
menu = (#MenuProvider).menuprovider_getmenu(""오늘 학생식당 저녁"")

(#Speaker).speaker_speak(""오늘 학생 식당의 저녁 메뉴는"" + menu + ""입니다"")",False,69.9,False,strict,False,0.627358,0.5,1.0,0.5,1.0,1.0,1.0,"[""gt_mismatch"", ""gt_receiver_coverage"", ""gt_service_coverage"", ""semantic""]","{""name"":""AnnounceStudentDinnerMenu"",""cron"":"""",""period"":0,""code"":""(#MenuProvider).menuprovider_getmenu(\""오늘 학생식당 점심\"")\nspeaker_speak(\""오늘의 메뉴는 \"" + menuprovider_getmenu + \""입니다\"")""}",AnnounceStudentDinnerMenu,,0,"(#MenuProvider).menuprovider_getmenu(""오늘 학생식당 점심"")
speaker_speak(""오늘의 메뉴는 "" + menuprovider_getmenu + ""입니다"")",193748,41950,81,42031,6.9457,8.8017,6051.3699,22.0189,,False,/root/llm/je/bin/python,/root/.cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct,service_schema_fallback,50,assets_unavailable,hybrid,10,[],blocks,,False,7
