index,category_analysis,selected,test_no,command,command_english,connected_devices,options,joi_gt,generated_code_gpt-4.1-mini_cap,response_time_generated_code_gpt-4.1-mini_cap
330,4,1,5,조명이 켜져 있으면 3초 대기 후 조명을 껐다가 3초 뒤 다시 켜 줘.,"If the light is on, wait 3 seconds, turn off the light, and then turn it back on after 3 seconds.",,,"{""name"": ""Scenario7"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Light).switch_switch == \""on\"") {\n  (#Clock).clock_delay(3000)\n  (#Light).switch_off()\n  (#Clock).clock_delay(3000)\n  (#Light).switch_on()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if ((#Light).switch_switch == 'on') {\n(#Clock).clock_delay(3000)\n(#Light).switch_off()\n(#Clock).clock_delay(3000)\n(#Light).switch_on()\n}""}",3.7448 seconds
331,4,1,5,7초 후에 조명을 끄고 5초 뒤 다시 켜 줘.,Turn off the light after 7 seconds and turn it back on after 5 seconds.,,,"{""name"": ""Scenario8"", ""cron"": """", ""period"": -1, ""code"": ""(#Clock).clock_delay(7000)\n(#Light).switch_off()\n(#Clock).clock_delay(5000)\n(#Light).switch_on()""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': '(#Clock).clock_delay(7000)\n(#Light).switch_off()\n(#Clock).clock_delay(5000)\n(#Light).switch_on()'}",2.4378 seconds
332,4,1,5,문이 닫혀 있는데 5초가 지나도 창문이 열려 있지 않으면 블라인드를 열어 줘.,"If the door is closed and the window is not open after 5 seconds, open the blinds.",,,"{""name"": ""Scenario9"", ""cron"": """", ""period"": -1, ""code"": ""if ((#DoorLock).doorControl_door == \""closed\"") {\n  (#Clock).clock_delay(5000)\n  if ((#Window).windowControl_window != \""open\"") {\n      (#Blind).blind_open()\n  }\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if ((#DoorLock).doorControl_door == 'closed') {\n    (#Clock).clock_delay(5000)\n    if ((#Window).windowControl_window != 'open') {\n        (#Blind).blind_open()\n    }\n}""}",3.7095 seconds
333,4,1,5,"커튼이 열린 상태라면 2초 뒤 조명을 50으로 낮추고, 다시 4초 기다려서 꺼 줘.","If the curtains are open, turn the lights down to 50 after 2 seconds, then wait another 4 seconds to turn them off.",,,"{""name"": ""Scenario10"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Curtain).curtain_curtain == \""open\"") {\n  (#Clock).clock_delay(2000)\n  (#Light).switchLevel_setLevel(50,0)\n  (#Clock).clock_delay(4000)\n  (#Light).switch_off()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if ((#Curtain).curtain_curtain == 'open') {\n    (#Clock).clock_delay(2000)\n    (#Light).switchLevel_setLevel(50,0)\n    (#Clock).clock_delay(4000)\n    (#Light).switch_off()\n}""}",3.1969 seconds
334,6,1,6,5초마다 토양 습도를 측정해서 30% 이하이면 급수기를 켜 줘. 만약 그 때 온도가 35도 이상이면 급수기를 끄고 반복도 종료해 줘.,"Measure soil moisture every 5 seconds, and if it is below 30%, turn on the irrigator. If the temperature is above 35 degrees at that time, turn off the irrigator and stop the loop.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""soil = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\ntemp = (#TemperatureSensor).temperatureMeasurement_temperature\nif (soil <= 30.0) {\n  (#Irrigator).switch_on()\n  if (temp >= 35.0) {\n      (#Irrigator).switch_off()\n      break\n  }\n}""}","{'name': 'Scenario', 'cron': '', 'period': 5000, 'code': 'if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 30) {\n    (#Irrigator).switch_on()\n}\nif ((#TemperatureSensor).temperatureMeasurement_temperature >= 35) {\n    (#Irrigator).switch_off()\n    break\n}'}",5.0972 seconds
335,6,1,6,3초 간격으로 조명을 10번 깜빡여 줘. 깜빡일 때마다 확인해서 비 감지 센서가 비를 감지하는 순간 반복을 중단해 줘.,Blink the light 10 times in 3-second intervals. Check after each blink and stop the loop the moment the rain sensor detects rain.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""count := 0\n\nif (count >= 10) {\n  break\n}\n(#Light).switch_toggle()\nrain = (#WeatherProvider).weatherProvider_weather\nif (rain == \""rain\"") {\n  break\n}\ncount = count + 1""}","{'name': 'Scenario', 'cron': '', 'period': 3000, 'code': ""phase := false\nif (phase == false) {\n    wait until((#WeatherProvider).weatherProvider_weather == 'rain')\n    phase = true\n} else {\n    count := 0\n    if (count < 10) {\n        if ((#Light).switch_switch == 'on') {\n            (#Light).switch_off()\n        } else {\n            (#Light).switch_on()\n        }\n        count = count + 1\n    } else {\n        break\n    }\n}""}",9.7470 seconds
336,6,1,6,1초마다 선풍기의 전원을 켜고 끄는 토글 동작을 반복해 줘. 매번 동작 직전에 습도를 확인해서 80% 이상이면 반복을 즉시 중단해 줘.,Repeat the toggle action of powering the fan on and off every second. Check the humidity just before each action and stop the loop immediately if it's above 80%.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""humidity = (#AirQualityDetector).relativeHumidityMeasurement_humidity\nif (humidity >= 80.0) {\n  break\n}\n(#Fan).switch_toggle()""}","{'name': 'Scenario1', 'cron': '', 'period': 1000, 'code': 'if ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80) {\n    break\n}\n(#Fan).switch_toggle()'}",7.4180 seconds
337,6,1,6,5초마다 블라인드를 10퍼센트씩 닫아줘. 더 이상 못 내릴 때까지.,Close the blinds by 10 percent every 5 seconds. Until you can't lower them anymore.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""current_level = (#Blind).blindLevel_blindLevel\nif (current_level <= 10) {\n  (#Blind).blindLevel_setBlindLevel(0)\n  break\n}\nnext_level = current_level - 10\n(#Blind).blindLevel_setBlindLevel(next_level)""}","{'name': 'Scenario', 'cron': '', 'period': 5000, 'code': 'blind_level = (#Blind).blindLevel_blindLevel\nif (blind_level > 0) {\n    new_level = blind_level - 10\n    if (new_level < 0) {\n        new_level = 0\n    }\n    (#Blind).blindLevel_setBlindLevel(new_level)\n} else {\n    break\n}'}",8.8409 seconds
338,6,1,6,"10초마다 관개기를 켰다가 5초 뒤에 꺼 줘. 관개기를 끌 때, 켤 때 모두 확인해서 일조량이 500룩스 이상이면 관개기를 끄고 반복을 종료해 줘.","Turn on the irrigator every 10 seconds and turn it off after 5 seconds. Check the irrigator both on and off, and if the sunlight is above 500 lux, turn off the irrigator and stop the loop.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 10000, ""code"": ""lux = (#LightSensor).lightLevel_light\nif (lux >= 500.0) {\n  (#Irrigator).switch_off()\n  break\n}\n(#Irrigator).switch_on()\n(#Clock).clock_delay(5000)\nlux = (#LightSensor).lightLevel_light\nif (lux >= 500.0) {\n  (#Irrigator).switch_off()\n  break\n}\n(#Irrigator).switch_off()""}","{'name': 'Scenario', 'cron': '', 'period': 10000, 'code': 'if ((#LightSensor).lightLevel_light >= 500) {\n    (#Irrigator).switch_off()\n    break\n}\n(#Irrigator).switch_on()\nif ((#LightSensor).lightLevel_light >= 500) {\n    (#Irrigator).switch_off()\n    break\n}\n(#Clock).clock_delay(5000)\n(#Irrigator).switch_off()'}",10.0956 seconds
339,6,1,6,2초마다 거실 조명을 켰다 껐다 반복해 줘. 조명을 끌 때마다 확인해서 창문이 열려 있는 게 감지되면 반복을 즉시 중단해 줘.,Turn the living room light on and off every two seconds. Check each time it turns off the light and stop the loop immediately if it detects that a window is open.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""(#Light).switch_toggle()\nlight_state = (#Light).switch_switch\nif (light_state == \""off\"") {\n  window_state = (#Window).windowControl_window\n  if (window_state == \""open\"") {\n      break\n  }\n}""}","{'name': 'Scenario', 'cron': '', 'period': 2000, 'code': ""if ((#Light).switch_switch == 'on') {\n    (#Light).switch_off()\n    if ((#Window).windowControl_window == 'open') {\n        break\n    }\n} else {\n    (#Light).switch_on()\n}""}",7.6442 seconds
340,6,1,6,3초마다 텔레비전의 볼륨을 1씩 증가시켜서 5단계가 되면 초기값으로 되돌리는 동작을 반복해 줘. 초기값으로 되돌릴 때 확인해서 움직임이 감지되면 반복을 중단해 줘.,"Every 3 seconds, increase the television volume by 1 level. When it reaches level 5, reset it to the initial value. Repeat this cycle. If motion is detected at the moment of reset, stop the repetition.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""volume := 0\n\nif (volume >= 5) {\n  motion = (#MotionSensor).motionSensor_motion\n  if (motion == \""active\"") {\n      break\n  }\n  volume = 0\n} else {\n  volume = volume + 1\n}\n(#Television).audioVolume_setVolume(volume)""}","{'name': 'Scenario1', 'cron': '', 'period': 3000, 'code': ""volume := 0\nif ((#PresenceSensor).presenceSensor_presence == 'present') {\nbreak\n}\nvolume = volume + 1\nif (volume > 5) {\nvolume = 1\n}\n(#Television).audioVolume_setVolume(volume)""}",9.9022 seconds
341,6,1,6,10초마다 블라인드를 완전히 닫아 줘. 그 때마다 확인해서 TV가 켜져 있으면 즉시 반복을 종료해.,"Every 10 seconds, close the blinds completely. Check each time and end the loop immediately if the TV is on.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 10000, ""code"": ""(#Blind).blind_close()\ntv = (#Television).switch_switch\nif (tv == \""on\"") {\n  break\n}""}","{'name': 'Scenario', 'cron': '', 'period': 10000, 'code': ""(#Blind).blind_close() if ((#Television).switch_switch == 'on') { break }""}",7.0227 seconds
342,6,1,6,"2초마다 알람의 사이렌을 1초간 울렸다 꺼지게 하고, 알람의 사이렌을 울릴 때마다 창문이 닫혀 있는지 확인해서 닫혀 있으면 반복을 중단해 줘.","Every two seconds, turn the alarm siren on for 1 second, then turn it off, and every time it turn on the siren, make sure the window is closed and stop the loop if it is.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""(#Alarm).alarm_siren()\nstate = (#Window).windowControl_window\n(#Clock).clock_delay(1000)\n(#Alarm).alarm_off()\nif (state == \""closed\"") {\n  break\n}""}","{'name': 'Scenario', 'cron': '', 'period': 2000, 'code': ""(#Alarm).alarm_siren()\n(#Clock).clock_delay(1000)\n(#Alarm).alarm_off()\nif ((#Window).windowControl_window == 'closed') {\nbreak\n}""}",11.1079 seconds
343,6,1,6,5초마다 실내 공기청정기를 ‘자동’ 모드로 전환해 줘. 그 때마다 확인해서 창문이 열려 있으면 모든 반복을 종료해 줘.,"Every 5 seconds, switch the room air purifier to 'auto' mode. Check each time and stop the loop if a window is open.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""(#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(\""auto\"")\nstate = (#Window).windowControl_window\nif (state == \""open\"") {\n  break\n}""}","{'name': 'Scenario', 'cron': '', 'period': 5000, 'code': ""if ((#Window).windowControl_window == 'open') {\n    break\n}\n(#AirPurifier).airPurifierFanMode_setAirPurifierFanMode('auto')""}",7.8729 seconds
344,7,1,7,실시간으로 확인해서 토양 습도가 25% 이하로 떨어질 때마다 급수기를 켜고 '급수 시작'이라고 스피커로 출력해줘.,"Check in real-time and turn on the irrigator whenever the soil humidity drops below 25% and announce ""Start watering"" via the speaker.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""triggered := false\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0) {\n  if (triggered == false) {\n    (#Irrigator).switch_on()\n    (#Speaker).mediaPlayback_speak(\""Start watering\"")\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': ""triggered := false\nif ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25) {\n    if (triggered == false) {\n        (#Irrigator).switch_on()\n        (#Speaker).mediaPlayback_speak('급수 시작')\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}",8.9079 seconds
345,7,1,7,1초마다 상태를 확인해서 온도가 35도를 초과할 때마다 환풍기를 켜 줘.,Check the status every 1 second and turn on the fan whenever the temperature exceeds 35 degrees.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""triggered := false\nif ((#TemperatureSensor).temperatureMeasurement_temperature > 35.0) {\n  if (triggered == false) {\n    (#Fan).switch_on()\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}","{'name': 'Scenario1', 'cron': '', 'period': 1000, 'code': 'triggered := false\nif ((#TemperatureSensor).temperatureMeasurement_temperature > 35) {\n    if (triggered == false) {\n        (#Fan).switch_on()\n        triggered = true\n    }\n} else {\n    triggered = false\n}'}",10.8655 seconds
346,7,0,7,3초마다 일조량을 확인해서 200룩스 이하로 떨어지면 조명을 켜 줘.,Check the sunlight every 3 seconds and turn on the lights if it drops below 200 lux.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""triggered := false\nif ((#LightSensor).lightLevel_light <= 200.0) {\n  if (triggered == false) {\n    (#Light).switch_on()\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}",,
347,7,0,7,문이 열릴 때마다 경광등과 조명을 켜 줘. 실시간으로 확인해서 상태를 계속 검사해서 반응해 줘.,Turn on sirens and lights whenever a door is opened. Check in real time and react by constantly checking the status.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""triggered := false\nif ((#DoorLock).doorControl_door == \""open\"") {\n  if (triggered == false) {\n    (#Siren).sirenMode_setSirenMode(\""strobe\"")\n    (#Light).switch_on()\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}",,
348,7,1,7,현재 날씨에서 비가 감지될 때마다 관개 장치를 꺼 주고 '비가 감지되었습니다'라고 스피커로 출력해줘. 감지는 1분에 한번씩만 하자.,"Whenever rain is detected in the current weather, turn off the irrigator and announce ""Rain detected"" via the speaker. Let's detect only once a minutae.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 60000, ""code"": ""triggered := false\nif ((#WeatherProvider).weatherProvider_weather == \""rain\"") {\n  if (triggered == false) {\n    (#Irrigator).switch_off()\n    (#Speaker).mediaPlayback_speak(\""Rain detected\"")\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}","{'name': 'Scenario', 'cron': '', 'period': 60000, 'code': ""triggered := false\nif ((#WeatherProvider).weatherProvider_weather == 'rain') {\n    if (triggered == false) {\n        (#Irrigator).switch_off()\n        (#Speaker).mediaPlayback_speak('비가 감지되었습니다')\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}",6.9296 seconds
349,7,0,7,실시간으로 확인해서 거실 창문이 열릴 때마다 블라인드를 닫아 줘.,Check in real-time and close the blinds whenever the living room window opens.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""triggered := false\nif ((#Window).windowControl_window == \""open\"") {\n  if (triggered == false) {\n    (#Blind).blind_close()\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}",,
350,7,0,7,조명이 켜질 때마다 커튼을 동시에 열어 줘. 실시간으로 조명을 체크해야 해.,Open the curtains at the same time whenever the lights come on. Check the lights in real time.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""triggered := false\nif ((#Light).switch_switch == \""on\"") {\n  if (triggered == false) {\n    (#Curtain).curtain_open()\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}",,
351,7,1,7,2초마다 상태를 확인해서 TV가 켜질 때마다 스피커도 켜 줘.,Check status every 2 seconds and turn on the speakers whenever the TV turns on.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""triggered := false\nif ((#Television).switch_switch == \""on\"") {\n  if (triggered == false) {\n    (#Speaker).switch_on()\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}","{'name': 'Scenario', 'cron': '', 'period': 2000, 'code': ""triggered := false\nif ((#Television).switch_switch == 'on') {\n    if (triggered == false) {\n        (#Speaker).switch_on()\n        triggered = true\n    }\n} else {\n    triggered = false\n}""}",7.8339 seconds
352,7,0,7,현관 문이 열릴 때마다 즉시 알람의 경광등을 켜 줘. 확인은 실시간으로 하구.,Instantly turn on the alarm's light whenever the front door is opened. Check in real time.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""triggered := false\nif ((#DoorLock).doorControl_door == \""open\"") {\n  if (triggered == false) {\n    (#Alarm).alarm_strobe()\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}",,
353,7,0,7,1초마다 공기청정기 상태를 확인해서 꺼지면 자동 모드로 다시 켜 줘.,Check the status of the air purifier every 1 second and turn it back on and set to auto mode if it turns off.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""triggered := false\nif ((#AirPurifier).switch_switch == \""off\"") {\n  if (triggered == false) {\n    (#AirPurifier).switch_on()\n    (#AirPurifier).airPurifierFanMode_setAirPurifierFanMode(\""auto\"")\n    triggered = true\n  }\n} else {\n  triggered = false\n}""}",,
354,7,1,8,토양 습도가 25% 이하가 되면 급수기를 켜고 이후 3초마다 상태를 확인해서 습도가 30% 이상이 될 때까지 급수기를 껐다 켰다 반복해 줘.,"Turn on the irrigator when the soil humidity is below 25% and check the status every 3 seconds thereafter, cycling the irrigator off and on until the humidity is above 30%.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""active := False\nif (active == False) {\n  wait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25.0)\n  (#Irrigator).switch_on()\n  active = True\n}\nif (active == True) {\n  if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity >= 30.0) {\n      break\n  }\n  (#Irrigator).switch_toggle()\n}""}","{'name': 'SoilMoistureIrrigatorControl', 'cron': '', 'period': 3000, 'code': ""phase := false\nif (phase == false) {\n    if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity <= 25) {\n        (#Irrigator).switch_on()\n        phase = true\n    }\n} else {\n    if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity >= 30) {\n        break\n    }\n    if ((#Irrigator).switch_switch == 'on') {\n        (#Irrigator).switch_off()\n    } else {\n        (#Irrigator).switch_on()\n    }\n}""}",11.3742 seconds
355,7,0,8,"온도가 30도를 초과하면 블라인드를 닫고, 이후 5초마다 알람의 사이렌을 울려 줘.","Close the blinds when the temperature exceeds 30 degrees, and sound the alarm's siren every 5 seconds thereafter.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""active := False\nif (active == False) {\n  wait until((#TemperatureSensor).temperatureMeasurement_temperature > 30.0)\n  (#Blind).blind_close()\n  active = True\n}\nif (active == True) {\n  (#Alarm).alarm_siren()\n}""}",,
356,7,0,8,"날씨 감지 센서에서 비가 감지되면 관개 장치를 바로 끄고, 이후 2초마다 알람을 꺼 줘.","Turn off the irrigator immediately when the weather sensor detects rain, and then turn off the alarm every two seconds thereafter.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""active := False\nif (active == False) {\n  wait until((#WeatherProvider).weatherProvider_weather == \""rain\"")\n  (#Irrigator).switch_off()\n  active = True\n}\nif (active == True) {\n  (#Alarm).alarm_off()\n}""}",,
357,7,1,8,"일조량이 200룩스 이하가 되면 4초마다 조명을 켜고, 2초 후에 꺼 주는 동작을 반복해 줘.","When the sunlight is below 200 lux, turn on the light every 4 seconds and turn it off after 2 seconds.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 4000, ""code"": ""active := False\nif (active == False) {\n  wait until((#LightSensor).lightLevel_light <= 200.0)\n  active = True\n}\nif (active == True) {\n  (#Light).switch_on()\n  (#Clock).clock_delay(2000)\n  (#Light).switch_off()\n}""}","{'name': 'Scenario', 'cron': '', 'period': 4000, 'code': 'phase := false\nif (phase == false) {\n    wait until((#LightSensor).lightLevel_light <= 200)\n    phase = true\n} else {\n    (#Light).switch_on()\n    (#Clock).clock_delay(2000)\n    (#Light).switch_off()\n}'}",6.3291 seconds
358,7,0,8,"문이 처음 열릴 때 환풍기를 켜고, 이후 3초마다 습도를 확인해서 70% 이하가 될 때까지 환풍기를 켜고 끄는 동작을 반복해 줘.","Turn on the fan when the door first opens, then check the humidity every 3 seconds and cycle the fan on and off until it's below 70%.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""active := False\nif (active == False) {\n  wait until((#DoorLock).doorControl_door == \""open\"")\n  (#Fan).switch_on()\n  active = True\n}\nif (active == True) {\n  if ((#HumiditySensor).relativeHumidityMeasurement_humidity <= 70.0) {\n      break\n  }\n  (#Fan).switch_toggle()\n}""}",,
359,7,1,8,"조명이 켜지면 블라인드를 닫고, 이후 2초마다 커튼을 열었다 닫았다 반복해 줘.","Close the blinds when the lights come on, then open and close the curtains every two seconds thereafter.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""active := False\nif (active == False) {\n  wait until((#Light).switch_switch == \""on\"")\n  (#Blind).blind_close()\n  active = True\n}\nif (active == True) {\n  (#Curtain).curtain_open()\n  (#Clock).clock_delay(1000)\n  (#Curtain).curtain_close()\n}""}","{'name': 'Scenario', 'cron': '', 'period': 2000, 'code': ""phase := false\nif (phase == false) {\n    wait until((#Light).switch_switch == 'on')\n    (#Blind).blind_close()\n    phase = true\n} else {\n    triggered := false\n    if (triggered == false) {\n        (#Curtain).curtain_open()\n        triggered = true\n    } else {\n        (#Curtain).curtain_close()\n        triggered = false\n    }\n}""}",18.1812 seconds
360,7,0,8,TV가 처음 켜지면 5초마다 스피커를 켜고 3초 후에 끄는 동작을 반복해 줘.,"When the TV first turns on, turn on the speakers every 5 seconds and turn them off after 3 seconds.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""active := False\nif (active == False) {\n  wait until((#Television).switch_switch == \""on\"")\n  active = True\n}\nif (active == True) {\n  (#Speaker).switch_on()\n  (#Clock).clock_delay(3000)\n  (#Speaker).switch_off()\n}""}",,
361,7,0,8,공기청정기가 꺼지면 2초마다 ‘공기청정기를 켜 주세요’라고 두 번 반복해서 스피커로 출력해줘.,"When the air purifier is turned off, repeat ""Please turn on the air purifier"" twice every 2 seconds to the speaker.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 2000, ""code"": ""active := False\nif (active == False) {\n  wait until((#AirPurifier).switch_switch == \""off\"")\n  active = True\n}\nif (active == True) {\n  (#Speaker).mediaPlayback_speak(\""Please turn on the air purifier\"")\n  (#Speaker).mediaPlayback_speak(\""Please turn on the air purifier\"")\n}""}",,
362,7,0,8,"창문이 열리면 조명을 꺼 주고, 이후 1초마다 블라인드를 10퍼센트 씩 내려 줘.","Turn off the lights when the window opens, and lower the blinds by 10% every second thereafter.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""active := False\nlevel := (#Blind).blindLevel_blindLevel\nif (active == False) {\n  wait until((#Window).windowControl_window == \""open\"")\n  (#Light).switch_off()\n  active = True\n}\nif (active == True) {\n  (#Blind).blindLevel_setBlindLevel(level)\n  level = level - 10\n  if (level < 0) {\n      break\n  }\n}""}",,
363,7,1,8,"현관 문이 닫히면 즉시 조명을 끄고, 이후 3초마다 경광등을 켜 줘.","Turn off the lights as soon as the front door closes, and then every three seconds thereafter.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""active := False\nif (active == False) {\n  wait until((#DoorLock).doorControl_door == \""closed\"")\n  (#Light).switch_off()\n  active = True\n}\nif (active == True) {\n  (#Siren).sirenMode_setSirenMode(\""strobe\"")\n}""}","{'name': 'Scenario', 'cron': '', 'period': 3000, 'code': ""phase := false\nif (phase == false) {\n    wait until((#DoorLock).doorControl_door == 'closed')\n    (#Light).switch_off()\n    phase = true\n} else {\n    (#Alarm).alarm_strobe()\n}""}",8.2677 seconds
364,5,1,9,매일 오전 7시에 관개 장치가 꺼져 있고 창문이 닫혀 있으면 관개 장치를 켜고 창문을 열어 줘. 이후 관개 장치가 켜지면 블라인드를 닫아 줘.,"Every morning at 7 am, if the irrigation is off and the windows are closed, turn on the irrigation and open the windows. Then, when the irrigation turns on, close the blinds.",,,"{""name:""Scenario1"", ""cron"":""0 7 * * *"", ""period"":0, ""code"":""if ((#Irrigator).switch_switch == \""off\"" and (#Window).windowControl_window == \""closed\"") {\n  (#Irrigator).switch_on()\n  (#Window).windowControl_open()\n  wait until((#Irrigator).switch_switch == \""on\"")\n  (#Blind).blind_close()\n}""}","{'name': 'Scenario', 'cron': '0 7 * * *', 'period': 0, 'code': ""if (((#Irrigator).switch_switch == 'off') and ((#Window).windowControl_window == 'closed')) {\n    (#Irrigator).switch_on()\n    (#Window).windowControl_open()\n    wait until((#Irrigator).switch_switch == 'on')\n    (#Blind).blind_close()\n    break\n}""}",10.3988 seconds
365,7,0,9,"실시간으로 확인하여 5초마다 토양 습도 센서의 값이 20 퍼센트 이하이면 관개 장치를 켜고, 60 퍼센트 이상이면 관개 장치를 꺼 줘.","Check in real time and turn on the irrigation every 5 seconds if the soil moisture sensor reads 20 percent or less, and turn off the irrigation if it reads 60 percent or more.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""soil_humidity = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\nif (soil_humidity <= 20.0) {\n  (#Irrigator).switch_on()\n} else if (soil_humidity >= 60.0) {\n  (#Irrigator).switch_off()\n}""}",,
366,7,1,9,"실시간으로 확인하여 온도가 28도 이상이면 선풍기를 켜고, 습도가 80% 이상이면 제습기를 켜 줘.","Check in real time, turn on the fan if the temperature is above 28 degrees; and turn on the dehumidifier if the humidity is above 80%.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""temperature = (#TemperatureSensor).temperatureMeasurement_temperature\nhumidity = (#HumiditySensor).relativeHumidityMeasurement_humidity\nif (temperature >= 28.0) {\n  (#Fan).switch_on()\n}\nif (humidity >= 80.0) {\n  (#Dehumidifier).switch_on()\n}""}","{'name': 'Scenario', 'cron': '', 'period': 100, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 28) {\n    (#Fan).switch_on()\n}\nif ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80) {\n    (#Dehumidifier).switch_on()\n}'}",7.4904 seconds
367,7,0,9,"실시간으로 확인하여 조명이 켜져 있을 때마다 블라인드를 닫고, 꺼져 있으면 블라인드를 열어 줘.",Check in real-time to close the blinds whenever the lights are on and open the blinds when they're off.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""light_status = (#Light).switch_switch\nif (light_status == \""on\"") {\n  (#Blind).blind_close()\n} else if (light_status == \""off\"") {\n  (#Blind).blind_open()\n}""}",,
368,6,1,9,"주말에는 5초마다 펌프가 꺼져 있으면 켜고, 켜져 있으면 꺼 주고, 선풍기 속도를 10으로 설정해 줘.","On weekends, every 5 seconds, turn the pump on if it's off, off if it's on, and set the fan speed to 10.",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,7"", ""period"": 5000, ""code"": ""weekday = (#Clock).clock_weekday\nif ((weekday != \""saturday\"") and (weekday != \""sunday\"")) {\n  break\n}\n(#Fan).fanControl_setFanSpeed(10)\n(#Pump).switch_toggle()""}","{'name': 'Scenario', 'cron': '0 0 * * 0,6', 'period': 5000, 'code': ""if ((#Pump).switch_switch == 'off') {\n    (#Pump).switch_on()\n} else {\n    (#Pump).switch_off()\n}\n(#Fan).fanControl_setFanSpeed(10)""}",9.9877 seconds
