line_no,row_no,dataset_index,model_label,request_model,selected_model,command,det_pass,sdet,script_similarity,fatal_reasons,reference_script,predicted_script,predicted_services
69,69,9,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,펌프가 노말 모드이면 맥시멈 모드로 설정해줘.,False,0.0,0.894737,"unknown_services:pumpMode_pumpMode,pumpMode_setPumpMode","
if ((#Pump).Pump_PumpMode == ""normal"") {

    (#Pump).Pump_SetPumpMode(""maximum"")

}","if ((#Pump).pumpMode_pumpMode == ""normal"") {
  (#Pump).pumpMode_setPumpMode(""maximum"")
}","pumpMode_pumpMode, pumpMode_setPumpMode"
70,70,10,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"스피커가 재생중이면, 멈춰줘.",False,0.0,0.7625,"unknown_services:mediaPlayback_playbackState,mediaPlayback_stop","
if ((#Speaker).Speaker_PlaybackState == ""playing"") {

    (#Speaker).Speaker_Stop()

}","if ((#Speaker).mediaPlayback_playbackState == ""playing"") {
  (#Speaker).mediaPlayback_stop()
}","mediaPlayback_playbackState, mediaPlayback_stop"
71,71,11,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"건조기가 저소음 모드이면, 퀵 모드로 바꿔줘.",True,0.545455,0.545455,,"
if ((#LaundryDryer).LaundryDryer_LaundryDryerMode == ""lownoise"") {

    (#LaundryDryer).LaundryDryer_SetLaundryDryerMode(""quick"")

}","if ((#Dehumidifier).DehumidifierMode == ""low"") {
  (#Dehumidifier).SetDehumidifierMode(""quick"")
}","DehumidifierMode, SetDehumidifierMode"
72,72,12,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"건조기 회전 강도가 3보다 크면 하나 줄이고, 아니면 하나 높여줘.",True,0.398977,0.398977,,"
if ((#LaundryDryer).LaundryDryer_SpinSpeed > 3) {

    (#LaundryDryer).LaundryDryer_SetSpinSpeed((#LaundryDryer).LaundryDryer_SpinSpeed - 1)

} else {

    (#LaundryDryer).LaundryDryer_SetSpinSpeed((#LaundryDryer).LaundryDryer_SpinSpeed + 1)

}","currentSpeed = (#Dehumidifier).DehumidifierMode
if (currentSpeed > 3) {
  (#Dehumidifier).SetDehumidifierMode(currentSpeed - 1)
} else {
  (#Dehumidifier).SetDehumidifierMode(currentSpeed + 1)
}",SetDehumidifierMode
73,73,13,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"충전기가 완충되어있으면, 충전기를 꺼줘.",False,0.0,0.873418,"unknown_services:Charger_ChargingState,Charger_Unplug","
if ((#Charger).Charger_ChargingState == ""fullyCharged"") {

    (#Charger).Switch_Off()

}","if ((#Charger).Charger_ChargingState == ""fullyCharged"") {
  (#Charger).Charger_Unplug()
}","Charger_ChargingState, Charger_Unplug"
74,74,14,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"버튼이 눌려진 상태면, 블라인드를 올려줘.",False,0.0,0.744526,"unknown_services:button_state,windowShade_up","
if ((#Button).Button_Button == ""pushed"") {

    (#Blind).WindowCovering_UpOrOpen()

}","if ((#Button).button_state == ""pressed"") {
  (#Blind).windowShade_up()
}","button_state, windowShade_up"
75,75,15,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,스피커 볼륨이 40 이상이면 재생을 중단해줘.,False,0.0,1.0,"unknown_services:Speaker_Stop,Speaker_Volume","
if ((#Speaker).Speaker_Volume >= 40) {

    (#Speaker).Speaker_Stop()

}",if ((#Speaker).Speaker_Volume >= 40) { (#Speaker).Speaker_Stop() },"Speaker_Stop, Speaker_Volume"
76,76,16,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"입구의 얼굴 인식이 꺼져있으면, 얼굴 인식을 시작해줘",False,0.0,0.735751,unknown_services:FaceRecognizer_Start,"
if ((#Entrance #FaceRecognizer).Switch_Switch == false) {

    (#Entrance #FaceRecognizer).FaceRecognizer_Start()

}","if ((#FaceRecognizer).FaceRecognizer_Start == ""off"") {
  (#FaceRecognizer).FaceRecognizer_Start()
}",FaceRecognizer_Start
77,77,17,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"쉐이드가 30%이하로 닫혀있으면, 50%만큼 닫아줘.",False,0.0,0.662162,"unknown_services:windowShade_level,windowShade_setLevel","
if ((#Shade).ArmRobot_CurrentPosition <= 30) {

    (#Shade).WindowCovering_SetLevel(50)

}",if ((#Shade).windowShade_level <= 30) { (#Shade).windowShade_setLevel(50) },"windowShade_level, windowShade_setLevel"
78,78,18,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"거실의 소리 센서로 감지한 수치가 50보다 크면, 스피커 재생을 멈춰줘.",False,0.0,0.811765,"unknown_services:mediaPlayback_stop,soundSensor_sound","
if ((#LivingRoom #SoundSensor).SoundSensor_Sound > 50) {

    (#LivingRoom #Speaker).Speaker_Stop()

}","if ((#LivingRoomSoundSensor).soundSensor_sound > 50) {
  (#Speaker).mediaPlayback_stop()
}","mediaPlayback_stop, soundSensor_sound"
79,79,19,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"거실의 에어컨 모드가 냉방 모드이면, 자동 모드로 바꿔줘.",False,0.0,0.857143,unknown_services:AirConditionerMode_setMode,"
if ((#LivingRoom #AirConditioner).AirConditioner_AirConditionerMode == ""cool"") {

    (#LivingRoom #AirConditioner).AirConditioner_SetAirConditionerMode(""auto"")

}","if ((#LivingRoom_AirConditioner).AirConditionerMode == ""cool"") {
  (#LivingRoom_AirConditioner).AirConditionerMode_setMode(""auto"")
}","AirConditionerMode, AirConditionerMode_setMode"
80,80,20,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"집에 있는 재실 센서중 하나라도 감지 상태이면, 긴급 사이렌을 울려줘.",False,0.0,0.836538,"unknown_services:presenceSensor_presence,sirenMode_setSirenMode","
if (all(#House #PresenceSensor).PresenceSensor_Presence ==| true) {

    (#Siren).Siren_SetSirenMode(""emergency"")

}","if (any(#PresenceSensor).presenceSensor_presence == ""present"") {
  (#Siren).sirenMode_setSirenMode(""emergency"")
}","presenceSensor_presence, sirenMode_setSirenMode"
81,81,21,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"입구의 접촉 센서가 감지 상태이면, 긴급 사이렌을 울려줘.",False,0.0,0.83,"unknown_services:contact_sensor_contact,sirenMode_setSirenMode","
if ((#Entrance #ContactSensor).ContactSensor_Contact == true) {

    (#Siren).Siren_SetSirenMode(""emergency"")

}","if ((#ContactSensor).contact_sensor_contact == ""detected"") {
  (#Siren).sirenMode_setSirenMode(""emergency"")
}","contact_sensor_contact, sirenMode_setSirenMode"
82,82,22,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"지금 비가 오고 있으면, 집안의 모든 제습기를 건조 모드로 설정해줘.",False,0.0,0.545455,"unknown_services:Dehumidifier_SetMode,weatherProvider_weather","
if ((#RainSensor).RainSensor_Rain == true) {

    all(#House #Dehumidifier).Dehumidifier_SetDehumidifierMode(""drying"")

}","if ((#WeatherProvider).weatherProvider_weather == ""rain"") {
  all(#Dehumidifier).Dehumidifier_SetMode(""dehumidifying"")
}","Dehumidifier_SetMode, weatherProvider_weather"
83,83,23,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"거실 조도가 200 럭스 이상이면, 거실 불을 꺼줘.",True,0.632258,0.632258,,"
if ((#LivingRoom #LightSensor).LightSensor_Brightness >= 200) {

    (#LivingRoom #Light).Switch_Off()

}","if ((#LightSensor).Brightness >= 200) {
  (#Light).MoveToBrightness(0)
}","Brightness, MoveToBrightness"
84,84,24,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"구역1의 온도가 36.5도 이상이면, 에어컨을 30도로 설정해줘.",False,0.0,0.833948,"unknown_services:AirConditioner_SetTargetTemperature,temperatureMeasurement_temperature","
if ((#Sector1 #TemperatureSensor).TemperatureSensor_Temperature >= 36.5) {

    (#Sector1 #AirConditioner).AirConditioner_SetTargetTemperature(30)

}",if ((#TemperatureSensor_Area1).temperatureMeasurement_temperature >= 36.5) { (#AirConditioner_Area1).AirConditioner_SetTargetTemperature(30) },"AirConditioner_SetTargetTemperature, temperatureMeasurement_temperature"
85,85,25,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"농장의 이산화탄소 농도가 800ppm 이상이면, 긴급 사이렌을 울려줘.",False,0.0,0.744898,"unknown_services:gasSensor_gasValue,sirenMode_setSirenMode","
if ((#Farm #AirQualitySensor).AirQualitySensor_CarbonDioxide >= 800) {

    (#Siren).Siren_SetSirenMode(""emergency"")

}","if ((#FarmCO2Sensor).gasSensor_gasValue >= 800) {
  (#Siren).sirenMode_setSirenMode(""emergency"")
}","gasSensor_gasValue, sirenMode_setSirenMode"
86,86,26,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"회의실 온도가 20도 미만이면, 회의실 문을 닫아줘.",False,0.0,0.663415,"unknown_services:doorControl_close,temperatureMeasurement_temperature","
if ((#MeetingRoom #AirQualitySensor).AirQualitySensor_Temperature < 20) {

    (#MeetingRoom #Door).Door_Close()

}","if ((#TemperatureSensor).temperatureMeasurement_temperature < 20.0) {
  (#MeetingRoomDoor).doorControl_close()
}","doorControl_close, temperatureMeasurement_temperature"
87,87,27,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"회의실 조명이 꺼져 있으면, 조명을 켜줘.",False,0.0,0.59542,"unknown_services:Light_On,Light_State","
if ((#MeetingRoom #Light).Switch_Switch == false) {

    (#MeetingRoom #Light).Switch_On()

}","if ((#Light).Light_State == ""off"") { (#Light).Light_On() }","Light_On, Light_State"
88,88,28,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"안방 온도가 36.5도 이상이면, 에어컨을 30도로 설정해줘.",False,0.0,0.872587,"unknown_services:AirConditioner_SetTargetTemperature,temperatureMeasurement_temperature","
if ((#Bedroom #TemperatureSensor).TemperatureSensor_Temperature >= 36.5) {

    (#Bedroom #AirConditioner).AirConditioner_SetTargetTemperature(30)

}",if ((#TemperatureSensor).temperatureMeasurement_temperature >= 36.5) { (#AirConditioner).AirConditioner_SetTargetTemperature(30) },"AirConditioner_SetTargetTemperature, temperatureMeasurement_temperature"
89,89,29,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,"거실에 움직임이 감지되고 있으면, 조명을 켜줘.",False,0.0,0.690909,"unknown_services:motionDetection_motion,switch_on","
if ((#LivingRoom #MotionSensor).MotionSensor_Motion == true) {

    (#LivingRoom #Light).Switch_On()

}","if ((#MotionSensor).motionDetection_motion == ""detected"") {
  (#Light).switch_on()
}","motionDetection_motion, switch_on"
90,90,30,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,연구실 습도가 50 이상이면 제습기를 켜고 50 미만이면 가습기를 켜줘.,False,0.0,0.23053,"unknown_services:dehumidifierMode_setDehumidifierMode,humidifierMode_setHumidifierMode,relativeHumidityMeasurement_humidity","
if ((#Lab #HumiditySensor).HumiditySensor_Humidity >= 50) {

    (#Lab #Dehumidifier).Switch_On()

} else {

    (#Lab #Humidifier).Switch_On()

}","if ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 50) {
  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""dehumidifying"")
} else {
  (#Humidifier).humidifierMode_setHumidifierMode(""humidifying"")
}","dehumidifierMode_setDehumidifierMode, humidifierMode_setHumidifierMode, relativeHumidityMeasurement_humidity"
91,91,1,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,접촉 센서가 감지되면 조명을 켜줘.,False,0.0,0.789474,"unknown_services:contact_sensor_contact,switch_on","
wait until ((#ContactSensor).ContactSensor_Contact == true)

(#Light).Switch_On()","if ((#ContactSensor).contact_sensor_contact == ""detected"") {
  (#Light).switch_on()
}","contact_sensor_contact, switch_on"
92,92,2,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,재실 센서가 감지되면 TV를 켜줘.,False,0.0,0.819277,"unknown_services:presenceSensor_presence,switch_on","
wait until ((#PresenceSensor).PresenceSensor_Presence == true)

(#Television).Switch_On()","if ((#PresenceSensor).presenceSensor_presence == ""present"") {
  (#Television).switch_on()
}","presenceSensor_presence, switch_on"
93,93,3,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,소리 센서의 수치가 50보다 커지면 스피커 재생을 멈춰줘.,False,0.0,0.783217,"unknown_services:mediaPlayback_stop,soundSensor_sound","
wait until ((#SoundSensor).SoundSensor_Sound > 50)

(#Speaker).Speaker_Stop()","if ((#SoundSensor).soundSensor_sound > 50) {
  (#Speaker).mediaPlayback_stop()
}","mediaPlayback_stop, soundSensor_sound"
94,94,4,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,비가 오면 제습기를 켜줘.,False,0.0,0.306878,"unknown_services:dehumidifierMode_setDehumidifierMode,weatherProvider_weather","
wait until ((#RainSensor).RainSensor_Rain == true)

(#Dehumidifier).Switch_On()","if ((#WeatherProvider).weatherProvider_weather == ""rain"") {
  (#Dehumidifier).dehumidifierMode_setDehumidifierMode(""auto"")
}","dehumidifierMode_setDehumidifierMode, weatherProvider_weather"
95,95,5,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,밝기가 100 럭스 미만이 되면 조명을 켜줘.,False,0.0,0.656934,"unknown_services:brightness,moveToBrightness","
wait until ((#LightSensor).LightSensor_Brightness < 100)

(#Light).Switch_On()",if ((#LightSensor).brightness < 100) { (#Light).moveToBrightness(100) },"brightness, moveToBrightness"
96,96,6,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,이산화탄소 농도가 1000ppm 이상이 되면 긴급 사이렌을 울려줘.,False,0.0,0.716418,"unknown_services:Siren_SirenMode_setSirenMode,carbonDioxide","
wait until ((#CarbonDioxideSensor).CarbonDioxideSensor_CarbonDioxide >= 1000)

(#Siren).Siren_SetSirenMode(""emergency"")","if ((#CO2Sensor).carbonDioxide >= 1000) {
  (#Siren).Siren_SirenMode_setSirenMode(""emergency"")
}","Siren_SirenMode_setSirenMode, carbonDioxide"
97,97,7,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,연기가 감지되면 사이렌으로 화재경보를 울려줘.,False,0.0,0.589595,unknown_services:SirenMode_setSirenMode,"
wait until ((#SmokeDetector).SmokeDetector_Smoke == true)

(#Siren).Siren_SetSirenMode(""fire"")","if ((#FaceRecognizer).RecognizedResult != null) {
  (#Siren).SirenMode_setSirenMode(""fire"")
}","RecognizedResult, SirenMode_setSirenMode"
98,98,8,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,버튼이 세번 눌리면 벨브를 열어줘.,False,0.0,0.533333,unknown_services:ValveState_open,"wait until ((#Button).Button_Button == ""pushed_3x"")

(#Valve).Valve_Open()","buttonPressCount := 0
if ((#Button).Button == ""pushed_3x"") {
  buttonPressCount += 1
}
if (buttonPressCount == 3) {
  (#Valve).ValveState_open()
  buttonPressCount = 0
}","Button, ValveState_open"
99,99,9,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,온도가 35도 이상이 되면 에어컨의 목표 온도를 30도로 설정해줘.,False,0.0,0.870968,"unknown_services:AirConditioner_SetTargetTemperature,temperatureMeasurement_temperature","
wait until ((#TemperatureSensor).TemperatureSensor_Temperature >= 35)

(#AirConditioner).AirConditioner_SetTargetTemperature(30)","if ((#TemperatureSensor).temperatureMeasurement_temperature >= 35.0) {
  (#AirConditioner).AirConditioner_SetTargetTemperature(30.0)
}","AirConditioner_SetTargetTemperature, temperatureMeasurement_temperature"
100,100,10,Local5080_qwen-7b_svc-v2.0.1,gpt_mg.version0_12,Local5080_qwen-7b_svc-v2.0.1,금고가 열리면 경찰 사이렌을 울려줘.,False,0.0,0.0,"missing_prediction_code | generation_error:model_call_failed: version0_12 local_qwen backend failed: 경고: cuda:1이 존재하지 않아 cuda:0으로 자동 전환합니다.
`torch_dtype` is deprecated! Use `dtype` instead!

Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]
Loading checkpoint shards:  25%|██▌       | 1/4 [00:00<00:02,  1.14it/s]
Loading checkpoint shards:  50%|█████     | 2/4 [00:01<00:01,  1.17it/s]
Loading checkpoint shards:  75%|███████▌  | 3/4 [00:02<00:00,  1.29it/s]
Loading checkpoint shards: 100%|██████████| 4/4 [00:02<00:00,  1.90it/s]
Loading checkpoint shards: 100%|██████████| 4/4 [00:02<00:00,  1.57it/s]
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
Traceback (most recent call last):
  File ""/home/andrew/joi-llm/gpt_mg/version0_12/qwen_local_worker.py"", line 196, in <module>
    main()
  File ""/home/andrew/joi-llm/gpt_mg/version0_12/qwen_local_worker.py"", line 168, in main
    generated = model.generate(
                ^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/torch/utils/_contextlib.py"", line 120, in decorate_context
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/transformers/generation/utils.py"", line 2564, in generate
    result = decoding_method(
             ^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/transformers/generation/utils.py"", line 2784, in _sample
    outputs = self(**model_inputs, return_dict=True)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/torch/nn/modules/module.py"", line 1773, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/torch/nn/modules/module.py"", line 1784, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/transformers/utils/generic.py"", line 918, in wrapper
    output = func(self, *args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/transformers/models/qwen2/modeling_qwen2.py"", line 449, in forward
    outputs: BaseModelOutputWithPast = self.model(
                                       ^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/torch/nn/modules/module.py"", line 1773, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/torch/nn/modules/module.py"", line 1784, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/transformers/utils/generic.py"", line 1072, in wrapper
    outputs = func(self, *args, **kwargs)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/transformers/models/qwen2/modeling_qwen2.py"", line 384, in forward
    hidden_states = decoder_layer(
                    ^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/transformers/modeling_layers.py"", line 94, in __call__
    return super().__call__(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/torch/nn/modules/module.py"", line 1773, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/torch/nn/modules/module.py"", line 1784, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/transformers/utils/deprecation.py"", line 172, in wrapped_func
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/transformers/models/qwen2/modeling_qwen2.py"", line 232, in forward
    hidden_states = self.input_layernorm(hidden_states)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/torch/nn/modules/module.py"", line 1773, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/torch/nn/modules/module.py"", line 1784, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/andrew/llm/v/lib/python3.12/site-packages/transformers/models/qwen2/modeling_qwen2.py"", line 199, in forward
    variance = hidden_states.pow(2).mean(-1, keepdim=True)
               ^^^^^^^^^^^^^^^^^^^^
torch.OutOfMemoryError: CUDA out of memory. Tried to allocate 428.00 MiB. GPU 0 has a total capacity of 31.36 GiB of which 49.00 MiB is free. Process 1465930 has 15.83 GiB memory in use. Including non-PyTorch memory, this process has 15.43 GiB memory in use. Of the allocated memory 14.84 GiB is allocated by PyTorch, and 18.41 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","
wait until ((#Safe).Safe_SafeState == ""unlocked"")

(#Siren).Siren_SetSirenMode(""police"")",,
