index,category_analysis,selected,test_no,command,command_english,connected_devices,options,joi_gt,joi_pred_llama4:scout.dense,script_similarity_llama4:scout.dense,cloud_similarity_llama4:scout.dense,response_time_llama4:scout_dence [ms],connected_devices_dict,options_dict,response_time_korean,joi_pred_cloud_korean,response_time_english,joi_pred_cloud_english,cloud_similarity_cloud_korean,cloud_similarity_cloud_english,local_similarity
364,5,1,9,매일 오전 7시에 관개 장치가 꺼져 있고 창문이 닫혀 있으면 관개 장치를 켜고 창문을 열어 줘. 이후 관개 장치가 켜지면 블라인드를 닫아 줘.,"Every morning at 7 am, if the irrigation is off and the windows are closed, turn on the irrigation and open the windows. Then, when the irrigation turns on, close the blinds.",,,"{""name:""Scenario1"", ""cron"":""0 7 * * *"", ""period"":-1, ""code"":""if ((#Irrigator).switch_switch == \""off\"" and (#Window).windowControl_window == \""closed\"") {\n(#Irrigator).switch_on()\n(#Window).windowControl_open()\nwait until((#Irrigator).switch_switch == \""on\"")\n(#Blind).blind_close()\n}""}","{""cron"": ""0 18 * * *"", ""period"": ""15000"", ""code"": ""if ((#Curtain).curtain_state ==""}",0.353,,,,,,,,,,,
365,7,0,9,"실시간으로 확인하여 5초마다 토양 습도 센서의 값이 20 퍼센트 이하이면 관개 장치를 켜고, 60 퍼센트 이상이면 관개 장치를 꺼 줘.","Check in real time and turn on the irrigation every 5 seconds if the soil moisture sensor reads 20 percent or less, and turn off the irrigation if it reads 60 percent or more.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""soil_humidity = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\nif (soil_humidity <= 20.0) {\n(#Irrigator).switch_on()\n} else if (soil_humidity >= 60.0) {\n(#Irrigator).switch_off()\n}""}","{""cron"": ""0 22 * * 5-6"", ""period"": ""180000"", ""code"": ""if ((#Blind).blindControl_status ==""}",0.447,,,,,,,,,0.0,0.0,
366,7,1,9,"실시간으로 확인하여 온도가 28도 이상이면 선풍기를 켜고, 습도가 80% 이상이면 제습기를 켜 줘.","Check in real time, turn on the fan if the temperature is above 28 degrees; and turn on the dehumidifier if the humidity is above 80%.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""temperature = (#TemperatureSensor).temperatureMeasurement_temperature\nhumidity = (#HumiditySensor).relativeHumidityMeasurement_humidity\nif (temperature >= 28.0) {\n(#Fan).switch_on()\n}\nif (humidity >= 80.0) {\n(#Dehumidifier).switch_on()\n}""}","{""cron"": ""0 22 * * 5-6"", ""period"": ""3000"", ""code"": ""(#Dehumidifier).dehumidifierControl_onDehumidifier()""}",0.422,0.0,,,,4.7218 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 1000,""code"": ""\nif ((#TemperatureSensor).temperatureMeasurement_temperature >= 28) {\n(#Fan).switch_on()\n}\nif ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80) {\n(#Dehumidifier).switch_on()\n}\n""}",7.6647 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""\nif ((#TemperatureSensor).temperatureMeasurement_temperature > 28) {\n(#Fan).switch_on()\n}\nif ((#HumiditySensor).relativeHumidityMeasurement_humidity > 80) {\n(#Dehumidifier).switch_on()\n}\n""}",0.95,0.95,0.357
367,7,0,9,"실시간으로 확인하여 조명이 켜져 있을 때마다 블라인드를 닫고, 꺼져 있으면 블라인드를 열어 줘.",Check in real-time to close the blinds whenever the lights are on and open the blinds when they're off.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""light_status = (#Light).switch_switch\nif (light_status == \""on\"") {\n(#Blind).blind_close()\n} else if (light_status == \""off\"") {\n(#Blind).blind_open()\n}""}","{""cron"": """", ""period"": ""10000"", ""code"": ""if ((#Alarm).alarmState ==""}",0.365,0.0,,,,,,,,0.0,0.0,
368,6,1,9,"주말에는 5초마다 펌프가 꺼져 있으면 켜고, 켜져 있으면 꺼 주고, 선풍기 속도를 10으로 설정해 줘.","On weekends, every 5 seconds, turn the pump on if it's off, off if it's on, and set the fan speed to 10.",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * 6,7"", ""period"": 5000, ""code"": ""weekday = (#Clock).clock_weekday\nif ((weekday != \""saturday\"") and (weekday != \""sunday\"")) {\nbreak\n}\n(#Fan).fanControl_setFanSpeed(10)\n(#Pump).switch_toggle()""}","{""cron"": ""*/30 * * * *"", ""period"": ""-1"", ""code"": ""if ((#Fan).fanStatus ==""}",0.329,0.0,,,,5.6545 seconds,"{""name"": ""Scenario1"",""cron"": ""* * * * 0,6"",""period"": 5000,""code"": ""\nif ((#Pump).switch_switch == \""off\"") {\n(#Pump).switch_toggle()\n}\nelse if ((#Pump).switch_switch == \""on\"") {\n(#Pump).switch_toggle()\n}\n(#Fan).fanControl_setFanSpeed(10)\n""}",6.2774 seconds,"{""name"": ""Scenario1"",""cron"": ""* * * * 0,6"",""period"": 5000,""code"": ""if ((#Pump).switch_switch == \""on\"") {\n(#Pump).switch_toggle()\n}\nelse if ((#Pump).switch_switch == \""off\"") {\n(#Pump).switch_toggle()\n}\n(#Fan).fanControl_setFanSpeed(10)""}",0.3,0.3,0.174
369,7,1,9,"실시간으로 확인하여 움직임이 감지될 때마다 조명을 켜고, 선풍기 속도를 10 높여 줘.",Check in real-time to turn on lights and increase fan speed by 10 whenever motion is detected.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""motion = (#MotionSensor).motionSensor_motion\nif (motion == \""active\"") {\n(#Light).switch_on()\ncurrent_speed = (#Fan).fanControl_fanSpeed\nnew_speed = current_speed + 10\n(#Fan).fanControl_setFanSpeed(new_speed)\n}""}","{""cron"": ""0 0 * * *"", ""period"": ""-1"", ""code"": ""(#TV).tvControl_turnOff()""}",0.462,0.0,,,,6.4529 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""\ntriggered := false\nmotion = (#MotionSensor).motionSensor_motion\nif (motion == \""active\"") {\nif (triggered == false) {\n(#Light).switch_on()\ncurrent = (#Fan).fanControl_setFanSpeed\nnew = current + 10\n(#Fan).fanControl_setFanSpeed(new)\ntriggered = true\n}\n} else {\ntriggered = false\n}\n""}",11.0805 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""prev_motion := \""inactive\""\ncurrent_motion = (#MotionSensor).motionSensor_motion\nif (current_motion == \""active\"" and prev_motion != \""active\"") {\n(#Light).switch_on()\nfan_speed = (#Fan).fanControl_setFanSpeed\nnew_speed = fan_speed + 10\n(#Fan).fanControl_setFanSpeed(new_speed)\n}\nprev_motion = current_motion""}",0.85,0.8,0.734
370,5,1,9,"실시간으로 확인하여 창문이 열려 있으면 블라인드를 닫고, 창문이 닫혀 있으면 커튼을 열어 줘. 또한 실시간으로 확인하여 알람의 사이렌이 울리고 있지 않다면 즉시 알람의 사이렌을 울려 줘.","Check in real time. if the window is open, close the blinds. if it is closed, open the curtains. Also, if the alarm's siren is not sounding, sound it immediately.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""window_status = (#Window).windowControl_window\nif (window_status == \""open\"") {\n(#Blind).blind_close()\n} else if (window_status == \""closed\"") {\n(#Curtain).curtain_open()\n}\nalarm_status = (#Alarm).alarm_alarm\nif ((alarm_status != \""siren\"") and (alarm_status != \""both\"")) {\n(#Alarm).alarm_siren()\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""(#TV).tv_volumeController_setVolume((#TV).tv_volumeController_getVolume() + 1)""}",0.384,,,,,5.0811 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""\nif ((#Window).windowControl_window == \""open\"") {\n(#Blind).blind_close()\n}\nelse if ((#Window).windowControl_window == \""closed\"") {\n(#Curtain).curtain_open()\n}\nif ((#Alarm).alarm_alarm != \""siren\"") {\n(#Alarm).alarm_siren()\n}\n""}",7.5649 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""\nif ((#Window).windowControl_window == \""open\"") {\n(#Blind).blind_close()\n}\nelse if ((#Window).windowControl_window == \""closed\"") {\n(#Curtain).curtain_open()\n}\nif ((#Alarm).alarm_alarm != \""siren\"") {\n(#Alarm).alarm_siren()\n}\n""}",0.9,0.9,0.768
371,5,1,9,"매주 금요일 오후 6시에 조명이 켜져 있으면 밝기를 30으로 낮추고, TV가 꺼져 있으면 TV를 켜 줘. 선풍기가 꺼져 있으면 선풍기도 켜 줘.","Every Friday at 6pm, if the lights are on, turn them down to 30, and if the TV is off, turn it on. If the fan is off, turn it on.",,,"{""name"": ""Scenario1"", ""cron"": ""0 18 * * 5"", ""period"": 0, ""code"": ""if ((#Light).switch_switch == \""on\"") {\n(#Light).switchLevel_setLevel(30, 0)\n}\nif ((#Television).switch_switch == \""off\"") {\n(#Television).switch_on()\n}\nif ((#Fan).switch_switch == \""off\"") {\n(#Fan).switch_on()\n}""}","{""cron"": ""0 8-23 * * 1-5"", ""period"": ""3600000"", ""code"": ""(#Light).switch_on()""}",0.976,,,,,5.1874 seconds,"{""name"": ""Scenario1"",""cron"": ""0 18 * * 5"",""period"": 0,""code"": ""\nif ((#Light).switch_switch == \""on\"") {\n(#Light).switchLevel_setLevel(30)\n}\nif ((#Television).switch_switch == \""off\"") {\n(#Television).switch_on()\n}\nif ((#Fan).switch_switch == \""off\"") {\n(#Fan).switch_on()\n}\n""}",6.8079 seconds,"{""name"": ""Scenario1"",""cron"": ""0 18 * * 5"",""period"": -1,""code"": ""\nif ((#Light).switch_switch == \""on\"") {\n(#Light).switchLevel_setLevel(30)\n}\nif ((#Television).switch_switch == \""off\"") {\n(#Television).switch_on()\n}\nif ((#Fan).switch_switch == \""off\"") {\n(#Fan).switch_on()\n}\n""}",0.95,0.95,0.992
372,7,0,9,창문이 닫혔을 때부터 5초마다 블라인드를 열었다 닫았다 반복해 줘.,"Open, close, and repeat the blinds every 5 seconds from the time when the window is closed.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""triggered := False\nstate := 0\nif (triggered == False) {\nwait until((#Window).windowControl_window == \""closed\"")\ntriggered = True\n}\nif (triggered == True) {\nif (state == 0) {\n(#Blind).blind_open()\nstate = 1\n} else if (state == 1) {\n(#Blind).blind_close()\nstate = 0\n}\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Window).windowState_isOpen == true) {\\n(#Alarm).alarmControl_soundAlarm()\\n""}",0.479,0.0,,,,,,,,0.0,0.0,
373,6,1,9,매일 아침 8시에 스피커가 꺼져 있으면 스피커를 켜고 ‘오늘 날씨입니다’라고 말해 줘. 이후 조명이 꺼져 있으면 켜고 블라인드를 열어 줘.,"Every morning at 8am, if the speaker is off, turn it on and announce 'This is the weather today' via the speaker. Then, if the lights are off, turn them on and open the blinds.",,,"{""name"": ""Scenario1"", ""cron"": ""0 8 * * *"", ""period"": 0, ""code"": ""if ((#Speaker).switch_switch == \""off\"") {\n(#Speaker).switch_on()\n(#Speaker).mediaPlayback_speak(\""This is the weather today\"")\nif ((#Light).switch_switch == \""off\"") {\n(#Light).switch_on()\n(#Blind).blind_open()\n}\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity >= 20.0) {\\nwait until((#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity < 20.0);\\n(#Irrigator).irrigatorOperatingState_startWatering()\\n""}",0.864,0.0,,,,8.1449 seconds,"{""name"": ""Scenario1"",""cron"": ""0 8 * * *"",""period"": -1,""code"": ""\nif ((#Speaker).switch_switch == \""off\"") {\n(#Speaker).switch_on()\n(#Speaker).mediaPlayback_speak(\""오늘 날씨입니다\"")\n}\nif ((#Light).switch_switch == \""off\"") {\n(#Light).switch_on()\n}\n(#Blind).blind_open()\n""}",7.9784 seconds,"{""name"": ""Scenario1"",""cron"": ""0 8 * * *"",""period"": 0,""code"": ""\nif ((#Speaker).switch_switch == \""off\"") {\n(#Speaker).switch_on()\n(#Speaker).mediaPlayback_speak(\""This is the weather today\"")\nif ((#Light).switch_switch == \""off\"") {\n(#Light).switch_on()\n(#Blind).blind_open()\n}\n}\n""}",0.7,1.0,0.474
374,7,1,10,1초마다 확인하여 관개 장치가 꺼졌다 켜진 횟수가 4번을 초과하고 펌프가 2번 이상 작동했으면 블라인드를 닫고 커튼을 내려 줘.,Check every second and close the blinds and lower the curtains if the number of times the irrigation has turned off and on exceeds 4 and the pump has run more than 2 times.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 1000, ""code"": ""prev_irrigator_state := (#Irrigator).switch_switch\nirrigator_off_to_on_count := 0\nprev_pump_state := (#Pump).switch_switch\npump_on_count := 0\nirrigator_state = (#Irrigator).switch_switch\npump_state = (#Pump).switch_switch\nif ((prev_irrigator_state == \""off\"") and (irrigator_state == \""on\"")) {\nirrigator_off_to_on_count = irrigator_off_to_on_count + 1\n}\nprev_irrigator_state = irrigator_state\nif ((pump_state == \""on\"") and (prev_pump_state != \""on\"")) {\npump_on_count = pump_on_count + 1\n}\nprev_pump_state = pump_state\nif ((irrigator_off_to_on_count > 4) and (pump_on_count >= 2)) {\n(#Blind).blind_close()\n(#Curtain).curtain_close()\nbreak\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#MotionDetector).motionDetection_isMotionDetected == true) {\\nfor (var1 = 0; var1 < 3; var1++) {\\n(#Light).switch_on()\\n(#clock).clock_delay(1000)\\n""}",0.157,0.0,,,,8.8872 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 1000,""code"": ""\nprev_irrigator := (#Irrigator).switch_switch\nprev_pump := (#Pump).switch_switch\nirrigator_toggle_count := 0\npump_on_count := 0\nif ((#Irrigator).switch_switch != prev_irrigator) {\nif ((#Irrigator).switch_switch == \""on\"") {\nirrigator_toggle_count = irrigator_toggle_count + 1\n}\n}\nif ((#Pump).switch_switch != prev_pump) {\nif ((#Pump).switch_switch == \""on\"") {\npump_on_count = pump_on_count + 1\n}\n}\nprev_irrigator = (#Irrigator).switch_switch\nprev_pump = (#Pump).switch_switch\nif ((irrigator_toggle_count > 4) and (pump_on_count >= 2)) {\n(#Blind).blind_close()\n(#Curtain).curtain_close()\nbreak\n}\n""}",9.2226 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 1000,""code"": ""\nirrigator_prev := (#Irrigator).switch_switch\npump_prev := (#Pump).switch_switch\nirrigator_count := 0\npump_count := 0\nif ((#Irrigator).switch_switch != irrigator_prev) {\nirrigator_count = irrigator_count + 1\n}\nirrigator_prev = (#Irrigator).switch_switch\nif ((#Pump).switch_switch == \""on\"" and pump_prev != \""on\"") {\npump_count = pump_count + 1\n}\npump_prev = (#Pump).switch_switch\nif (irrigator_count > 4 and pump_count > 2) {\n(#Blind).blind_close()\n(#Curtain).curtain_close()\nbreak\n}\n""}",0.85,0.85,1.0
375,7,0,10,"실시간으로 검사해서 창문이 열렸다 닫힌 횟수가 3번 이상이고, 그 사이 선풍기가 한 번도 꺼지지 않았으면 선풍기를 꺼 주고 블라인드를 닫아 줘.","If the real-time check shows that the window has been opened and closed more than three times, and the fan hasn't turned off in between, turn off the fan and close the blinds.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""prev_window_state := (#Window).windowControl_window\nwindow_open_to_close_count := 0\nfan_off_detected := False\nwindow_state = (#Window).windowControl_window\nfan_state = (#Fan).switch_switch\nif ((prev_window_state == \""open\"") and (window_state == \""closed\"")) {\nwindow_open_to_close_count = window_open_to_close_count + 1\n}\nprev_window_state = window_state\nif (fan_state == \""off\"") {\nfan_off_detected = True\n}\nif ((window_open_to_close_count >= 3) and (fan_off_detected == False)) {\n(#Fan).switch_off()\n(#Blind).blind_close()\nbreak\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#TemperatureSensor).temperature >= 35.0) {\\n(#AirConditioner).airConditioner_on()\\n""}",0.735,0.0,,,,,,,,0.0,0.0,
376,7,1,10,"2초마다 체크해서 매일 오전 6시부터 9시 사이에 조명이 켜져 있는 누적 시간이 10분 이상이고, 관개 장치가 세 번 이상 꺼졌다 켜졌으면 스피커로 '관수 완료되었습니다'라고 말해 줘.","Check every two seconds, and if the cumulative time the lights are on between 6 a.m. and 9 a.m. each day is 10 minutes or more, and the irrigator has been turned off and on three or more times during that same period, announce ""Watering complete"" via the speaker.",,,"{""name"": ""Scenario1"", ""cron"": ""0 6 * * *"", ""period"": 2000, ""code"": ""light_on_duration := 0\nirrigator_toggle_count := 0\nprev_irrigator := \""\""\n\nif ((#Clock).clock_hour < 9) {\nif ((#Light).switch_switch == \""on\"") {\nlight_on_duration = light_on_duration + 2000\n}\n\ncurrent_irrigator = (#Irrigator).switch_switch\nif ((prev_irrigator == \""on\"") and (current_irrigator == \""off\"")) {\nirrigator_toggle_count = irrigator_toggle_count + 1\n}\nprev_irrigator = current_irrigator\n\nif ((light_on_duration >= 600000) and (irrigator_toggle_count >= 3)) {\n(#Speaker).mediaPlayback_speak(\""Watering complete\"")\nbreak\n}\n} else {\nbreak\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#HumiditySensor).humiditySensor_getHumidity() >= 80.0) {\\n(#Blind).blindControl_down()\\n""}",0.637,0.0,,,,34.0631 seconds,"{""name"": ""Scenario1"",""cron"": ""0 6 * * *"",""period"": 2000,""code"": ""\nstart_time := (#clock).clock_timestamp\nprev_light := (#Light).switch_switch\nlight_on_time := 0\nprev_irrigator := (#Irrigator).switch_switch\nirrigator_toggle := 0\nnotified := false\nif ((#clock).clock_hour >= 6 and (#clock).clock_hour < 9) {\ncurr_time = (#clock).clock_timestamp\ncurr_light = (#Light).switch_switch\ncurr_irrigator = (#Irrigator).switch_switch\nif (curr_light == \""on\"") {\nlight_on_time = light_on_time + 2\n}\nif (prev_irrigator == \""off\"" and curr_irrigator == \""on\"") {\nirrigator_toggle = irrigator_toggle + 1\n}\nprev_light = curr_light\nprev_irrigator = curr_irrigator\nif (light_on_time >= 600 and irrigator_toggle >= 3 and notified == false) {\n(#Speaker).mediaPlayback_speak(\""관수 완료되었습니다\"")\nnotified = true\nbreak\n}\n} else {\nbreak\n}\n""}",12.2626 seconds,"{""name"": ""Scenario1"",""cron"": ""0 6 * * *"",""period"": 2000,""code"": ""\non_time := 0\ntoggle_count := 0\nprev_light := (#Light).switch_switch\nprev_irrigator := (#Irrigator).switch_switch\nannounced := false\nif ((#clock).clock_hour >= 6 and (#clock).clock_hour < 9) {\ncurr_light = (#Light).switch_switch\ncurr_irrigator = (#Irrigator).switch_switch\nif (curr_light == \""on\"") {\non_time = on_time + 2\n}\nif (prev_irrigator == \""on\"" and curr_irrigator == \""off\"") {\ntoggle_count = toggle_count + 1\n}\nif (prev_irrigator == \""off\"" and curr_irrigator == \""on\"") {\ntoggle_count = toggle_count + 1\n}\nprev_light = curr_light\nprev_irrigator = curr_irrigator\nif (on_time >= 600 and toggle_count >= 3 and announced == false) {\n(#Speaker).mediaPlayback_speak(\""Watering complete\"")\nannounced = true\nbreak\n}\n}\nelse {\nbreak\n}\n""}",0.6,0.6,1.0
377,7,1,10,"실시간으로 확인하여 토양 습도 센서 값이 연속으로 3회 15 이하를 기록하고 그 중 두 번째 값이 가장 낮았다면 관개 장치를 켜고 블라인드를 닫아 줘. 단, 3월은 제외하고.","Check in real time, and if the soil moisture sensor value is below 15 three times in a row, and the second value is the lowest, turn on the irrigation device and close the blinds. However, this does not apply to March.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""h1 := 100\nh2 := 100\nh3 := 100\n\nif ((#Clock).clock_month != 3) {\nh1 = h2\nh2 = h3\nh3 = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\n\nif ((h1 <= 15) and (h2 <= 15) and (h3 <= 15) and (h2 < h1) and (h2 < h3)) {\n(#Irrigator).switch_on()\n(#Blind).blind_close()\n}\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Blind).blindState_currentState ==""}",0.58,0.0,,,,9.6477 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""\nmonth = (#Clock).clock_month\nif (month == 3) {\nbreak\n}\nsoil1 := 1000\nsoil2 := 1000\nsoil3 := 1000\ntriggered := false\nif (triggered == false) {\nsoil1 = soil2\nsoil2 = soil3\nsoil3 = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\nif ((soil1 <= 15) and (soil2 <= 15) and (soil3 <= 15)) {\nif ((soil2 <= soil1) and (soil2 <= soil3) and (soil2 < soil1 or soil2 < soil3)) {\n(#Irrigator).switch_on()\n(#Blind).blind_close()\ntriggered = true\nbreak\n}\n}\n}\n""}",11.5047 seconds,"{""name"": ""Scenario1"",""cron"": """",""period"": 100,""code"": ""\nprev1 := 1000\nprev2 := 1000\ntriggered := false\nif ((#clock).clock_month != 3) {\ncurr = (#SoilMoistureSensor).soilHumidityMeasurement_soilHumidity\nif ((curr < 15) and (prev1 < 15) and (prev2 < 15) and (prev1 < curr) and (prev1 < prev2)) {\nif (triggered == false) {\n(#Irrigator).switch_on()\n(#Blind).blind_close()\ntriggered = true\nbreak\n}\n} else {\ntriggered = false\n}\nprev2 = prev1\nprev1 = curr\n}\n""}",0.75,0.75,0.062
378,7,0,10,"매시간 0분부터 30분까지, 3초마다 확인해서 제습기가 켜졌다 꺼진 횟수가 4번 이상이고, 그 때 습도가 65% 이상이면 사이렌을 1초간, 3초 간격으로 두 번 울리고 그 후 커튼을 닫아 줘.","Check every hour from 0 to 30 minutes, every 3 seconds, and if the dehumidifier has turned on and off more than 4 times and the humidity is above 65%, sound the siren twice at 3-second intervals, each time for 1 second, then close the curtains.",,,"{""name"": ""Scenario1"", ""cron"": ""0 * * * *"", ""period"": 3000, ""code"": ""prev_state := (#Dehumidifier).switch_switch\ntoggle_count := 0\nminute = (#Clock).clock_minute\nif (minute <= 30) {\ncurrent_state = (#Dehumidifier).switch_switch\nhumidity = (#HumiditySensor).relativeHumidityMeasurement_humidity\nif ((prev_state == \""off\"") and (current_state == \""on\"")) {\ntoggle_count = toggle_count + 1\n}\nprev_state = current_state\nif ((toggle_count >= 4) and (humidity >= 65.0)) {\n(#Alarm).alarm_siren()\n(#Clock).clock_delay(1000)\n(#Alarm).alarm_off()\n(#Clock).clock_delay(3000)\n(#Alarm).alarm_siren()\n(#Clock).clock_delay(1000)\n(#Alarm).alarm_off()\n(#Curtain).curtain_close()\ntoggle_count = 0\nbreak\n}\n} else {\nbreak\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#TV).tvPowerState_currentState ==""}",0.347,0.0,,,,,,,,0.0,0.0,
379,7,0,10,10분마다 확인하여 온도가 5도 이상 연속으로 세 번 상승하고 에어컨이 꺼져 있으면 에어컨을 키고 냉방 모드로 설정해줘,"Check every 10 minutes and if the temperature rises by more than 5 degrees three times in a row and the air conditioner is off, turn on the air conditioner and set it to cooling mode.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 600000, ""code"": ""temp_1 := -999.0\ntemp_2 := -999.0\ntemp_3 := -999.0\ncurrent_temp = (#TemperatureSensor).temperatureMeasurement_temperature\ntemp_1 = temp_2\ntemp_2 = temp_3\ntemp_3 = current_temp\nif ((temp_1 != -999.0) and (temp_2 != -999.0) and (temp_3 != -999.0)) {\nrise_1 = temp_2 - temp_1\nrise_2 = temp_3 - temp_2\nif ((rise_1 > 5.0) and (rise_2 > 5.0)) {\nif ((#AirConditioner).switch_switch == \""off\"") {\n(#AirConditioner).switch_on()\n(#AirConditioner).airConditionerMode_setAirConditionerMode(\""cool\"")\nbreak\n}\n}\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""count := 0\\nwhile (count < 3) {\\n(#Curtain).curtainControl_openClose()\\ncount = count + 1\\n""}",0.288,,,,,,,,,0.0,0.0,
380,7,0,10,"시각 상관없이 항상, 5초마다 체크해서 TV가 10분 동안 꺼져 있었다가 켜지는 이벤트가 두 번 이상 발생했으면, 스피커를 켜고 조명을 60으로 맞춰 줘. 단, 수요일에는 빼고","Always, regardless of the time of day, check every 5 seconds and if there are two or more events where the TV has been off for 10 minutes and then turned on, turn on the speakers and set the lights to 60. Except on Wednesdays",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 5000, ""code"": ""prev_state := (#Television).switch_switch\noff_start_time := -1.0\noff_to_on_count := 0\nweekday = (#Clock).clock_weekday\nif (weekday != \""wednesday\"") {\ncurrent_state = (#Television).switch_switch\ncurrent_time = (#Clock).clock_timestamp\nif (current_state == \""off\"") {\nif (off_start_time == -1.0) {\noff_start_time = current_time\n}\n} else if ((prev_state == \""off\"") and (off_start_time != -1.0)) {\nduration = current_time - off_start_time\nif (duration >= 600.0) {\noff_to_on_count = off_to_on_count + 1\n}\noff_start_time = -1.0\n}\nprev_state = current_state\nif (off_to_on_count >= 2) {\n(#Speaker).switch_on()\n(#Light).switchLevel_setLevel(60, 0)\nbreak\n}\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#Dehumidifier).dehumidifierOperatingState_state ==""}",0.532,,,,,,,,,0.0,0.0,
381,7,0,10,3초마다 확인해서 조명이 꺼진 상태에서 3분 이상 유지되다가 다시 켜지는 일이 2번 연속 발생하면 블라인드를 모두 닫아 줘.,Check every 3 seconds and close all blinds if the lights stay off for more than 3 minutes and then come back on twice in a row.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 3000, ""code"": ""prev_state := (#Light).switch_switch\noff_start_time := -1.0\noff_to_on_count := 0\ncurrent_state = (#Light).switch_switch\ncurrent_time = (#Clock).clock_timestamp\nif (current_state == \""off\"") {\nif (off_start_time == -1.0) {\noff_start_time = current_time\n}\n} else if ((prev_state == \""off\"") and (off_start_time != -1.0)) {\nduration = current_time - off_start_time\nif (duration >= 180.0) {\noff_to_on_count = off_to_on_count + 1\n}\noff_start_time = -1.0\n}\nprev_state = current_state\nif (off_to_on_count >= 2) {\nall(#Blind).blind_close()\nbreak\n}""}","{""cron"": """", ""period"": ""-1"", ""code"": ""if ((#OccupancySensor).occupancySensor_isOccupied == false) {\\n(#TextToSpeech).textToSpeech_speak(""}",0.425,,,,,,,,,0.0,0.0,
